normed_text_unique,augmented_name,count
Trường THPT Yên Thế,"['Trường THPT Yên Thế', 'truong thpt yen the', 'cap 3 yen the', 'truong truong pho thong trung hoc yen the', 'pt yen the', 'truong ptth yen the', 'pho thong yen the', 'truong trung hoc pho thong yen the', 'truong tthpt yen the', 'truong truong trung hoc pho thong yen the', 'pho thong trung hoc yen the', 'truong pho thong trung hoc yen the', 'truong cap 3 yen the', 'trung hoc pho thong yen the', 'truong pho thong yen the', 'ptth yen the', 'thpt yen the', 'truong pt yen the', 'Trường THPT Yên Thế Bắc Gjang', 'Trường THPT Yên Thê']",20
Trường THCS-THPT Huỳnh Văn nghệ,"['Trường THCS-THPT Huỳnh Văn nghệ', 'truong thcs thpt huynh van nghe', 'truong thcs pt huynh van nghe', 'truong thcs pho thong trung hoc huynh van nghe', 'truong thcs trung hoc pho thong huynh van nghe', 'truong thcs truong trung hoc pho thong huynh van nghe', 'truong thcs cap 3 huynh van nghe', 'truong thcs truong pho thong trung hoc huynh van nghe', 'truong thcs ptth huynh van nghe', 'truong thcs tthpt huynh van nghe', 'truong thcs pho thong huynh van nghe', 'Trường THCS-THPT huynh van nghe']",12
Đại học Thủ Dầu Một,"['Đại học Thủ Dầu Một', 'dai hoc thu dau mot', 'daj hoc thu dau mot', 'truong dh thu dau mot', 'dh thu dau mot', 'truong dai hoc thu dau mot', 'Đại học Thủ Dầu Một', 'dai hoc thu dau mot']",8
TC nghề Sơn Tây,"['TC nghề Sơn Tây', 'tc nghe son tay', 'tc nghe son tay']",3
Trường THPT Giồng Riềng,"['Trường THPT Giồng Riềng', 'truong thpt giong rieng', 'truong cap 3 giong rieng', 'trung hoc pho thong giong rieng', 'truong trung hoc pho thong giong rieng', 'truong pho thong giong rieng', 'ptth giong rieng', 'pho thong giong rieng', 'truong ptth giong rieng', 'cap 3 giong rieng', 'truong truong trung hoc pho thong giong rieng', 'pho thong trung hoc giong rieng', 'truong pt giong rieng', 'thpt giong rieng', 'truong pho thong trung hoc giong rieng', 'truong truong pho thong trung hoc giong rieng', 'pt giong rieng', 'truong tthpt giong rieng', 'Trường Trung Học Phổ Thông Giồng Riềng', 'TTrường THPT giong rieng']",20
Trường THPT Thanh Bình,"['Trường THPT Thanh Bình', 'truong thpt thanh binh', 'truong cap 3 thanh binh', 'trung hoc pho thong thanh binh', 'truong truong trung hoc pho thong thanh binh', 'ptth thanh binh', 'truong trung hoc pho thong thanh binh', 'thpt thanh binh', 'truong ptth thanh binh', 'pho thong trung hoc thanh binh', 'truong pho thong trung hoc thanh binh', 'cap 3 thanh binh', 'truong pt thanh binh', 'pt thanh binh', 'truong truong pho thong trung hoc thanh binh', 'truong tthpt thanh binh', 'truong pho thong thanh binh', 'pho thong thanh binh', 'Trường THPT thanh binh', 'Trường THPT thanh binh', 'PTTH  Thanh  Bình, TP .Hải Dương']",21
Trường THPT Ngọc Tố,"['Trường THPT Ngọc Tố', 'truong thpt ngoc to', 'truong truong pho thong trung hoc ngoc to', 'cap 3 ngoc to', 'truong ptth ngoc to', 'pt ngoc to', 'truong pt ngoc to', 'truong cap 3 ngoc to', 'truong pho thong trung hoc ngoc to', 'trung hoc pho thong ngoc to', 'truong tthpt ngoc to', 'pho thong trung hoc ngoc to', 'truong truong trung hoc pho thong ngoc to', 'truong trung hoc pho thong ngoc to', 'pho thong ngoc to', 'ptth ngoc to', 'thpt ngoc to', 'truong pho thong ngoc to', 'Trường THPT ngoc to']",19
TT KTTH-HN Đức Trọng,"['TT KTTH-HN Đức Trọng', 'tt ktth hn duc trong', 'trung tam ktth hn duc trong']",3
Trường Cao Đẳng Cộng đồng Hà Tây,"['Trường Cao Đẳng Cộng đồng Hà Tây', 'truong cao dang cong dong ha tay', 'truong truong cao dang cong dong ha tay', 'cao dang cong dong ha tay', 'truong cd cong dong ha tay', 'cd cong dong ha tay', 'CĐCĐ Hà Tây - Ha Tay Community College']",7
Trung học Thực hành Đại học Sư phạm,"['Trung học Thực hành Đại học Sư phạm', 'trung hoc thuc hanh dai hoc su pham', 'trung hoc thuc hanh truong dh su pham', 'trung hoc thuc hanh dhsp', 'trung hoc thuc hanh truong dai hoc su pham', 'trung hoc thuc hanh dh su pham', 'trung hoc thuc hanh daj hoc su pham', 'trung hoc thuc hanh dai hoc su pham']",8
Trường THCS-THPT M.V. Lômônôxốp,"['Trường THCS-THPT M.V. Lômônôxốp', 'truong thcs thpt m v lomonoxop', 'truong thcs pho thong trung hoc m v lomonoxop', 'truong thcs ptth m v lomonoxop', 'truong thcs pho thong m v lomonoxop', 'truong thcs truong trung hoc pho thong m v lomonoxop', 'truong thcs pt m v lomonoxop', 'truong thcs cap 3 m v lomonoxop', 'truong thcs truong pho thong trung hoc m v lomonoxop', 'truong thcs trung hoc pho thong m v lomonoxop', 'truong thcs tthpt m v lomonoxop', 'Trung Học Phổ thông Dân Lập lomonosov', 'Trường THCS-THPT M.V Lômônôxốp']",13
Trường Đại học Văn hóa TP.HCM,"['Trường Đại học Văn hóa TP.HCM', 'truong dai hoc van hoa tp hcm', 'truong dai hoc van hoa tp. ho chi minh', 'truong daj hoc van hoa tp hcm', 'dh van hoa tp hcm', 'truong dai hoc van hoa tp.hcm', 'dai hoc van hoa tp hcm', 'truong truong dh van hoa tp hcm', 'daj hoc van hoa tp hcm', 'truong dai hoc van hoa tphcm', 'truong dh van hoa tp hcm', 'truong truong dai hoc van hoa tp hcm', 'truong dai hoc van hoa tp ho chi minh', 'Đại Học Văn Hoá Thành Phố Hồ Chí Minh']",14
Trường Đại Học Kỹ Thuật Công Nghiệp,"['Trường Đại Học Kỹ Thuật Công Nghiệp', 'truong dai hoc ky thuat cong nghiep', 'truong dh ky thuat cong nghiep', 'truong truong dh ky thuat cong nghiep', 'truong truong dai hoc ky thuat cong nghiep', 'dh ky thuat cong nghiep', 'daj hoc ky thuat cong nghiep', 'truong daj hoc ky thuat cong nghiep', 'dai hoc ky thuat cong nghiep', 'ĐH công nghiệp TN', 'DAI HOC KI THUAT CONG NGHIEP THAI  NGHUYEN', 'DAI HOC KI THUAT CONG NGHIEP THAI  NGHUYEN', 'Đh ky thuat cn TN', 'Đại Học Kỹ Thuật Công Nghiệp Thái Nguyên - TNUT', 'truong dai hoc ky thuat cong nghiep thai nguyen', 'Daj hoc cong nghjep thaj nguyen', 'ĐH Kỹ Thuật Công Nghiệp Thái Nguyên', 'Đh ky thuat cn TN', 'công nghiệp thái nguyên', 'đĐại Học Kĩ Thuật Công Nghiệp Thái Nguyên', 'Dh cong nhjep thaj nguyen']",21
Không giới hạn - Sasuke Việt Nam,"['Không giới hạn - Sasuke Việt Nam', 'khong gioi han sasuke viet nam', 'Sasuke Việt Nam']",3
CĐ Sư phạm Kon Tum,"['CĐ Sư phạm Kon Tum', 'cd su pham kon tum', 'cd su pham kon tum']",3
Trường THPT BC Phan Chu Trinh,"['Trường THPT BC Phan Chu Trinh', 'truong thpt bc phan chu trinh', 'truong ptth bc phan chu trinh', 'pho thong bc phan chu trinh', 'trung hoc pho thong bc phan chu trinh', 'truong pho thong trung hoc bc phan chu trinh', 'truong cap 3 bc phan chu trinh', 'ptth bc phan chu trinh', 'truong tthpt bc phan chu trinh', 'pho thong trung hoc bc phan chu trinh', 'thpt bc phan chu trinh', 'cap 3 bc phan chu trinh', 'truong pho thong bc phan chu trinh', 'truong pt bc phan chu trinh', 'truong truong pho thong trung hoc bc phan chu trinh', 'truong truong trung hoc pho thong bc phan chu trinh', 'truong trung hoc pho thong bc phan chu trinh', 'pt bc phan chu trinh', 'Trường THPT bc phan chu trinh']",19
Trường Cao Đẳng Nghề Tây Sài Gòn,"['Trường Cao Đẳng Nghề Tây Sài Gòn', 'truong cao dang nghe tay sai gon', 'cao dang nghe tay sai gon', 'cd nghe tay sai gon', 'truong cd nghe tay sai gon', 'truong truong cao dang nghe tay sai gon', 'Cao Đẳng nghề tây sài gòn']",7
TT GDNN-GDTX huyện Mang Thít,"['TT GDNN-GDTX huyện Mang Thít', 'tt gdnn gdtx huyen mang thit', 'tt gdnn trung tam giao duc thuong xuyen huyen mang thit', 'tt gdnn ttgdtx huyen mang thit', 'tt gdnn giao duc thuong xuyen huyen mang thit', 'tt gdnn trung tam gdtx huyen mang thit', 'tt gdnn gdtx huyen mang thit']",7
Trường THCS-THPT Phùng Hưng,"['Trường THCS-THPT Phùng Hưng', 'truong thcs thpt phung hung', 'truong thcs pho thong trung hoc phung hung', 'truong thcs tthpt phung hung', 'truong thcs pho thong phung hung', 'truong thcs truong pho thong trung hoc phung hung', 'truong thcs cap 3 phung hung', 'truong thcs truong trung hoc pho thong phung hung', 'truong thcs ptth phung hung', 'truong thcs trung hoc pho thong phung hung', 'truong thcs pt phung hung', 'Trường THCS va Trường THPT phung hung']",12
TT GDTX Hòa Bình,"['TT GDTX Hòa Bình', 'tt gdtx hoa binh', 'tt ttgdtx hoa binh', 'tt trung tam giao duc thuong xuyen hoa binh', 'tt giao duc thuong xuyen hoa binh', 'tt trung tam gdtx hoa binh', 'TT GDTX hoa binh']",7
Trường THCS-THPT kpă klơng,"['Trường THCS-THPT kpă klơng', 'truong thcs thpt kpa klong', 'truong thcs cap 3 kpa klong', 'truong thcs ptth kpa klong', 'truong thcs truong pho thong trung hoc kpa klong', 'truong thcs pt kpa klong', 'truong thcs pho thong trung hoc kpa klong', 'truong thcs truong trung hoc pho thong kpa klong', 'truong thcs pho thong kpa klong', 'truong thcs tthpt kpa klong', 'truong thcs trung hoc pho thong kpa klong', 'Trường THPT kapăklơng.', 'Truog Trường THPT KPA KLONG.']",13
Đại Học Công Nghiệp Việt Trì cơ sở Lâm Thao,"['Đại Học Công Nghiệp Việt Trì cơ sở Lâm Thao', 'dai hoc cong nghiep viet tri co so lam thao', 'dh cong nghiep viet tri co so lam thao', 'daj hoc cong nghiep viet tri co so lam thao', 'truong dh cong nghiep viet tri co so lam thao', 'truong dai hoc cong nghiep viet tri co so lam thao', 'truong dai hoc cong nghiep viet tri (vui)']",7
Trường THPT Phù Ninh,"['Trường THPT Phù Ninh', 'truong thpt phu ninh', 'truong ptth phu ninh', 'ptth phu ninh', 'truong pt phu ninh', 'trung hoc pho thong phu ninh', 'truong truong pho thong trung hoc phu ninh', 'truong cap 3 phu ninh', 'truong tthpt phu ninh', 'truong trung hoc pho thong phu ninh', 'thpt phu ninh', 'pho thong phu ninh', 'truong pho thong phu ninh', 'pt phu ninh', 'truong pho thong trung hoc phu ninh', 'truong truong trung hoc pho thong phu ninh', 'cap 3 phu ninh', 'pho thong trung hoc phu ninh', 'truong Trường THPT phu ninh', 'Trường THPT Phu Njnh', 'Trường THPT phu ninh', 'Trường THPT Phù ninh-Phú thọ', 'trương Trường THPT phu ninh', 'truong PTTH PHU Ninh']",24
Học Viện Ngân Hàng,"['Học Viện Ngân Hàng', 'hoc vien ngan hang', 'hvnh', 'HVNH', 'Học Viện Ngân Hàng']",5
Trường ĐH Sư phạm Kỹ thuật Vĩnh Long,"['Trường ĐH Sư phạm Kỹ thuật Vĩnh Long', 'truong dh su pham ky thuat vinh long', 'truong cao dang ki thuat vinh long', 'ĐH Sư Phạm Kỹ Thuật Vĩnh Long', 'Dai hoc su pham ki thuat vinh long', 'Ky Thuat Vinh Long', 'Truong trung hoc ky thuat Vinh Long', 'Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long', 'Trường Đại Học sư phạm kĩ thuật Vĩnh Long', 'Trường Đại Học Sư Phạm Kỹ Thuật Vĩnh Long', 'Trường trung học Sư phạm Kỹ thuật Thành phố vĩnh long']",11
TC nghề Mỹ thuật Thanh Bình,"['TC nghề Mỹ thuật Thanh Bình', 'tc nghe my thuat thanh binh', 'tc nghe my thuat thanh binh']",3
Trường Cao Đẳng Kế toán Hà Nội,"['Trường Cao Đẳng Kế toán Hà Nội', 'truong cao dang ke toan ha noi', 'truong truong cao dang ke toan ha noi', 'cao dang ke toan ha noi', 'truong cd ke toan ha noi', 'cd ke toan ha noi', 'Ketoan cao dang', 'Cao Dang Ke Toan K3']",8
TT GDNN-GDTX Hoà An,"['TT GDNN-GDTX Hoà An', 'tt gdnn gdtx hoa an', 'tt gdnn giao duc thuong xuyen hoa an', 'tt gdnn trung tam gdtx hoa an', 'tt gdnn trung tam giao duc thuong xuyen hoa an', 'tt gdnn ttgdtx hoa an', 'tt gdnn gdtx hoa an']",7
TT Huấn Luyện Và Bồi Dưỡng Nghiệp Vụ Công An Hà Nội,"['TT Huấn Luyện Và Bồi Dưỡng Nghiệp Vụ Công An Hà Nội', 'tt huan luyen va boi duong nghiep vu cong an ha noi', 'TT Bồi Dưỡng Nghiệp Vụ Công An Thành Phố Hà Nội']",3
Trường THPT Thiên Trường,"['Trường THPT Thiên Trường', 'truong thpt thien truong', 'truong pho thong trung hoc thien truong', 'truong cap 3 thien truong', 'truong truong pho thong trung hoc thien truong', 'truong trung hoc pho thong thien truong', 'truong pho thong thien truong', 'thpt thien truong', 'pho thong trung hoc thien truong', 'truong pt thien truong', 'truong ptth thien truong', 'cap 3 thien truong', 'trung hoc pho thong thien truong', 'truong tthpt thien truong', 'pho thong thien truong', 'ptth thien truong', 'pt thien truong', 'truong truong trung hoc pho thong thien truong', 'Trường THPT thiên Trường-nam định', 'Trường THPT thien truong']",20
Trường Cao Đẳng Y tế tỉnh Bạc Liêu,"['Trường Cao Đẳng Y tế tỉnh Bạc Liêu', 'truong cao dang y te tinh bac lieu', 'truong truong cao dang y te tinh bac lieu', 'cao dang y te tinh bac lieu', 'cd y te tinh bac lieu', 'truong cd y te tinh bac lieu', 'CĐYT Bac Lieu', 'CĐYT Bac Lieu', 'Trường Cao Đẳng Y Tế Bạc Liêu']",9
Trường Đại học Luật Hà Nội - Phân hiệu Đắk Lắk,"['Trường Đại học Luật Hà Nội - Phân hiệu Đắk Lắk', 'truong dai hoc luat ha noi phan hieu dak lak', 'daj hoc luat ha noi phan hieu dak lak', 'truong daj hoc luat ha noi phan hieu dak lak', 'dai hoc luat ha noi phan hieu dak lak', 'truong dh luat ha noi phan hieu dak lak', 'truong truong dai hoc luat ha noi phan hieu dak lak', 'dh luat ha noi phan hieu dak lak', 'truong truong dh luat ha noi phan hieu dak lak', 'dai hoc luat buon ma thuot', 'Trường Trung cấp Luật Buôn Ma Thuột']",11
Trường Trung Cấp Nghề Nấu Ăn - Nghiệp Vụ Du Lịch Và Thời Trang Hà Nội,"['Trường Trung Cấp Nghề Nấu Ăn - Nghiệp Vụ Du Lịch Và Thời Trang Hà Nội', 'truong trung cap nghe nau an nghiep vu du lich va thoi trang ha noi', 'TC Nghiep Vu Khach San HN', 'TC Nấu ăn và Nghiệp Vụ ks Hà Nội', 'TC Nghiep Vu Khach San HN']",5
TT GDNN-GDTX Xuân Lộc,"['TT GDNN-GDTX Xuân Lộc', 'tt gdnn gdtx xuan loc', 'tt gdnn trung tam gdtx xuan loc', 'tt gdnn trung tam giao duc thuong xuyen xuan loc', 'tt gdnn giao duc thuong xuyen xuan loc', 'tt gdnn ttgdtx xuan loc', 'tt gdnn gdtx xuan loc']",7
Đại Học An Giang,"['Đại Học An Giang', 'dai hoc an giang', 'daj hoc an giang', 'truong dai hoc an giang', 'dh an giang', 'truong dh an giang', 'Đại Học An Giang']",7
Trường trung cấp bưu chính viễn thông và công nghệ thông tin III,"['Trường trung cấp bưu chính viễn thông và công nghệ thông tin III', 'truong trung cap buu chinh vien thong va cong nghe thong tin iii', 'Truong trung cap buu chinh vien thong my tho']",3
Trường THPT Bỉm Sơn,"['Trường THPT Bỉm Sơn', 'truong thpt bim son', 'truong ptth bim son', 'pho thong trung hoc bim son', 'truong truong pho thong trung hoc bim son', 'truong cap 3 bim son', 'truong truong trung hoc pho thong bim son', 'cap 3 bim son', 'truong trung hoc pho thong bim son', 'ptth bim son', 'truong tthpt bim son', 'truong pho thong bim son', 'pt bim son', 'truong pho thong trung hoc bim son', 'trung hoc pho thong bim son', 'thpt bim son', 'pho thong bim son', 'truong pt bim son', 'Trường THPT bim son']",19
Trường Trung Cấp Lâm Nghiệp Tây Nguyên,"['Trường Trung Cấp Lâm Nghiệp Tây Nguyên', 'truong trung cap lam nghiep tay nguyen', 'Trường trung cấp lâm nghiệp Gia Lai', 'Trường trung cấp Lâm nghiệp Tây nguyên']",4
Trường THPT Phạm Phú Thứ,"['Trường THPT Phạm Phú Thứ', 'truong thpt pham phu thu', 'truong pho thong pham phu thu', 'trung hoc pho thong pham phu thu', 'pt pham phu thu', 'truong cap 3 pham phu thu', 'thpt pham phu thu', 'truong truong pho thong trung hoc pham phu thu', 'ptth pham phu thu', 'pho thong trung hoc pham phu thu', 'truong pt pham phu thu', 'truong pho thong trung hoc pham phu thu', 'truong tthpt pham phu thu', 'cap 3 pham phu thu', 'truong trung hoc pho thong pham phu thu', 'pho thong pham phu thu', 'truong ptth pham phu thu', 'truong truong trung hoc pho thong pham phu thu', 'Trường THPT Phạm Phú Thứ', 'PTTH Pham Phu Thu', 'Trường THPT pham phu thu', 'Trường THPT pham phu thu', 'Trường THPT pham phu thu', 'Trường THPT Phạm Phú Thứ']",24
Đại Học Y Dược TP.HCM,"['Đại Học Y Dược TP.HCM', 'dai hoc y duoc tp hcm', 'dai hoc y duoc tp ho chi minh', 'truong dh y duoc tp hcm', 'dai hoc y duoc tp. ho chi minh', 'dh y duoc tp hcm', 'daj hoc y duoc tp hcm', 'dai hoc y duoc tp.hcm', 'truong dai hoc y duoc tp hcm', 'dai hoc y duoc tphcm', 'ĐH Y Dược TPHCM', ' University of Medicine & Pharmacy ']",12
Phân hiệu Đại học Nông Lâm TP.HCM tại Gia Lai,"['Phân hiệu Đại học Nông Lâm TP.HCM tại Gia Lai', 'phan hieu dai hoc nong lam tp hcm tai gia lai', 'phan hieu dai hoc nong lam tp ho chi minh tai gia lai', 'phan hieu truong dai hoc nong lam tp hcm tai gia lai', 'phan hieu dai hoc nong lam tp.hcm tai gia lai', 'phan hieu daj hoc nong lam tp hcm tai gia lai', 'phan hieu dh nong lam tp hcm tai gia lai', 'phan hieu dai hoc nong lam tphcm tai gia lai', 'phan hieu truong dh nong lam tp hcm tai gia lai', 'phan hieu dai hoc nong lam tp. ho chi minh tai gia lai', 'Phân hiệu Đại học Nông Lâm TP. HCM tại Gia Lai', 'Phân hiệu Đại học Nông Lâm TP. HCM tại Gia Lai']",12
Trường THPT TT Phạm Văn Đồng,"['Trường THPT TT Phạm Văn Đồng', 'truong thpt tt pham van dong', 'truong pt tt pham van dong', 'pt tt pham van dong', 'truong ptth tt pham van dong', 'ptth tt pham van dong', 'pho thong tt pham van dong', 'truong truong trung hoc pho thong tt pham van dong', 'cap 3 tt pham van dong', 'trung hoc pho thong tt pham van dong', 'truong truong pho thong trung hoc tt pham van dong', 'truong cap 3 tt pham van dong', 'pho thong trung hoc tt pham van dong', 'truong tthpt tt pham van dong', 'truong trung hoc pho thong tt pham van dong', 'thpt tt pham van dong', 'truong pho thong tt pham van dong', 'truong pho thong trung hoc tt pham van dong', 'Trường THPT tt pham van dong']",19
Trường THPT Châu Thành I,"['Trường THPT Châu Thành I', 'truong thpt chau thanh i', 'truong pho thong trung hoc chau thanh i', 'trung hoc pho thong chau thanh i', 'pt chau thanh i', 'truong pt chau thanh i', 'ptth chau thanh i', 'truong cap 3 chau thanh i', 'pho thong chau thanh i', 'truong tthpt chau thanh i', 'truong ptth chau thanh i', 'truong pho thong chau thanh i', 'truong trung hoc pho thong chau thanh i', 'cap 3 chau thanh i', 'pho thong trung hoc chau thanh i', 'truong truong trung hoc pho thong chau thanh i', 'thpt chau thanh i', 'truong truong pho thong trung hoc chau thanh i', 'Truong Trường THPT Chau Thanh 1', 'Trường THPT Chau Thanh 1 Dong Thap']",20
Cao Đẳng Hàng Hải 1,"['Cao Đẳng Hàng Hải 1', 'cao dang hang hai 1', 'truong cao dang hang hai 1', 'cd hang hai 1', 'truong cao dang hang hai i martime collgce no 1', 'cao dang hang hai I']",6
Đại Học Nghệ Thuật – Đại Học Huế,"['Đại Học Nghệ Thuật – Đại Học Huế', 'dai hoc nghe thuat dai hoc hue', 'daj hoc nghe thuat dai hoc hue', 'truong dai hoc nghe thuat dai hoc hue', 'dh nghe thuat dai hoc hue', 'truong dh nghe thuat dai hoc hue', 'HUFA']",7
