,text,normed_text
5985,Trường Đại Học Lý Tự Trọng TP.HCM,Trường Cao đẳng Lý Tự Trọng TP. Hồ Chí Minh
5986,Cao đẳng Lý Tự Trọng TP.HCM,Trường Cao đẳng Lý Tự Trọng TP. Hồ Chí Minh
5987,Cao đẳng Lý Tự Trọng TP.HCM,Trường Cao đẳng Lý Tự Trọng TP. Hồ Chí Minh
5988,Cao đẳng Kỹ thuật Lý Tự Trọng,Trường Cao đẳng Lý Tự Trọng TP. Hồ Chí Minh
5989,"Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội","Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội"
5990,THPT Nghĩa Lộ,Trường THPT Thị xã Nghĩa Lộ
5991,Truong THCS Cao Vien,Trường Trung Học Cơ Sở Cao Viên
5992,Trường THPT Thanh Oai A,Trường Trung học phổ thông Thanh Oai A
5993,Học Viện Kĩ thuật Quân sự Khoa Hóa Lí Kĩ thuật,Học viện Kỹ thuật Quân sự
5994,Vinh kim,Vĩnh Kim
5995,Hung Vuong University,Trung tâm Ngoại ngữ - Tin học HVU
5996,trung hoc pho thong,Trung học phổ thông
5997,THPT HÀ VĂN MAO,Trường THPT hà Văn Mao
5998,THPT Thanh Liêm B,Trường THPT B Thanh Liêm
5999,THPT Mai Anh Tuấn,Trường THPT Mai Anh Tuấn
6000,Trường THPT Bỉm Sơn,Trường THPT Bỉm Sơn
6001,THCS Phương Trung,Trường THCS Phương Trung
6002,Trường THPT Phước Kiển,Trường THPT Phước Kiển
6003,THCS Phạm Hữu Lầu - Q7,Trường THCS Phạm Hữu Lầu
6004,Truong THPT Nong Cong1,Trường THPT Nông Cống I
6005,"Trường THPT Ngô Thì Nhậm- Tam Điệp ,Ninh Bình",Trường THPT Ngô Thì Nhậm
6006,THPT  Phủ Lý B - Hà Nam,Trường THPT Phủ Lý B
6007,Trường THPT Phù Ninh,Trường THPT Phù Ninh
6008,Trung học cơ sở Bạch Thượng,Trường THCS Bạch Thượng
6009,THPT Hàng Hải Hải Phòng,Trường THPT Hàng Hải
6010,Trường Thpt Nguyễn Khuyến,Trường THPT Nguyễn Khuyến
6011,"THPT Nam Kỳ Khởi Nghĩa, Quận 11",Trường THPT Nam Kỳ Khởi Nghĩa
6012,Trường THCS Dư Hàng Kênh,Trường THCS Dư Hàng Kênh
6013,Chau Van Liem - Can Tho,Trường Trung học Phổ thông Châu Văn Liêm
6014,THPT Trần Hưng Đạo_Gò Vấp,Trường THPT Trần Hưng Đạo
6015,Trường THPT LÊ HỒNG PHONG Hưng Nguyên Nghệ An,Trường THPT Lê Hồng Phong
6016,trung hoc pho thong cam ba thuoc,Trường THPT Cầm Bá Thước
6017,Truong Cao Dang Co Khi Luyen Kim,Trường Cao Đẳng Cơ Khí Luyện Kim
6018,"Đoàn trường THPT Thái Phiên, Đà Nẵng",Trường THPT Thái Phiên
6019,Trường THPT Tạ Uyên - Ninh Bình,Trường THPT Tạ Uyên
6020,truong THPT Quynh Luu 4,Trường Trung học Phổ thông Quỳnh Lưu 4
6021,CAO DANG PHUONG DONG QUANG NAM,Trường Cao Đẳng Phương Đông
6022,THPT Thuận An,Trường THPT Thuận An
6023,Truong THCS va THPT Nghi Son,Trường THCS và THPT Nghi Sơn
6024,Học viện âm nhạc quốc gia Hà Nội,Học Viện Âm Nhạc Quốc Gia Việt Nam
6025,THPT Truong Dinh,Trường THPT Trương Định
6026,THCS Lương Thế Vinh - Đà Nẵng,Trường THCS Lương Thế Vinh
6027,Trường THPT Tân Kỳ 3,Trường THPT Tân Kỳ 3
6028,trường THPT Cao Thắng,Trường THPT Cao Thắng
6029,Trường THPT Bình Lư,Trường THPT Bình Lư - H.Tam Đường
6030,Trường Cao Đẳng Đại Việt Đà Nẵng,Trường Cao đẳng Đại Việt Đà Nẵng
6031,Trường Đại học Sư phạm Kỹ thuật - Đại Học Đà Nẵng,Trường Đại học Sư Phạm Kỹ thuật - Đại học Đà Nẵng
6032,THPT THẠCH THÀNH I,Trường Thpt Thạch Thành II
6033,Học viện Hành chính Quốc gia,Học viện Hành chính Quốc Gia
6034,Trường Đại Học Công Nghiệp TP-HCM,Trường Đại học Công nghiệp TP.HCM
6035,THCS Lê Hồng Phong - Hải Phòng,Trường THCS Lê Hồng Phong
6036,Trường Cao Đẳng Kinh Tế - Kỹ Thuật TP. Hồ Chí Minh,Trường Cao đẳng Kinh tế Kỹ thuật Tp.HCM
6037,Trường Đại Học Hùng Vương Phú Thọ,Trung tâm Ngoại ngữ - Tin học HVU
6038,THPT THĂNG LONG TPHCM,Trường THPT Dân lập Thăng Long
6039,Trường THPT Bùi Thị Xuân - TP.Huế,Trường THPT Bùi Thị Xuân
6040,THCS Truong Tan huu,Trường THCS Trương Tấn Hữu
6041,THPT Tam Giang,Trường THPT Tam Giang
6042,THPT Hermann Gmeiner,Trường Phổ Thông Hermann Gmeiner
6043,THPT Yên Định II,Trường Thpt Yên Định 2
6044,Apple Inc.,Apple
6045,Trường THPT Nguyễn Thị Bích Châu - Kỳ Anh - Hà Tĩnh,Trường THPT Nguyễn Thị Bích Châu
6046,DNICT - ĐÀ NẴNG,CÔNG TY CỔ PHẦN LIÊN KẾT MAKETING CBG
6047,THPT Hùng Thắng,Trường THPT Hùng Thắng
6048,trieu son 2,Trường THPT Triệu Sơn 2
6049,Trường Thpt Triệu Sơn II,Trường THPT Triệu Sơn 2
6050,"THPT  Trần Phú, Hải Châu, Đà Nẵng",Trường THPT Trần Phú
6051,UEF - Đại học Kinh tế Tài chính TP.HCM,Trường Đại học Kinh tế Tài chính TP.HCM
6052,CĐ Y Tế Thanh Hóa,Trường Cao đẳng Y tế Thanh Hóa
6053,Trường THPT Trần Phú TPHCM,Trường THPT Trần Phú
6054,thpt yên thành 2,Trường THPT Yên Thành 2
6055,hoang hoa 2,Trường Thpt Hoằng Hóa 2
6056,THPT TP Dien Bien Phu,Trường THPT thành phố Điện Biên Phủ
6057,THPT Phạm Phú Thứ - Gò Nổi,Trường THPT PHẠM PHÚ THỨ
6058,THPT Hàng Hải Hải Phòng,Trường THPT Hàng Hải
6059,THPT Hương Thủy,Trường THPT Hương Thủy
6060,THPT TRUNG AN-HUYEN THÔT NÔT-TP.CAN THO,Trường THPT Trung An
6061,trường THPT CẦM BÁ THƯỚC,Trường THPT Cầm Bá Thước
6062,Cao đẳng công nghệ và kinh tế công nghiệp thái nguyên,Trường Cao đẳng Công nghệ và Kinh tế Công nghiệp
6063,Amsterdam high School,Trường THPT chuyên Hà Nội - Amsterdam
6064,THPT BÁ THƯỚC,Trường THPT Bá Thước
6065,Daj hoc hong duc,Trường Đại Học Hồng Đức
6066,THPT Tân An,Trường THPT Tân An
6067,Trường THCS Châu Khê,Trường THCS Châu Khê
6068,THPT Hương Thủy,Trường THPT Hương Thủy
6069,Trường THPT Lý Thái Tổ Bắc Ninh,Trường THPT Lý Thái Tổ
6070,THPT  Ngô Quyền - Thái Nguyên,Trường THPT Ngô Quyền
6071,Trường THPT Nghi Lộc 2,Trường THPT Nghi Lộc 2
6072,Trường THPT Trực Ninh B,Trường THPT Trực Ninh B
6073,THPT Nguyen Thi Minh Khai,Trường THPT Nguyễn Thị Minh Khai
6074,THPT dân lập NGÔ GIA TỰ,Trường THPT Ngô Gia Tự
6075,Học viện Đường Sắt,Trường Cao đẳng Đường sắt
6076,THPT Lê Hồng Phong Bỉm Sơn Thanh Hóa,Trường THPT Lê Hồng Phong
6077,Ho Chi Minh City University of Industry - HUI,Trường Đại học Công nghiệp TP.HCM
6078,THPT Anh Son 2,Trường Thpt Anh Sơn 2
6079,THPT Thạch Thất,Trường THPT Thạch Thất
6080,truong THPT Phu Loc,Trường THPT Phú Lộc
6081,THPT Hung Nhan,Trường THPT Hưng Nhân
6082,THPT Long Xuyen,Trường THPT Long Xuyên
6083,An Giang University,Đại học An Giang
6084,THPT Long Thoi,Trường THPT Long Thới
6085,Trường THPT Lê Hồng Phong - TX Bỉm Sơn,Trường THPT Lê Hồng Phong
6086,THPT Lê Lai,Trường THPT Lê Lai
6087,DHQG Ha Noi,Đại học Quốc gia Hà Nội
6088,cao dang y te thanh hoa,Trường Cao đẳng Y tế Thanh Hóa
6089,Trường THPT An Lão,Trường THPT An Lão
6090,THPT Hữu Lũng,Trường Trung học phổ thông Hữu Lũng
6091,TRƯỜNG THCS NGUYỄN ĐÌNH CHIỂU - THÀNH PHỐ NHA TRANG,Trường THCS Nguyễn Đình Chiểu
6092,THPT Nguyễn Việt Khái - Cà Mau,Trường THPT Nguyễn Việt Khái
6093,THPT Hoàng Hoa Thám - Đà Nẵng,Trường THPT Hoàng Hoa Thám
6094,Trường THPT Đô Lương III,Trường THPT Đô Lương 3
6095,THPT Do Luong 3,Trường THPT Đô Lương 3
6096,Truong Dai hoc Vinh,Đại Học Vinh
6097,THCS Cổ Đông,Trường THCS Cổ Đông
6098,Khoa Kỹ thuật Xây dựng - Đại học Bách Khoa Tp HCM,Khoa Kỹ thuật Xây dựng- Đại Học Bách Khoa TPHCM
6099,Cao Đẳng sư phạm Điện Biên,Trường cao đẳng sư phạm Điện Biên
6100,Học Viện Y Dược Học Cổ Truyền Việt Nam,Học viện Y Dược học Cổ truyền Việt Nam
6101,CAO ĐẲNG CÔNG NGHỆ THỦ ĐỨC,Trường Cao Đẳng Công nghệ Thủ Đức
6102,HITU - Trường CĐ Công Thương TP.HCM,Trường Cao Đẳng Công Thương TP.HCM
6103,Trung Tâm GDTX Tân Phú,Trung tâm GDTX quận Tân Phú
6104,truong THPT Cam Ba Thuoc,Trường THPT Cầm Bá Thước
6105,Trường THPT Nguyễn Trãi - Vũ Thư - Thái Bình,Trường THPT Nguyễn Trãi
6106,Trường Đại học Nông Lâm Thành phố Hồ Chí Minh,Trường Đại học Nông Lâm Tp. Hồ Chí Minh
6107,THPT Lê Viết Thuật,Trường THPT Lê Viết Thuật
6108,Trường THPT Lê Viết Thuật - TP Vinh - Nghệ an,Trường THPT Lê Viết Thuật
6109,TRƯỜNG THPT THUẬN THÀNH SỐ 1,Trường Trung học phổ thông Thuận Thành số 1
6110,THPT Cây Dương,THPT Cây Dương
6111,Trường Cao đẳng Sư phạm Hà Nội,Trường Đại học Sư phạm Hà Nội
6112,THPT Nguyễn Trãi - Trực Ninh - Nam Định,Trường THPT Nguyễn Trãi
6113,trung hoc pho thong nguyen huu canh,Trường THPT Nguyễn Hữu Cảnh
6114,Truong THPT Binh Minh,Trường THPT Bình Minh
6115,Dai Hoc Su Pham Ha Noi 2,Trường Đại học Sư phạm Hà Nội 2
6116,thcs pho hai,Trường THCS Phổ - Hải
6117,THPT Nguyễn Trường Tộ-Nha Trang,Trường Thpt Bán Công Nguyễn Trường Tộ
6118,Đại học Havơt,Đại học Harvard
6119,THPT HỒNG BÀNG,Trường THPT Hồng Bàng
6120,Trường Cao Đẳng Kỹ Thuật Cao Thắng,Trường Cao đẳng Kỹ thuật Cao Thắng
6121,Trường THPT DTNT tỉnh Thanh Hóa,Trường THPT Dân tộc Nội trú Thanh Hóa
6122,Đại Học Cảnh Sát Nhân Dân TPHCM,Trường Đại học Cảnh sát Nhân dân
6123,Truong trung hoc co so quynh bang,Trường THCS Quỳnh Bảng
6124,Truong trung hoc co so thuy trinh,Trường THCS Thụy Trình
6125,Cao Dang Su Pham Thai Binh,Trường Cao đẳng Sư phạm Thái Bình
6126,Trường THPT Trần Phú - Hà Tĩnh,TRƯỜNG THPT TRẦN PHÚ
6127,THPT Lý Tự Trọng Nha Trang - Khánh Hòa,Trường THPT Lý Tự Trọng
6128,THPT An Lạc,Trường THPT An Lạc
6129,Trường THPT LÊ HỮU TRÁC 1,Trường THPT Lê Hữu Trác
6130,hawart,HAWART Sondermaschinenbau GmbH
6131,THPT Tân Hiệp,Trường THPT Tân Hiệp
6132,THPT Lê Hữu Trác - CưMgar - ĐakLak,Trường THPT Lê Hữu Trác
6133,Truong THPT Tay Hieu,Trường THPT Tây Hiếu
6134,Cao đẳng Y tế Khánh Hòa,Trường Cao đẳng Y tế Khánh Hòa
6135,Hoc Tai Truong Dai Hoc Y.TB,Đại Học Y Dược Thái Bình
6136,THPT Tôn Thất Tùng Đà Nẵng,Trường THPT Tôn Thất Tùng
6137,Trường THCS Thành Phố Bến Tre,Trường THCS Thành phố Bến Tre
6138,Trường Trung học phổ thông chuyên Lê Hồng Phong,Trường THPT chuyên Lê Hồng Phong
6139,Dunman High School,Dunman High School
6140,THCS Thổ Tang,THCS Thị Trấn Thổ Tang
6141,Banking Academy of Vietnam,Học viện Ngân hàng
6142,Trường Trung Học Phổ Thông Phú Hữu,Trường THPT Phú Hữu
6143,Trường THCS Phước Khánh,Trường THCS Phước Khánh
6144,Cao Đẳng Dậy Nghề H13 BQP,Trung Tâm Dạy Nghề H13
6145,Cao Dang Binh Dinh,Trường Cao đẳng Bình Định
6146,pho thong xa dan,Trường Phổ Thông Cơ Sở Xã Đàn
6147,Andrew Hill High School,Andrew P. Hill High School
6148,Hanoi Tourism College,Trường Cao Đẳng Du Lịch Hà Nội
6149,Đại học Công Nghiệp Thành phố Hồ Chí Minh,Trường Đại học Công nghiệp TP.HCM
6150,Trung học phổ thông Tây Hồ,Trường THPT Tây Hồ
6151,THPT Lam Kinh - Thọ Xuân - Thanh Hóa,Trường THPT Lam Kinh
6152,Cao Đẳng Sư Phạm TW,Trường Cao đẳng Sư phạm Trung ương
6153,Ballyhaunis Community School,Ballyhaunis Community School
6154,"THCS Võ Thị Sáu,Lạc Sơn,HB - Confession",Trường THCS Võ Thị Sáu
6155,THPT Đồng Hỷ,Trường THPT Đồng Hỷ số 1
6156,Ttgdtx Sơn Tây,Trung tâm Giáo Dục Thường Xuyên Sơn Tây
6157,Thpt-C NGHIA HUNG,Trường THPT C Nghĩa Hưng
6158,Trường THPT Phan Huy Chú - Thạch Thất,Trường THPT Dân Lập Phan Huy Chú
6159,Trường THPT An Nhơn 1,Trường THPT số 1 An Nhơn
6160,Trường THPT Cờ Đỏ - Nghĩa Đàn - Nghệ An,Thpt Cờ Đỏ - Nghĩa Đàn - Nghệ An
6161,Trường Đại Học Y Dược Huế,Trường Đại học Y Dược Huế
6162,THCS Thuy Phuong,Trường THCS Thụy Phương
6163,Trường THPT Hàng Hải,Trường THPT Hàng Hải
6164,Triam Udom Suksa School,Triam Udom Suksa School
6165,Trường THPT Châu Thành 1,Trường THPT Châu Thành I
6166,DH Nông Lâm Thái Nguyên,Trường Đại học Nông Lâm
6167,THPT Hoàng Văn Thụ,Trường THPT Hoàng Văn Thụ
6168,Trường ĐH Thể dục thể thao Bắc Ninh,Trường Đại học Thể dục Thể thao Bắc Ninh
6169,Trường THPT Hợp Thanh,Trường THPT Hợp Thanh
6170,Trường Cao Đẳng Y Tế Hà Đông_ 39 Nguyễn Viết Xuân Quang Trung Hà Đông HN,Trường Cao Đẳng Y tế Hà Đông
6171,THCS Hoàn Kiếm,Trường THCS Hoàn Kiếm
6172,Trường THCS Ngọc Hà - TP Hà Giang,Trường THCS Ngọc Hà
6173,THPT Le Van Linh,Trường THPT Lê Văn Linh
6174,THCS Thịnh Liệt,Trường THCS Thịnh Liệt
6175,Trường THPT Nguyễn Trãi - Thường Tín - Hà Nội,Trường THPT Nguyễn Trãi
6176,THPT Tứ Sơn - Lục Nam - Bắc Giang,Trường THPT Tứ Sơn
6177,Truong THPT Le Loi,Trường THPT Lê Lợi
6178,Đại học Văn hóa Nghệ thuật Quân đội,Trường Đại học Văn hóa Nghệ thuật Quân đội
6179,trung hoc co so thai hoa,Trường trung học cơ sở Thái Hòa
6180,Trường THPT Thăng Long,Trường THPT Thăng Long
6181,Đoàn trường THPT Thái Hòa-TX Thái Hòa,Trường THPT Thái Hòa
6182,Trường ĐH Hải Phòng - Haiphong University,Trường Đại học Hải Phòng
6183,THPT KIM SON B,Trường THPT Kim Sơn B
6184,trung hoc pho thong van lang,Trường THPT Văn Lang
6185,hoc vien bien phong,Học viện Biên Phòng
6186,Dai hoc Kinh doanh va Cong nghe Ha Noi,Trường Đại học Kinh doanh và Công nghệ Hà Nội
6187,Truong Trung Hoc Pho Thong Tinh Gia 2,Trường THPT Tĩnh Gia 2
6188,thcs Lãng Ngâm,Trường THCS Lãng Ngâm
6189,THPT Trần Khát Chân,Trường Thpt Trần Khát Chân
6190,Trường Cao Đẳng Sư Phạm Nghệ An,Trường Cao đẳng Sư phạm Nghệ An
6191,Đại học kinh tế quốc dân hà nội,Trường Đại Học Kinh Tế Quốc Dân
6192,Truong cao dang y te thanh hoa,Trường Cao đẳng Y tế Thanh Hóa
6193,Trường THPT Can Lộc,Trường THPT Can Lộc
6194,THPT Nguyễn Trãi An Dương Hải Phòng,Trường THPT Nguyễn Trãi
6195,THPT Bắc Trà My,Trường THPT Bắc Trà My
6196,dai hoc bach khoa da nang,Trường Đại học Bách Khoa - Đại học Đà Nẵng
6197,THCS Thị trấn Quỳ Hợp,Trường THCS Thị trấn Quỳ Hợp
6198,THPT Phạm Phú Thứ,Trường THPT Phạm Phú Thứ
6199,"THCS Trần Đăng Ninh, Hà Đông",Trường THCS Trần Đăng Ninh
6200,PTDT Nội Trú Sơn Động,Trường PTDT Nội trú huyện Sơn Động
6201,thpt pham phu thu,Trường THPT Phạm Phú Thứ
6202,trung học phổ thông An Dương,Trường THPT An Dương
6203,thakhek upper secondary school,Thakhek High School
6204,Dai Hoc Su pham Da Nang,Trường Đại Học Sư Phạm - ĐHĐN
6205,THCS Hiệp Bình,Trường THCS Hiệp Bình
6206,THCS Dong Cuong,Trường Thcs Đồng Cương
6207,THPT Quảng Xương I - Thanh Hóa,Trường THPT Quảng Xương 1
6208,THPT Quỳnh Lưu 1,THPT Quỳnh Lưu 1
6209,THPT Ba Tri,Trường trung học phổ thông Phan Thanh Giản
6210,Trường Đại Học Bách Khoa - Đại Học Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng
6211,Trường THPT Mai Thanh Thế,Trường THPT Mai Thanh Thế
6212,cao dang kinh te ke hoach da nang,Trường Cao đẳng Kinh tế - Kế hoạch Đà Nẵng
6213,Liên Đội THCS Lương Thế Vinh Đà Nẵng,Trường THCS Lương Thế Vinh
6214,truong trung cap y Duoc ninh binh,Trường Cao đẳng Y tế Ninh Bình
6215,THPT Bỉm Sơn Thanh Hóa,Trường THPT Bỉm Sơn
6216,dh kien truc da nang,Trường Đại học Kiến trúc Đà Nẵng
6217,Dai Hoc Quang Nam,Trường Đại học Quảng Nam
6218,PTTH Tĩnh Gia I,Trường THPT Tĩnh Gia I
6219,thpt ha trung,Trường THPT Hà Trung
6220,cong nghiep ha noi,Trường Đại học Công nghiệp Hà Nội
6221,Trường THPT Quỳnh Lưu 2,Trường THPT Quỳnh Lưu 2
6222,Trường THPT Anh Sơn 1,THPT Anh Sơn 1
6223,THPT Bỉm Sơn,Trường THPT Bỉm Sơn
6224,trung hoc co so an khanh,Trường Trung Học Cơ Sở An Khánh
6225,Trường Đại học Kinh tế - Đại học Quốc gia Hà Nội,Trường Đại học Kinh tế - ĐHQGHN
6226,THPT.Trần Nguyên Hãn - Vũng Tàu,Trường THPT Trần Nguyên Hãn
6227,Trường THPT Quế Sơn,Trường THPT Quế Sơn
6228,Trường THPT Quế Sơn - Quảng Nam,Trường THPT Quế Sơn
6229,CD GTVT II,Trường Cao Đẳng Giao Thông Vận Tải Đường thủy II
6230,THCS ngo thi nham,Trường THCS Ngô Thì Nhậm
6231,Đại Học Bách Khoa-Đại Học Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng
6232,Trường Đại học Công Nghiệp Việt Trì (VUI),Trường Đại Học Công Nghiệp Việt Trì cơ sở Lâm Thao
6233,ĐH KHXH-NV Hà Nội,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
6234,"THCS Nam Lợi, Nam Trực. Nam Định",THCS Nam Lợi
6235,truong sy quan phong hoa,Trường Sĩ quan phòng hoá
6236,THCS Nguyễn Hụê Đà Nẵng,Trường THCS Nguyễn Huệ
6237,Truong Dai Hoc Duy Tan Da Nang,Trường Đại Học Duy Tân
6238,THPT QUỲ HỢP II,Trường THPT Quỳ Hợp 2
6239,Tiểu Đoàn Cảnh Sát Cơ Động Số 1,Tiểu đoàn cảnh sát cơ động số 1
6240,THCS Đông Long,Đông Long
6241,THPT Nguyễn Thượng Hiền,Nguyen Thuong Hien High School
6242,THPT Cầm Bá Thước,Trường THPT Cầm Bá Thước
6243,Đại học Công nghiệp Thực phẩm Tp.HCM,Trường Đại học Công nghiệp Thực phẩm Thành phố Hồ Chí Minh
6244,THCS Le Do,Trường THCS Lê Độ
6245,THPT hoàng diệu-điện thọ-điện bàn-quảng nam,Trường Phổ Thông Trung Học Hoàng Diệu
6246,dai hoc phan chau trinh,Trường Đại Học Phan Châu Trinh
6247,THCS Thanh Giang,Trường THCS Thanh Giang
6248,Trung học cơ sở,Trung học cơ sở
6249,Trường THPT Ông Ích Khiêm-Đà Nẵng,Trường THPT ông ích khiêm
