,text,normed_text,clean_text
19069,THCS Nguyễn Bá Loan,Trường THCS Nguyễn Bá Loan,THCS Nguyễn Bá Loan
19070,Trường THPT Phan Bội Châu,Trường THPT Phan Bội Châu,THPT Phan Bội Châu
19071,Dai Hoc My Thuat Tphcm,Trường Đại học Mỹ thuật TP.HCM,Đại học Mỹ thuật TP.HCM
19072,Trường Trung cấp nghề kinh tế-kỹ thuật hóc môn,Trường Trung cấp Kinh tế Kỹ thuật Quận 12,TC Kinh tế Kỹ thuật Quận 12
19073,ĐH GTVT - CS 2,Phân hiệu Trường Đại học GTVT tại Tp. Hồ Chí Minh,Phân hiệu Trường Đại học GTVT tại Tp. Hồ Chí Minh
19074,THCS Nguyễn Cư Trinh,Trường THCS Nguyễn Cư Trinh,THCS Nguyễn Cư Trinh
19075,THPT Trần Phú - Phú Yên,Trường THPT Trần phú,THPT Trần phú
19076,Dai hoc Can Tho / Đại học Cần Thơ,Đại học Cần Thơ,Đại học Cần Thơ
19077,Trường THPT Hòa An,Trường Trung Học Phổ Thông Hòa An,Trung Học Phổ Thông Hòa An
19078,Trường Cao Đẳng Du Lịch Huế,Trường Cao Đẳng Du Lịch Huế,Cao Đẳng Du Lịch Huế
19079,THPT Gò Vấp,Trường THPT Gò Vấp,THPT Gò Vấp
19080,THPT nguyen viet dung,Trường THPT Nguyễn Việt Dũng,THPT Nguyễn Việt Dũng
19081,Trường Trung học Cơ sỏ Điền Hải,Trường THCS Điền Hải,THCS Điền Hải
19082,TTHCS Nguyễn Huệ,Trường Thcs Nguyễn Huệ,Thcs Nguyễn Huệ
19083,Trường THPT Nhơn Trạch tỉnh Đồng Nai,Trường THPT Nhơn Trạch,THPT Nhơn Trạch
19084,Cảm Xạ Học Việt Nam,Cảm xạ,Cảm xạ
19085,THPT Lê Thanh Mừng,Trường THPT Lê Thanh Mừng,THPT Lê Thanh Mừng
19086,"THPT Tân Hồng, Đồng Tháp",Trường THPT Tân Hồng,THPT Tân Hồng
19087,Cao Đẳng Y Tế Đồng Tháp,Trường CĐ Y tế Đồng Tháp,CĐ Y tế Đồng Tháp
19088,THPT AN THOI,Trường THPT An Thới,THPT An Thới
19089,trường thpt hòa đa,Trường THPT Hòa Đa,THPT Hòa Đa
19090,THPT Hoa Da,Trường THPT Hòa Đa,THPT Hòa Đa
19091,Thpt Tran van Ky,Trường THPT Trần Văn Kỷ,THPT Trần Văn Kỷ
19092,THPT Hương Trà,Trường THPT Hương Trà,THPT Hương Trà
19093,Trường THCS Lê Duẩn,Trường Đội Lê Duẩn,Đội Lê Duẩn
19094,"THPT Hà Huy Tập, Kôngchro, Gia Lai",Trường THPT Hà Huy Tập,THPT Hà Huy Tập
19095,ĐẠI HỌC DUY TÂN,Trường Đại Học Duy Tân,Đại Học Duy Tân
19096,truong trung hoc pho thong phu loc,Trường THPT Phù Ninh,THPT Phù Ninh
19097,THCS Hoàng Diệu - Đà Nẵng,Trường THCS Hoàng Diệu,THCS Hoàng Diệu
19098,THPT Tôn Thất Tùng,Trường THPT Tôn Thất Tùng,THPT Tôn Thất Tùng
19099,Danang University of Phycal Education and sports,Trường Đại học Thể dục Thể thao Đà Nẵng (DUPES),Đại học Thể dục Thể thao Đà Nẵng
19100,cao dang dong a,Trường Cao đẳng Đông Du,Cao đẳng Đông Du
19101,Đại học Kinh tế Luật - Đại học quốc gia TPHCM,Trường Đại Học Kinh tế - Luật - Đại Học Quốc Gia Thành Phố Hồ Chí Minh,Đại Học Kinh tế - Luật - Đại Học Quốc Gia Thành Phố Hồ Chí Minh
19102,Trường Đại học Võ Trường Toản,Trường Đại Học Võ Trường Toản,Đại Học Võ Trường Toản
19103,Truong Thcs An Hoa 2,TRƯỜNG THCS AN HÒA 2,THCS AN HÒA 2
19104,Trường THPT Núi Thành Quảng Nam,Trường THPT Núi Thành,THPT Núi Thành
19105,THPT Phan Đình Phùng,Trường THPT Phan Đình Phùng,THPT Phan Đình Phùng
19106,THPT Cao LÃnh 1,Trường Thpt Cao Lãnh 1,Thpt Cao Lãnh 1
19107,Trường THCS Chánh Nghĩa,Trường THCS Chánh Nghĩa,THCS Chánh Nghĩa
19108,FPT POLYTECHNIC ĐÀ NẴNG,Trường Cao đẳng FPT Polytechnic Đà Nẵng,Cao đẳng FPT Polytechnic Đà Nẵng
19109,Trường Đại học Thái Bình Dương,Trường Đại học Thái Bình Dương (TBD),Đại học Thái Bình Dương
19110,Cao Đẵng Thiết Kế Thời Trang,Cao Đẳng May Thiết Kế Thời Trang Hà Nội,Cao Đẳng May Thiết Kế Thời Trang Hà Nội
19111,Trường Cao đẳng Công nghệ thông tin hữu nghị Việt - Hàn,Trường Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn,Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn
19112,Trường THPT Trần Quốc Tuấn,Trường PT Trần Quốc Tuấn,PT Trần Quốc Tuấn
19113,"Trường PTTH nguyễn thái bình, tphcm",Trường THPT Nguyễn Thái Bình,THPT Nguyễn Thái Bình
19114,Học Sinh Trường THCS Nguyễn Thiện Thuật,Trường THCS Nguyễn Thiện Thuật,THCS Nguyễn Thiện Thuật
19115,"THPT Chuyên Phan Ngọc Hiển, Cà Mau",Trường Trung học phổ thông chuyên Phan Ngọc Hiển,Trung học phổ thông chuyên Phan Ngọc Hiển
19116,Trường THCS Văn Thân Q6,Trường THCS Văn Thân,THCS Văn Thân
19117,Trường THCS Nghĩa Lâm huyện Tư Nghĩa,Trường THCS Nghĩa Lâm,THCS Nghĩa Lâm
19118,Trường THPT Phạm Hồng Thái,Trường THPT Phạm Hồng Thái,THPT Phạm Hồng Thái
19119,Trường THCS Bình Lợi Trung,Trường THCS Bình Lợi Trung,THCS Bình Lợi Trung
19120,THPT Nguyen Huu Canh,Trường THPT Nguyễn Hữu Cảnh,THPT Nguyễn Hữu Cảnh
19121,Trường THPT Quang Trung Củ Chi,Trường Trung học phổ thông Quang Trung - Củ Chi,Trung học phổ thông Quang Trung - Củ Chi
19122,Trung hoc co so Quang Ngan,Trường THCS Hoàng Ngân,THCS Hoàng Ngân
19123,Trường THCS Nghĩa Hà,Trường THCS Nghĩa Hà,THCS Nghĩa Hà
19124,Bùi Thị Xuân High School,Trường THPT Bùi Thị Xuân,THPT Bùi Thị Xuân
19125,THCS Ba Đình Q5,Trường THCS Ba Đình,THCS Ba Đình
19126,Trường Cao đẳng Công nghiệp Huế,Trường Cao đẳng Công nghiệp Huế,Cao đẳng Công nghiệp Huế
19127,Trung học phổ thông Nguyễn Văn Cừ,Trường THPT Nguyễn Văn Cừ,THPT Nguyễn Văn Cừ
19128,truong thpt huong vinh,Trường THPT Hương Vinh,THPT Hương Vinh
19129,Trung cấp Kinh tế Bình Dương,Trường Trung cấp Kinh tế Bình Dương,TC Kinh tế Bình Dương
19130,Trường Quân Sự Quân Khu 7,Trường Quân Sự Quân Khu 7,Quân Sự Quân Khu 7
19131,"THPT Rạch Kiến,Long Hòa,Cần Đước,Long An",Trường THPT Rạch Kiến,THPT Rạch Kiến
19132,THCS Phong Bình,Trường Trung Học Cơ Sở Phong Bình,Trung Học Cơ Sở Phong Bình
19133,Trung cấp y tế Đặng Văn Ngữ,Trường Cao đẳng Y Tế Đặng Văn Ngữ,Cao đẳng Y Tế Đặng Văn Ngữ
19134,THPT Duyên Hải - Trà Vinh,Trường THPT Duyên Hải,THPT Duyên Hải
19135,THPT Bình Tân,Trường THPT Bình Tân,THPT Bình Tân
19136,THCS Lý Thường Kiệt - Q. Tân Bình,Trường trung học cơ sở Lý Thường Kiệt,trung học cơ sở Lý Thường Kiệt
19137,Trường Trung học phổ thông Hóa Châu,Trường THPT Hóa Châu,THPT Hóa Châu
19138,dai hoc Bách Khoa Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng,Đại học Bách Khoa - Đại học Đà Nẵng
19139,THPT Hóa Châu,Trường THPT Hóa Châu,THPT Hóa Châu
19140,Trường cđ Kinh tế - Kế hoạch Đà Nẵng,Trường Cao đẳng Kinh tế - Kế hoạch Đà Nẵng,Cao đẳng Kinh tế - Kế hoạch Đà Nẵng
19141,THCS Phạm Đình Hổ,Trường THCS Phạm Đình Hổ,THCS Phạm Đình Hổ
19142,Trường cao đẳng Công Nghiệp Huế,Trường Cao đẳng Công nghiệp Huế,Cao đẳng Công nghiệp Huế
19143,Trường THPT Thị Xã Quảng Trị,Trường THPT Thị xã Quảng Trị,THPT Thị xã Quảng Trị
19144,THPT Phan Bội Châu - Cư Jut - Đăk Nông,Trường THPT Phan Bội Châu,THPT Phan Bội Châu
19145,thpt phan boi chau _ Cujut,Trường THPT Phan Bội Châu,THPT Phan Bội Châu
19146,ĐH SP HUẾ,Trường Đại học Sư phạm Huế,Đại học Sư phạm Huế
19147,thpt hóa châu,Trường THPT Hóa Châu,THPT Hóa Châu
19148,Cao Đẳng Bách Khoa Hà Nội,Trường Cao đẳng nghề Bách Khoa Hà Nội,Cao đẳng nghề Bách Khoa Hà Nội
19149,THCS Lâm Mộng Quang,Trường Thcs Lâm Mộng Quang,Thcs Lâm Mộng Quang
19150,Trường THCS Thị Trấn Khe Tre,Trường trung học cơ sở Thị Trấn Khe Tre,trung học cơ sở Thị Trấn Khe Tre
19151,Trường THPT Phong Điền,Trường THPT Phong Điền,THPT Phong Điền
19152,"THPT  Huỳnh Văn Nghệ, Tân Uyên, Bình Dương",Trường THPT Huỳnh Văn Nghệ,THPT Huỳnh Văn Nghệ
19153,Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,Trường ĐH Sư phạm Kỹ thuật Vĩnh Long,ĐH Sư phạm Kỹ thuật Vĩnh Long
19154,THCS Hải Thiện,Trường THCS Hải Thiện,THCS Hải Thiện
19155,Truong cao dang Binh Dinh,Trường Cao đẳng Bình Định,Cao đẳng Bình Định
19156,Trường THPT Bình Đại A - Lê Hoàng Chiếu - CHS,Trường THPT Lê Hoàng Chiếu,THPT Lê Hoàng Chiếu
19157,Trường PTTH Anh Sơn 1,THPT Anh Sơn 1,THPT Anh Sơn 1
19158,Trường Đại Học Tây Nguyên,Trường Đại học Tây Nguyên,Đại học Tây Nguyên
19159,Truong trung hoc CS Huong Toan,Trường THCS Nguyễn Xuân Thưởng,THCS Nguyễn Xuân Thưởng
19160,THPT chuyên Quốc Học huế,Trường THPT chuyên Quốc Học Huế,THPT chuyên Quốc Học Huế
19161,THCS thiet ong,Trường THCS Thiết Ống,THCS Thiết Ống
19162,THPT Phú Xuân,Trường THPT Phú Xuân,THPT Phú Xuân
19163,THPT Thanh Khe,Trường THPT Thanh Khê,THPT Thanh Khê
19164,THCS Nguyen Thi Minh Khai,Trường THCS Nguyễn Thị Minh Khai,THCS Nguyễn Thị Minh Khai
19165,Trường THCS Hoàng Diệu TP Đà Nẵng,Trường THCS Hoàng Diệu,THCS Hoàng Diệu
19166,THCS Phan Bội Châu,"Trường THCS Phan Bội Châu, Tứ Kỳ, Hải Dương","THCS Phan Bội Châu, Tứ Kỳ, Hải Dương"
19167,"Trường PTTH Hoàng Hoa Thám, TP Đà Nẵng",Trường THPT Hoàng Hoa Thám,THPT Hoàng Hoa Thám
19168,THCS Trần Bội Cơ,Trường THCS Trần Bội Cơ,THCS Trần Bội Cơ
19169,THCS Trần Bội Cơ,THCS trần bội cơ,THCS trần bội cơ
19170,Đại Học Kinh Tế Huế - Hue College of Economics,Đại Học Kinh Tế Huế (Dhk),Đại Học Kinh Tế Huế
19171,Đại Học Nguyễn Huệ,Trường Sĩ quan Lục quân 2 (Đại học Nguyễn Huệ),Sĩ quan Lục quân 2
19172,THCS Nhơn Thọ,Trường Thcs Nhơn Thọ,Thcs Nhơn Thọ
19173,Trường Đại Học Luật Huế,"Trường Đại học Luật, Đại học Huế","Đại học Luật, Đại học Huế"
19174,Truong THPT Phong Dien - Thua Thien Hue,Trường THPT Phong Điền,THPT Phong Điền
19175,Truong THPT Phong Dien,Trường THPT Phong Điền,THPT Phong Điền
19176,Dh luat tp hcm,Trường Đại học Luật TP.HCM,Đại học Luật TP.HCM
19177,THCS Đỗ Thúc Tịnh,Trường THCS Đỗ Thúc Tịnh,THCS Đỗ Thúc Tịnh
19178,THPT Huynh Tan Phat,Trường THPT Huỳnh Tấn Phát,THPT Huỳnh Tấn Phát
19179,THCS Lê Quý Đôn-Thăng Bình,Trường THCS Lê Quý Đôn,THCS Lê Quý Đôn
19180,Trường THPT Nguyễn Trãi  TP Tuy Hòa Tỉnh Phú Yên,Trường THPT Nguyễn Trãi,THPT Nguyễn Trãi
19181,Trường THPT Trần Phú - Phú Yên,Trường THPT Trần phú,THPT Trần phú
19182,Đại Học Qui Nhơn,Trường Đại Học Quy Nhơn,Đại Học Quy Nhơn
19183,"Trường THCS Trưng Vương, Hoàn Kiếm",Trường THCS Trưng Vương,THCS Trưng Vương
19184,THPT ĐăkMil,Trường THPT Đắk Mil,THPT Đắk Mil
19185,ĐH Mở TPHCM,Trường ĐH Mở TP. Hồ Chí Minh,ĐH Mở TP. Hồ Chí Minh
19186,THPT Chu Van An - quang ngai,Trường THPT Chu Văn An,THPT Chu Văn An
19187,trung cap Luat,Trung cấp Luật Hà Nội,TC Luật Hà Nội
19188,cao dang luong thuc thuc pham,Trường Cao đẳng Lương thực - Thực phẩm,Cao đẳng Lương thực - Thực phẩm
19189,THPT Trần Suyền,Trường THPT Trần Suyền,THPT Trần Suyền
19190,Trường THCS Tôn Thất Thuyết,Trường THCS Tôn Thất Thuyết,THCS Tôn Thất Thuyết
19191,Trường Đại học Bách khoa Hà Nội,Trường Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
19192,THCS Nghĩa Chánh,Trường THCS Nghĩa Chánh,THCS Nghĩa Chánh
19193,THPT Nguyễn Đình Chiểu,Trường THPT Dân Lập Nguyễn Đình Chiểu,THPT Dân Lập Nguyễn Đình Chiểu
19194,Đại Học Lâm Nghiệp Việt Nam,Trường Đại học Lâm nghiệp,Đại học Lâm nghiệp
19195,Trường tiểu học Nam Thành Công,Trường Tiểu học Nam Thành Công,Tiểu học Nam Thành Công
19196,THPT Chuyên Lý Tự Trọng,Trường THPT Chuyên Lý Tự Trọng,THPT Chuyên Lý Tự Trọng
19197,THPT Nguyen Thai Hoc,Trường THPT Nguyễn Thái Học,THPT Nguyễn Thái Học
19198,CĐSP Huế,Trường cao đẳng Sư phạm Huế,cao đẳng Sư phạm Huế
19199,TH tư thục Nguyễn Du - Huế,Trường THCS Nguyễn Du,THCS Nguyễn Du
19200,Trường THPT FPT - FPT SChool,Trường THPT FPT Hà Nội,THPT FPT Hà Nội
19201,THCS Thông Tây Hội Gò Vấp,Trường THCS Thông Tây Hội - Cơ Sở 1,THCS Thông Tây Hội - Cơ Sở 1
19202,Trường THCS Hương Toàn,Trường THCS Nguyễn Xuân Thưởng,THCS Nguyễn Xuân Thưởng
19203,TRƯỜNG HỌC VIỆN ÂM NHẠC HUẾ,Học viện Âm nhạc Huế,Học viện Âm nhạc Huế
19204,trung cap y te phu yen,Trường Cao đẳng Y tế Phú Yên,Cao đẳng Y tế Phú Yên
19205,Trường Cao Đẳng Sư Phạm Gia Lai,Trường Cao đẳng Sư phạm Gia Lai,Cao đẳng Sư phạm Gia Lai
19206,ĐH Kinh Tế TP.HCM,Trường Đại học Kinh tế TP. HCM,Đại học Kinh tế TP. HCM
19207,Cao Đẳng Y Tế Huế,Trường Cao đẳng Y tế Huế,Cao đẳng Y tế Huế
19208,Đại Học Công Nghiệp Thanh Phố Hồ Chí Minh ở Quãng Ngãi,Trường Đại Học Công Nghiệp Thành Phố Hồ Chí Minh - Phân hiệu Quảng Ngãi,Đại Học Công Nghiệp Thành Phố Hồ Chí Minh - Phân hiệu Quảng Ngãi
19209,truong thpt nui thanh,Trường THPT Núi Thành,THPT Núi Thành
19210,thcs bàn cờ,Trường THCS Bàn Cờ,THCS Bàn Cờ
19211,Đại học Mở Tp. HCM - HoChiMinh Open University,Trường ĐH Mở TP. Hồ Chí Minh,ĐH Mở TP. Hồ Chí Minh
19212,THCS Son Thuy,Trường THCS Sơn Thủy,THCS Sơn Thủy
19213,CĐ Giao Thông Vận Tải,Trường Cao đẳng Giao thông vận tải Trung ương I,Cao đẳng Giao thông vận tải Trung ương I
19214,THPT Phan đăng lưu,Trường PT Phan Đăng Lưu,PT Phan Đăng Lưu
19215,Trường Cao Đẳng Kỹ Thuật Công Nghệ Quy Nhơn,Trường Cao Đẳng Kỹ Thuật Công Nghệ Quy Nhơn,Cao Đẳng Kỹ Thuật Công Nghệ Quy Nhơn
19216,THPT Hương Trà,Trường THPT Hương Trà,THPT Hương Trà
19217,Trường PTTH Nguyễn Đình Chiểu,Trường THPT Dân Lập Nguyễn Đình Chiểu,THPT Dân Lập Nguyễn Đình Chiểu
19218,THCS Lê Đình Chinh,Trường THCS Lê Đình Chinh,THCS Lê Đình Chinh
19219,THPT Nguyen Khac Vien,TRƯỜNG THPT NGUYỄN KHẮC VIỆN (DÂN LẬP SƠN BẰNG),THPT NGUYỄN KHẮC VIỆN
19220,THPT Lê Trung Đình - TP Quảng Ngãi,Trường THPT Lê Trung Đình,THPT Lê Trung Đình
19221,THCS Lê Thị Hồng Gấm,Trường THCS Lê Thị Hồng Gấm,THCS Lê Thị Hồng Gấm
19222,Trung Học Cở Sở Phú Thuận,Trường THCS Phú Thuận,THCS Phú Thuận
19223,THCS Phu Thuan,Trường THCS Phú Thuận,THCS Phú Thuận
19224,Trường Cao đẳng Cơ khí nông nghiệp - CAM,Cao đẳng cơ khí nông nghiệp,Cao đẳng cơ khí nông nghiệp
19225,CAO DANG KINH TE TPHCM,Trường Cao đẳng Kinh Tế TP HCM,Cao đẳng Kinh Tế TP HCM
19226,trường trung học phổ thông phong điền,Trường THPT Phong Điền,THPT Phong Điền
19227,Tân Kỳ Nghệ An,Tân Kỳ,ân Kỳ
19228,Đại học Xây dựng,Trường Đại Học Xây Dựng,Đại Học Xây Dựng
19229,Trường Sĩ Quan Chính Trị Quân sự - Đại học Chính Trị,Trường Sĩ Quan Chính Trị,Sĩ Quan Chính Trị
19230,cd nghe quy nhon,Trường Cao Đẳng Kỹ Thuật Công Nghệ Quy Nhơn,Cao Đẳng Kỹ Thuật Công Nghệ Quy Nhơn
19231,THPT Ngoc Hoi,Trường THPT Ngọc Hồi,THPT Ngọc Hồi
19232,"THPT  Ngã Sáu, Châu Thành, Hậu Giang",Trường THPT Ngã Sáu,THPT Ngã Sáu
19233,THCS Phạm văn đồng,Trường THCS Phạm Văn Đồng,THCS Phạm Văn Đồng
19234,"THCS Nguyễn Chí Diểu, Huế",Trường THCS Nguyễn Chí Diểu,THCS Nguyễn Chí Diểu
19235,Trường Thpt Hương Thuỷ,Trường THPT Hương Thủy,THPT Hương Thủy
19236,THPT Le Hong Phong- Daklak,Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
19237,Trường THPT Mỹ Thọ,Trường THPT Mỹ Tho,THPT Mỹ Tho
19238,THPT An Nhơn 1,Trường THPT số 1 An Nhơn,THPT số 1 An Nhơn
19239,TTHCS Hậu Giang Q6,Trường THCS Hậu Giang,THCS Hậu Giang
19240,THCS Lê Lợi Quy Nhơn,Trường THCS Lê Lợi,THCS Lê Lợi
19241,Trung học Cơ sở Gò Vấp,Trường THCS Gò Vấp,THCS Gò Vấp
19242,Trường THPT Nguyễn Huệ - TP Huế,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
19243,Trung học phổ thông Dân lập Thanh Bình,Trường THPT Thành Đông,THPT Thành Đông
19244,Trường THPT Tuy Phước 1,Trường THPT Số 1 Tuy Phước,THPT Số 1 Tuy Phước
19245,THCS quế cường,Trường THCS Quế Cường,THCS Quế Cường
19246,"Truong THPT Viet Thanh, thanh pho Ho Chi Minh",Trường THPT Việt Thanh,THPT Việt Thanh
19247,Trường Đại Học Xây Dung Miền Trung - Phú Yên,"Trường Đại học Xây dựng Miền Trung, Cơ Sở B","Đại học Xây dựng Miền Trung, Cơ Sở B"
19248,truong trung hoc co so phu mau,Trường THCS Phú Mậu,THCS Phú Mậu
19249,Trường THPT số 2 An Nhơn,Trường Trung học phổ thông số 2 An Nhơn,Trung học phổ thông số 2 An Nhơn
19250,THPT Phan Ngọc Hiển,Trường THPT Phan Ngọc Hiển,THPT Phan Ngọc Hiển
19251,Trường THPT Đặng Trần Côn Thành Phố Huế,Trường Thpt Đặng Trần Côn,Thpt Đặng Trần Côn
19252,trung cap du lich hue,Trường Cao Đẳng Du Lịch Huế,Cao Đẳng Du Lịch Huế
19253,Thpt dan toc noi tru ngoc hoi kon tum,Trường Phổ Thông Dân Tộc Nội Trú Ngọc Hồi,Phổ Thông Dân Tộc Nội Trú Ngọc Hồi
19254,Đại Học Kinh Tế Huế - Hue College of Economics,Đại Học Kinh Tế Huế (Dhk),Đại Học Kinh Tế Huế
19255,THCS Thống Nhất,Trường THCS Thống Nhất,THCS Thống Nhất
19256,THPT Nguyễn Văn Trỗi - Nha Trang - Khánh Hòa,Trường THPT Nguyễn Văn Trỗi,THPT Nguyễn Văn Trỗi
19257,Trường THCS LÊ XUÂN,Trường THCS Lê Xuân,THCS Lê Xuân
19258,Đại Học Sư Phạm Huế,Trường Đại học Sư phạm Huế,Đại học Sư phạm Huế
19259,THCS Ba Đình,Trường THCS Ba Đình,THCS Ba Đình
19260,BV trung uong hue,Bệnh viện Trung Ương Huế,Bệnh viện Trung Ương Huế
19261,Trường trung cấp Âu Lạc Huế,Trường Cao đẳng Âu Lạc - Huế,Cao đẳng Âu Lạc - Huế
19262,THPT Quang Trung - Sa Thầy - Kon Tum,Trường THPT Quang Trung,THPT Quang Trung
19263,truong pho thong dan toc noi tru can tho,Trường Phổ Thông Dân Tộc Nội Trú,Phổ Thông Dân Tộc Nội Trú
19264,"THPT  Cần Thạnh, Cần Giờ, TP. Hồ Chí Minh",THPT CẦN THẠNH,THPT CẦN THẠNH
19265,THCS Phú Mỹ,Trường THCS Phú Mỹ,THCS Phú Mỹ
19266,Đại học Y Dược Huế,Trường Đại học Y Dược Huế,Đại học Y Dược Huế
19267,THPT Hồng Đức TP.BMT,Trường THPT Hồng Đức,THPT Hồng Đức
19268,THPT Sương Nguyệt Anh,Trường THCS&THPT Sương Nguyệt Anh,THCS&THPT Sương Nguyệt Anh
19269,THPT Phan Châu Trinh TP Đà Nẵng,Trường THPT Phan Châu Trinh,THPT Phan Châu Trinh
19270,TRUONG THPT PHAN DANG LUU HUE,Trường THPT Phan Đăng Lưu,THPT Phan Đăng Lưu
