text,normed_text,normed_text_2
Trường THCS Vĩnh Chấp,Trường THCS Vĩnh Chấp,THCS Vĩnh Chấp
THPT Lê Hồng Phong Quảng Nam,Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
Trường Đại học Kinh tế - Đại học Huế,"Trường Đại học Kinh tế, Đại học Huế","Đại học Kinh tế, Đại học Huế"
THCS Tố Hữu - Huế,Trường THCS Tố Hữu,THCS Tố Hữu
"Trường THPT Phan Châu Trinh, Đà Nẵng",Trường THPT Phan Châu Trinh,THPT Phan Châu Trinh
THCS Tây Sơn Đà nẵng,Trường THCS Tây Sơn,THCS Tây Sơn
THCS Quế Thuận,Trường THCS Quế Thuận,THCS Quế Thuận
dh nghe thuat hue,Trường đại học Nghệ thuật - Đại học Huế.,đại học Nghệ thuật - Đại học Huế.
THPT CAO THẰNG _,Trường THPT Cao Thắng,THPT Cao Thắng
Hue University of Medicine and Pharmacy,Trường Đại học Y Dược Huế (Hue University of Medicine and Pharmacy),Đại học Y Dược Huế
truong trung hoc pho thong so 2 quang trach,Trường Trung Học Phổ Thông Số 2 Quảng Trạch,Trung Học Phổ Thông Số 2 Quảng Trạch
Trung cấp y Huế,Trường Cao đẳng Y tế Huế,Cao đẳng Y tế Huế
trung hoc pho thong hiep duc,Trường THPT Hiệp Đức,THPT Hiệp Đức
"Truong thpt Quang Ninh, Quang Binh",Trường THPT Quảng Ninh - Quảng Bình,THPT Quảng Ninh - Quảng Bình
"THPT  Thạnh Lộc, Quận 12, TP. Hồ Chí Minh",Trường THPT Thạnh Lộc,THPT Thạnh Lộc
CĐSP TT Huế,Trường cao đẳng Sư phạm Huế,cao đẳng Sư phạm Huế
TTHPTQuangNinh,Trường THPT Quảng Ninh - Quảng Bình,THPT Quảng Ninh - Quảng Bình
Hue Law University,"Trường Đại học Luật, Đại học Huế","Đại học Luật, Đại học Huế"
Truong Thpt Nguyen Huu Quang,Trường THPT Nguyễn Hữu Quang,THPT Nguyễn Hữu Quang
truong trung hoc co so phu hai,Trường THCS Phú Hải,THCS Phú Hải
Trường Thpt Gia Hôi,Trường THPT Gia Hội,THPT Gia Hội
Nguyễn Huệ high school :x,Trường THPT Chuyên Nguyễn Huệ,THPT Chuyên Nguyễn Huệ
Cao Dang Nguyen Tri Phuong,Trường Cao Đẳng Y Dược Tuệ Tĩnh Hà Nội,Cao Đẳng Y Dược Tuệ Tĩnh Hà Nội
Trường THPT Phú Lộc,Trường THPT Phú Lộc,THPT Phú Lộc
cao đẵng sư phạm huế,Trường cao đẳng Sư phạm Huế,cao đẳng Sư phạm Huế
QLVH_Cao dang Su pham TT Hue,Trường cao đẳng Sư phạm Huế,cao đẳng Sư phạm Huế
Cao Đẳng Kinh Tế Kỹ Thuật Phú Lâm,Trường Cao đẳng Kinh tế - Kỹ thuật Thương mại,Cao đẳng Kinh tế - Kỹ thuật Thương mại
THPT Phước Bình,Trường THPT Phước Bình,THPT Phước Bình
中華大學 Chung Hua University,Đại học Trung Hoa (中華大學),Đại học Trung Hoa
Trường Cao Đẳng Y Tế Phú Yên,Trường Cao đẳng Y tế Phú Yên,Cao đẳng Y tế Phú Yên
THPT Trần Văn Kỷ,Trường THPT Trần Văn Kỷ,THPT Trần Văn Kỷ
Thpt thualuu,Trường THPT Thừa Lưu,THPT Thừa Lưu
Khoa Lâm Nghiệp - Trường Đại học Nông Lâm Huế,Khoa Lâm Nghiệp - ĐH Nông Lâm Huế,Khoa Lâm Nghiệp - ĐH Nông Lâm Huế
Trường THCS Phong Mỹ,Trường THCS Phong Mỹ,THCS Phong Mỹ
Trường Đại học Kinh tế Huế - HCE,"Trường Đại học Kinh tế, Đại học Huế","Đại học Kinh tế, Đại học Huế"
dang van ngu hue,Đặng Văn Ngữ,Đặng Văn Ngữ
THCS THI TRAN PHONG DIEN,Trường THCS Thị Trấn Phong Điền,THCS Thị Trấn Phong Điền
Hệ thống Trung tâm Anh ngữ Quốc tế ILEAD AMA HUẾ,Hệ Thống Trung tâm Anh ngữ Quốc tế iLead AMA,Hệ Thống Tr Anh ngữ Quốc tế iLead AMA
THPT Cao Thang Hue,Trường THPT Cao Thắng,THPT Cao Thắng
PTTH Phan Dang Luu,Trường THPT Phan Đăng Lưu,THPT Phan Đăng Lưu
CDSP TT Hue,Trường cao đẳng Sư phạm Huế,cao đẳng Sư phạm Huế
Trường PTTH Nguyễn Trãi - Đà Nẵng,Trường THPT Nguyễn Trãi,THPT Nguyễn Trãi
THPT Phú Bài,Trường THPT Phú Bài,THPT Phú Bài
cd cong nghe thong tin huu nghi viet han,Trường Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn,Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn
Vinh Xuan High School - Trường THPT Vinh Xuân,Trường THPT Vinh Xuân,THPT Vinh Xuân
Huế University College of Foreign Languagues,Trường Đại Học Ngoại Ngữ Huế,Đại Học Ngoại Ngữ Huế
cao dang du lich vung tau,Trường Cao đẳng Du lịch Vũng Tàu,Cao đẳng Du lịch Vũng Tàu
Đại học Luật Huế,"Trường Đại học Luật, Đại học Huế","Đại học Luật, Đại học Huế"
Trường THPT Lê Hữu Trác - CưMgar - DăkLăk,Trường THPT Lê Hữu Trác,THPT Lê Hữu Trác
Trường THPT Lê Minh Xuân,Trường THPT Lê Minh Xuân,THPT Lê Minh Xuân
THPT Nguyen Hue-cam lam-khanh hoa,Thpt Nguyễn Huệ,hpt Nguyễn Huệ
"Cao đẳng văn hoá nghệ thuật và du lịch nha trang,khánh hoà",Trường Cao Đẳng Văn Hóa Nghệ Thuật Du Lịch Nha Trang,Cao Đẳng Văn Hóa Nghệ Thuật Du Lịch Nha Trang
Trường THCS Võ Văn Kiệt,Trường THCS Võ Văn Kiệt,THCS Võ Văn Kiệt
trường trung cấp kinh tế - kỹ thuật nguyễn hữu cảnh,Trường Trung cấp Kinh tế - Kỹ thuật Nguyễn Hữu Cảnh,Trung cấp Kinh tế - Kỹ thuật Nguyễn Hữu Cảnh
THCS Nguyễn Du Tp Hội An Tỉnh Quảng Nam,Trường THCS Nguyễn Du,THCS Nguyễn Du
truong thpt tran van ky,Trường THPT Trần Văn Kỷ,THPT Trần Văn Kỷ
Trường THPT Phan Châu Trinh Đà nẵng,Trường THPT Phan Châu Trinh,THPT Phan Châu Trinh
Truong Dai Hoc KTCN Thai Nguyen,Trường Đại Học KTCN Thái Nguyên- KHU B,Đại Học KTCN Thái Nguyên- KHU B
THCS Phú Thượng,Trường THCS Phú Thượng,THCS Phú Thượng
thcs huong phong,THCS Nguyễn Khoa Thuyên,THCS Nguyễn Khoa Thuyên
CĐSP Thừa Thiên Huế,Trường cao đẳng Sư phạm Huế,cao đẳng Sư phạm Huế
Trung Học Phổ Thông Quế Sơn,Trường THPT Quế Sơn,THPT Quế Sơn
KHoa Du Lich Hue,Trường Du Lịch Đại học Huế,Du Lịch Đại học Huế
College of Foreign Languages of DN university,"Trường Đại học Ngoại ngữ, Đại học Quốc gia Hà Nội (University of Languages & International Studies (ULIS))","Đại học Ngoại ngữ, Đại học Quốc gia Hà Nội"
Đại Học Lạc Hồng,Trường đại Học Lạc Hồng (Cơ Sở Dược),đại Học Lạc Hồng
THPT Nguyễn Thượng Hiền- Đà Nẵng city,Trường THPT Nguyễn Thượng Hiền,THPT Nguyễn Thượng Hiền
Cao dang ktkh dn,Trường Cao đẳng Kinh tế - Kế hoạch Đà Nẵng,Cao đẳng Kinh tế - Kế hoạch Đà Nẵng
CÐ KTKH DA NANG,Trường Cao đẳng Kinh tế - Kế hoạch Đà Nẵng,Cao đẳng Kinh tế - Kế hoạch Đà Nẵng
Đại học Đà Nẵng,Trường Đại học Ngoại ngữ - ĐH Đà Nẵng (Cơ sở 2),Đại học Ngoại ngữ - ĐH Đà Nẵng
CD cong nghe da nang,Trường Đại học Sư Phạm Kỹ thuật - Đại học Đà Nẵng,Đại học Sư Phạm Kỹ thuật - Đại học Đà Nẵng
THCS Kim Dong - Hoi An,Trường THCS Kim Đồng,THCS Kim Đồng
thpt ductho,Trường THPT Đức Thọ,THPT Đức Thọ
Tru0ng thpt duc tho,Trường THPT Đức Thọ,THPT Đức Thọ
trung hoc pho thong le ich moc,Trường THPT Lê Ích Mộc,THPT Lê Ích Mộc
cao đẳng y quảng ninh,Cao đẳng Y tế Quảng Ninh,Cao đẳng Y tế Quảng Ninh
THCS Lê Ngọc Giá,Trường THCS Lê Ngọc Giá,THCS Lê Ngọc Giá
"THPT  Lương Thế Vinh, Điện Bàn, Quảng Nam",Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
cao dang giao thong van tai 2 da nang,Trường cao đẳng giao thông vận tải Trung ương V,cao đẳng giao thông vận tải Trung ương V
dai loc quang nam,Đại Lộc,Đại Lộc
Thpt Ong ich khiem (07),Trường THPT ông ích khiêm,THPT ông ích khiêm
"Trường THPT Nguyên Duy Hiệu, Điện Bàn",Trường THPT Nguyễn Duy Hiệu,THPT Nguyễn Duy Hiệu
Tam nguyên yên đổ,Nguyễn Khuyến,uyễn Khuyến
Trường THPT Hậu Lộc 1,Trường THPT Hậu Lộc I,THPT Hậu Lộc I
Truong Cao Dang KT - KT QNam,Trường Cao đẳng Quảng Nam,Cao đẳng Quảng Nam
cao đẳng y dược đà nẵng,Cao đẳng Y Dược Đà Nẵng - Trường Cao đẳng Công Nghệ Y Dược Việt Nam,Cao đẳng Y Dược Đà Nẵng - Trường Cao đẳng Công Nghệ Y Dược Việt Nam
truong dh kien truc da nang,Trường Đại học Kiến trúc Đà Nẵng,Đại học Kiến trúc Đà Nẵng
Trường THPT Quảng Xương 3,TRƯỜNG THPT QUẢNG XƯƠNG 3,ỜNG THPT QUẢNG XƯƠNG 3
Trường THCS Nguyễn Văn Trỗi,Trường THCS Nguyễn Văn Trỗi,THCS Nguyễn Văn Trỗi
Trung hoc pho thong trieu son4,Trường THPT Triệu Sơn 4,THPT Triệu Sơn 4
PTTH SAO NAM,Trường THPT Sào Nam,THPT Sào Nam
THPT Lê Quý Đôn - BMT,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
Truong THCS ong ich khiem,Trường THCS Ông Ích Khiêm,THCS Ông Ích Khiêm
truong trung hoc pho thong nong son,Trường THPT Nông Sơn,THPT Nông Sơn
THPT NAM DAN 2,Trường THPT Nam Đàn 2,THPT Nam Đàn 2
Truong THPT Do Dang Tuyen,Trường THPT Đỗ Đăng Tuyển,THPT Đỗ Đăng Tuyển
Truong thpt phanboichau,Trường THPT Phan Bội Châu,THPT Phan Bội Châu
GĐPT Viên Quang,GĐPT Viên Quang,ĐPT Viên Quang
THPT Nguyễn Duy Hiệu,Trường THPT Nguyễn Duy Hiệu,THPT Nguyễn Duy Hiệu
Cao Dang Nghe Du Lich Hue,Trường Cao Đẳng Du Lịch Huế,Cao Đẳng Du Lịch Huế
truong trung hoc pho thong Bac Son,Trường THPT Bắc Sơn,THPT Bắc Sơn
Trường THCS Nhơn Bình,Trường THCS Nhơn Bình,THCS Nhơn Bình
Trường Đại học Ngân hàng Thành phố Hồ Chí Minh,Trường Đại Học Ngân Hàng Tp Hồ Chí Minh (cơ sở Hoàng Diệu 2),Đại Học Ngân Hàng Tp Hồ Chí Minh
đh kiến trúc đà nẵng,Trường Đại học Kiến trúc Đà Nẵng,Đại học Kiến trúc Đà Nẵng
THPT Thieu Hoa,Trường THPT Thiệu Hoá,THPT Thiệu Hoá
THPT VTC,Trường THPT Trần Đại Nghĩa,THPT Trần Đại Nghĩa
THPT An Thới,Trường THPT An Thới,THPT An Thới
thpt ly tu trong-quang nam,Trường THPT Lý Tự Trọng,THPT Lý Tự Trọng
CD Cong Nghe DN,Trường Đại học Sư Phạm Kỹ thuật - Đại học Đà Nẵng,Đại học Sư Phạm Kỹ thuật - Đại học Đà Nẵng
Truong THPT Tran Phu- duc Tho- Ha Tinh,TRƯỜNG THPT TRẦN PHÚ,THPT TRẦN PHÚ
Cao Đẳng GTVT II,Trường Cao Đẳng Giao Thông Vận Tải Đường thủy II,Cao Đẳng Giao Thông Vận Tải Đường thủy II
Trung học phổ thông thừa Lưu,Trường THPT Thừa Lưu,THPT Thừa Lưu
dh kien truc,Trường Đại học Kiến trúc Hà Nội,Đại học Kiến trúc Hà Nội
bach lieu.yen thanh,Trường THCS Bạch Liêu,THCS Bạch Liêu
Trường THPT Nguyễn Hiền ( Đà Nẵng ),Trường THPT Nguyễn Hiền,THPT Nguyễn Hiền
thpt Bảo Lâm,Trường THPT Bảo Lâm,THPT Bảo Lâm
truong trung hoc co so binh thuy,Trường THCS Bình Thủy,THCS Bình Thủy
Văn Hiến University,Trường Đại học Văn Hiến,Đại học Văn Hiến
Truong THPT Thong Ljnh,Trường THPT Thống Linh,THPT Thống Linh
THPT THỐNG LINH,Trường THPT Thống Linh,THPT Thống Linh
Trường THPT Tạ Quang Bửu,Trường THCS & THPT Tạ Quang Bửu,THCS & THPT Tạ Quang Bửu
cao dang ladec,Trường Cao đẳng Công Nghệ LADEC,Cao đẳng Công Nghệ LADEC
THPT Hoàng Văn Thụ - Vụ Bản - Nam Định,Trường THPT Hoàng Văn Thụ,THPT Hoàng Văn Thụ
"THPT Nguyễn Bỉnh Khiêm,Huyện Chư Sê,Tỉnh Gia Lai",Trường THPT Nguyễn Bỉnh Khiêm,THPT Nguyễn Bỉnh Khiêm
THPT Nguyễn Hữu Thọ,Trường THPT Nguyễn Hữu Thọ,THPT Nguyễn Hữu Thọ
ĐẠI HỌC XÂY DỰNG MIỀN TÂY,Trường Đại học Xây Dựng Miền Tây,Đại học Xây Dựng Miền Tây
"THPT Tăng Bạt Hổ, Hoài Nhơn, Bình Định",Trường THPT Tăng Bạt Hổ,THPT Tăng Bạt Hổ
Trường THCSP2,Trường THCS Phường 2,THCS Phường 2
Truong thpt an bien,Trường THPT An Biên,THPT An Biên
University of Economics HCMC,Trường Đại học Kinh tế TP. HCM (University of Economics Ho Chi Minh City - UEH),Đại học Kinh tế TP. HCM
Thcs-Thpt Lạc Hồng,Trường THCS và THPT Lạc Hồng,THCS và THPT Lạc Hồng
truong trung hoc pt vinh lôc thanh hoa,TRƯỜNG THPT VĨNH LỘC,THPT VĨNH LỘC
Trường THPT Nguyễn Việt Hồng.,Trường THPT Nguyễn Việt Hồng,THPT Nguyễn Việt Hồng
truong thpt thoi lai,TRƯỜNG THPT THỚI LAI,THPT THỚI LAI
THPT Bai Chay,Trường THPT Bãi Cháy,THPT Bãi Cháy
Trường THCS - THPT Hồng Hà,Trường Hồng Hà - Nguyễn Khuyến,Hồng Hà - Nguyễn Khuyến
Vus - Anh Văn Hội Việt Mỹ,Anh Văn Hội Việt Mỹ VUS,Anh Văn Hội Việt Mỹ VUS
Trường Trung học Phổ thông Trần Phú,Trường THPT Trần Phú - Hoàn Kiếm,THPT Trần Phú - Hoàn Kiếm
ĐHSP Đà Nẵng,Trường Đại Học Sư Phạm - ĐHĐN,Đại Học Sư Phạm - ĐHĐN
dai hoc ky thuat budapest,Đại học Công nghệ và Kinh tế Budapest,Đại học Công nghệ và Kinh tế Budapest
Đại học Khoa học xã hội và Nhân Văn - ĐHQG Hà Nội,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
trường thpt trần văn bảy,Trường THPT Trần Văn Bảy,THPT Trần Văn Bảy
THPT Gò Vấp,Trường THPT Gò Vấp,THPT Gò Vấp
THPT Quỳnh Thọ - Quỳnh Phụ - Thái Bình,Trường THPT Quỳnh Thọ,THPT Quỳnh Thọ
THCS Tân Quý Tây,Trường THCS Tân Quý Tây,THCS Tân Quý Tây
Trường THPT Trần Quang Diệu,Trường THPT Trần Quang Diệu,THPT Trần Quang Diệu
Trường THPT Nguyễn Hữu Huân,Trường THPT Nguyễn Hữu Huân,THPT Nguyễn Hữu Huân
THPT HIEP BINH,Trường THPT Hiệp Bình,THPT Hiệp Bình
Trường Trung Học Cơ Sở Mỹ Hòa,Trường THCS Mỹ Hòa,THCS Mỹ Hòa
Truong THCS Chanh Hung,Trường THCS Chánh Hưng,THCS Chánh Hưng
THPT chuyên Lý Tự Trọng - Cần Thơ,Trường THPT Chuyên Lý Tự Trọng,THPT Chuyên Lý Tự Trọng
Trường Đại học Nông Lâm Thủ Đức TP. HCM,Trường Đại học Nông Lâm Tp. Hồ Chí Minh,Đại học Nông Lâm Tp. Hồ Chí Minh
Truong dai hoc maketing TP.CM,Nhà thờ Thuận Phát,hà thờ Thuận Phát
Trường tiểu học Trương Văn Ngài,Trường Tiểu Học Trương Văn Ngài,Tiểu Học Trương Văn Ngài
Dinh Tien Hoang High School,Trường THPT Đinh Tiên Hoàng,THPT Đinh Tiên Hoàng
THPT Tân Túc,Trường THPT Tân Túc,THPT Tân Túc
truong trung hoc pho thong vinh loc,THPT Vinh Lộc,THPT Vinh Lộc
Trường THCS Ngư Lộc,Trường THCS Ngư Lộc,THCS Ngư Lộc
THPT LONG THỚI,Trường THPT Long Thới,THPT Long Thới
truong thpt Phan Châu Trinh Tiên Phước qnam,Trường THPT Phan Châu Trinh,THPT Phan Châu Trinh
"RMIT International University, Vietnam","Trường Đại Học RMIT, cơ sở Hà Nội","Đại Học RMIT, cơ sở Hà Nội"
Trường THCS PHÚ THỌ,Trường Trung học Cơ sở Phú Thọ,Trung học Cơ sở Phú Thọ
THPT LÊ HỒNG PHONG Duy Xuyên-Quảng Nam,Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
Trường THCS Nguyễn Hữu Thọ - TP Tuy Hòa,Trường THCS Nguyễn Hữu Thọ,THCS Nguyễn Hữu Thọ
THPT pham kiet,Trường THPT Phạm Kiệt,THPT Phạm Kiệt
THPT Phú Nhuận Tp.HCM,Trường THPT Phú Nhuận,THPT Phú Nhuận
THCS Nguyễn Văn Bá,Trường THCS Nguyễn Văn Bá,THCS Nguyễn Văn Bá
Đại hoc Hawai- USA,Đại học Hawaii,Đại học Hawaii
ĐH Lao Động-Xã Hội (CS2) Q12,Trường Đại học Lao động Xã hội - Cơ sở 2,Đại học Lao động Xã hội - Cơ sở 2
Hoài Đức A,Trường THPT Hoài Đức A,THPT Hoài Đức A
Trường THCS Bình Hàn-TP Hải Dương,Trường Trung Học Cơ Sở Bình Hàn,Trung Học Cơ Sở Bình Hàn
Trường Thiếu Sinh Quân Việt Bắc QK1,Trường Thiếu sinh quân Việt Bắc - Quân khu I,Thiếu sinh quân Việt Bắc - Quân khu I
dh lao dong xa hoi (cs2),Trường Đại học Lao động - Xã hội,Đại học Lao động - Xã hội
Trường Đại Học Kiên Giang,Trường Đại học Kiên Giang,Đại học Kiên Giang
Trường Trung Cấp Bến Thành,Trường Trung Cấp Bến Thành,Trung Cấp Bến Thành
Trường Tiểu Học Vĩnh Lộc 1,Trường tiểu học Vĩnh Lộc 1,tiểu học Vĩnh Lộc 1
Trường THPT Proh,Trường THPT Próh,THPT Próh
Trường THPT Long Trường,Trường THPT Long Trường,THPT Long Trường
THPT Ban Cong Phung Hiep,Trường Thpt Bán Công Tân Phú Thạnh Tỉnh Hậu Giang,Thpt Bán Công Tân Phú Thạnh Tỉnh Hậu Giang
Cao đẳng Kinh tế Đối ngoại - COFER,Cao đẳng Kinh Tế Đối Ngoại,Cao đẳng Kinh Tế Đối Ngoại
PTTH Lê Lợi,Trường THPT Lê Lợi,THPT Lê Lợi
truong dai hoc lac hong,Trường đại Học Lạc Hồng (Cơ Sở Dược),đại Học Lạc Hồng
cd cong nghe thong tin,Trường Cao đẳng Công nghệ Thông tin thành phố Hồ Chí Minh,Cao đẳng Công nghệ Thông tin thành phố Hồ Chí Minh
DH Bach Khoa,Trường Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
Trường Thực Nghiệm GDPT Tây Ninh,Trường Thực Nghiệm Giáo Dục Phổ Thông,Thực Nghiệm Giáo Dục Phổ Thông
"THCS Nguyễn Văn Cừ, Sơn Trà, Đà Nẵng",Trường THCS Nguyễn Văn Cừ,THCS Nguyễn Văn Cừ
Trường THPT Hoàng Văn Thụ - Nha Trang,Trường THPT Hoàng Văn Thụ,THPT Hoàng Văn Thụ
Truong Dai Hoc Ki Thuat Y Duoc Da Nang,Trường Đại học Kỹ thuật Y - Dược Đà Nẵng,Đại học Kỹ thuật Y - Dược Đà Nẵng
FC Trường Trung Học Cơ Sở Bình Thạnh,Trường THCS Bình Thanh,THCS Bình Thanh
Trường PTTH Số 1 Tuy Phước,Trường THPT Số 1 Tuy Phước,THPT Số 1 Tuy Phước
THCS Thị Trấn Tuy Phước,Trường THCS Thị trấn Tuy Phước,THCS Thị trấn Tuy Phước
Trường THPT Hựu Thành,Trường THPT Hựu Thành,THPT Hựu Thành
Trung hoc pho thong thuan an,Trường THPT Thuận An,THPT Thuận An
Trường THPT Nguyễn Du (Thanh Oal-Hà Nội),Trường THPT Nguyễn Du,THPT Nguyễn Du
Thpt Nguyễn Huệ Tuy Hòa Phú Yên,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
DH SPKT Tp.hcm,Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh,Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh
HCMC University of Pedagogy,Trường Đại học Sư phạm Thành phố Hồ Chí Minh,Đại học Sư phạm Thành phố Hồ Chí Minh
DH Su Pham TPHCM,Trường Đại học Sư phạm Thành phố Hồ Chí Minh,Đại học Sư phạm Thành phố Hồ Chí Minh
THPT Tran Ki Phong,Trường THPT Trần Kỳ Phong,THPT Trần Kỳ Phong
PTTH SỐ3 Hương Điền,Trường THPT Hoàng Cầu,THPT Hoàng Cầu
"Trường THPT Long Bình _  Gò Công Tây, Tiền Giang",Trường Trung Học Phổ Thông Long Bình,Trung Học Phổ Thông Long Bình
Viện Điện - Đại học Bách Khoa Hà Nội,PTN Cơ sở Kỹ thuật điện,PTN Cơ sở Kỹ thuật điện
trường THPT trần suyền,Trường THPT Trần Suyền,THPT Trần Suyền
TRƯỜNG ĐẠI HỌC QUI NHƠN,Trường Đại Học Quy Nhơn,Đại Học Quy Nhơn
thpt huong lam,THPT HƯƠNG LÂM,THPT HƯƠNG LÂM
