text,normed_text
đại học công nghệ giao thông vận tải ( university of transport technology ),ĐH Công nghệ Giao thông Vận tải
đh kinh tế - đại học huế,ĐH Kinh Tế Huế
Trường Trung Học Phổ Thông Lê Viết Thuật,THPT Lê Viết Thuật
trung tam gdtx huyen tan uyen,GDNN-GDTX Tân Uyên
tTrường THPT nguyen thi minh khai,THPT Nguyễn Thị Minh Khai
pt dtnt Trường THPT mien tay,THPT DTNT Miền Tây
cao dang su pham vinh,CĐ Sư phạm Nghệ An
cao đẳng nghề du lịch thương mại nghệ an,CĐ nghề Du lịch Thương mại Nghệ An
Trường Cao Đẳng Thương Mại Và Du Lịch Hà Nội,CĐ Thương mại Du Lịch
Dai hoc Nong Lam TPHCM,ĐH Nông Lâm
đại học nông ngiệp,HV Nông nghiệp Việt Nam
đại học công an cơ động,ĐH Cảnh sát Nhân dân
THPT Việt Âu_TPHCM,THPT Việt Âu
Trường THPT Hồng Quang Lục Yên,THPT Hồng Quang
DH su fam Tp.HCM,ĐH Sư phạm TP.HCM
cao dang nghe da nang - danavtc,CĐ Nghề Đà Nẵng
THPT Krông Bông,THPT Krông Bông
đại học y dược cổ truyền việt nam,HV Y Dược học Cổ truyền Việt Nam
đh y dược thành phố hcm,ĐH Y Dược TP.HCM
tt gdnn va gdtx quan 12,GDNN-GDTX TP.HCM
Trường Trường THPT Hà Văn Mao. Bá Thước - Thanh Hóa,THPT hà Văn Mao
Han Thuyen BN,THPT Hàn Thuyên
cao đẳng nghề đắc lắc,CĐ Kỹ thuật Đắk Lắk
san khau dien anh tp.hcm,ĐH Sân khấu Điện ảnh TP.HCM
cao đẳng sưu phạm nghệ an,CĐ Sư phạm Nghệ An
trung học phổ thông chuyên vĩnh phúc,THPT Chuyên Vĩnh Phúc
College of Televison,CĐ Truyền hình
trung hoc pho thong dong hy,THPT Đồng Hỷ
đại học đà nẵng phân hiệu tại kon tum,ĐH Đà Nẵng 
Trung hoc pho thong Thanh Oai B,THPT Thanh Oai
Trường Trung Cấp Bách Khoa Gò Công,TC Bách Khoa Gò Công
"cao đẳng điện lực miền trung, quảng nam",CĐ Điện Lực Miền Trung
Thpt vi xyuen,THPT Vị Xuyên
Yen mo b njh bjnh,THPT Yên Mô
cao đẳng kt bảo lộc. lâm đồng,CĐ Công nghệ và Kinh tế Bảo Lộc
Daj hoc Sao do?,ĐH Sao Đỏ
Trường THPT Hong Duc-kx-tb,THPT Bán Công Hồng Đức
12b3_2004-2007 Trường THPT Thái ninh_Thái Bình,THPT Thái Ninh
Trường THCS - THPT Nguyễn Khuyến cơ sở 4,THCS-THPT Nguyễn Khuyến
Thpt luog thuc ky,THPT Lương Thúc Kỳ
"cao đẳng công nghệ nguyễn văn trỗi, đà nẵng",CĐ Nghề Nguyễn Văn Trỗi
THPT I Nghĩa Hành,THPT Nghĩa Hành
VNU Hanoi University of Languages and International Studies,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
Trường THPT Lương Thế Vinh (kinh cung),THPT Lương Thế Vinh
Trường THPT trung van truoc 12 2013,THPT Trung Văn
đại học sao đỏ (sdu),ĐH Sao Đỏ
truong trung hoc pho thong mai thuc loan,THPT Mai Thúc Loan
Thpt Thực Hành Sư Phạm - Đhct,THPT Thực Hành Sư Phạm
TH phổ thông Ninh Hải,THPT Ninh Hải
Trường THPT ky anh,THPT Kỳ Anh
cao dang công ngiêp viêt băc vinacomin,CĐ Nghề Công Nghiệp Việt Bắc
cao dang y te kiên giang,CĐ Y tế Kiên Giang
TTHPT TÂY ĐÔ,THPT Tây Đô
THPTgiabinh1,THPT Gia Bình
"Banking University, Ho Chi Minh City, Viet Nam",ĐH Ngân Hàng TP.HCM
cao đẳng nghề kĩ thuật công nghiệp việt nam hàn quốc,CĐ Kỹ Thuật Công Nghiệp Việt Nam Hàn Quốc
đại học sư phạm thành phố hồ chí minh ở quận 3,ĐH Sư phạm TP.HCM
đại học harvard americer,ĐH Harvard
Ho Chi Minh City Industry and Trade College,CĐ Công Thương TP.HCM
Trung Học Phổ Thông Giao Thủy A,THPT Giao Thủy
cd kinh tế kỹ thuật thưong mại hà nội,CĐ Kinh tế Kỹ thuật Thương mại
cd truyen hinh hn,CĐ Tư Thục Đức Trí
cd dl hai phong,CĐ Du lịch Hải Phòng
đại học kinh doanh và công nhệ hà nội,ĐH Kinh doanh Công nghệ Hà Nội
Trường Trung Học Phổ Thông Lục Ngạn Số 3,THPT Lục Ngạn
"THPT  Trần Văn Dư, Phú Ninh, Quảng Nam",THPT Trần Văn Dư
Trường THPT TX Quảng Trị (Quang Tri Town High School),THPT Quảng Trị
THPT Phan Ngọc Hiển Quận Ninh Kiều TP Cần Thơ,THPT Phan Ngọc Hiển
đh sư phạm ngoại ngữ - đh quốc gia hn,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
Trường Trung học Phổ Thông Thành Sen,THPT Thành Sen
Trường THPT Ngô Gia Tự- eakar,THPT Ngô Gia Tự
cao dang phuog dong da nang,CĐ Phương Đông Đà Nẵng
đại học công nghệ thông tin thành phố hồ chí minh,ĐH Công nghệ Thông tin – ĐH Quốc Gia TP.HCM
Đại học sư phạm TDTT Hà Nội,ĐH Sư Phạm Thể Dục Thể Thao
cd ky thuat cong nghe ladec,CĐ Nghề Kỹ Thuật Công Nghệ Ladec
THPT Chu Văn An Ninh Thuận,THPT Chu Văn An
cao dang trung uong,CĐ Sư phạm Trung ương TP.HCM
Truong THPT Chau Thanh KG,THPT Châu Thành
trường ptth thiên trường,THPT Thiên Trường
Trường Thpt Dân Lập Thanh Bình,THPT Dân Lập Thanh Bình
Đai hoc Cong Nghiep TPHCM,ĐH Công nghiệp TP.HCM
THPT Trung Vuong,THPT Trưng Vương
tc nghe du lich ha noi,TC Nghề Du Lịch Hà Nội
THPT Vọng Thê,THPT Vọng Thê
thpt Ban Cong Tan An,THPT bán công Tân An
"THPT Nguyễn Huệ, Huế",THPT Nguyễn Huệ
truong dai hoc suu pham ky thuat hcm,ĐH Sư phạm Kỹ thuật TP.HCM
cao dang bjnh thuan,CĐ Cộng Đồng Bình Thuận
thpt Duc Tri An Giang,THPT Đức Trí
"THPT Lê Quý Đôn, thị xã Ngã Bảy, Tỉnh Hậu Giang",THPT Lê Quý Đôn
"THPT  Marie curie, Ngô Quyền, Hải Phòng",THPT tư thục Marie Curie
THPT Ha Hoa,THPT Hạ Hòa
THPT DIỄN CHÂU 2,THPT Diễn Châu
đhcn đồng nai,ĐH Công Nghệ Đồng Nai
cao đẳng kinh tế kỹ thuật vinatex hồ chí minh,CĐ Công Nghệ TP.HCM
AJC,HV Báo chí Tuyên truyền
THPT luu huu phuoc Quan omon TP can tho,THPT Lưu Hữu Phước
Trường THPT Nguyễn Thông,THPT Nguyễn Thông
cao dang co dien nong nghiep nam bo,CĐ Cơ Điện Và Nông Nghiệp Nam Bộ
THPT Huynh Van Sam,THPT Huỳnh Văn Sâm
cd congnghiep thainguyen,CĐ Công nghiệp Thái Nguyên
đại học tài chính quản trị kinh doanh trưng trắc văn lâm hưng yên,ĐH Tài chính Quản trị kinh doanh
Trường Cao Đẳng Sư Phạm Lạng Sơn,CĐ Sư phạm Lạng Sơn
Trường Cao Đẳng Kinh Tế Công Nghệ TPHCM (HIAST),CĐ Kinh tế Công nghệ TP.HCM
cao dang  viet duc- vinh phuc,CĐ Nghề Vĩnh Phúc
Trường THPTTH Đô Lương 1,THPT Đô Lương
cao đẳng thủy lợi ii hội an,CĐ Công nghệ Kinh tế và Thủy lợi miền Trung
Trung Hoc Pho Thong Ngo Si Lien xuan mai,THPT Ngô Sĩ Liên
đại học bác khoa,ĐH Bách khoa Hà Nội
đại học sư phạm an giang,ĐH An Giang
cao đẳng bắc hà,CĐ công nghệ Bắc Hà
cao đẳng kinh tế đông du,CĐ Kinh tế Kế hoạch Đà Nẵng
Phổ Thông Năng Khiếu ĐHQG HCM,THPT Năng Khiếu
đh kinh tế tp hcm,ĐH Kinh tế TP.HCM
cao dang su pham ngo gia tu - bac giang,CĐ sư phạm Ngô Gia Tự
"Trường THPT  Chuyên Vị Thanh, Vị Thanh, Hậu Giang",THPT Chuyên Vị Thanh
cd kinh te tai chjnh tn,CĐ Kinh Tế Tài Chính Thái Nguyên
trường trung hoc pho thong Phan Văn  trị,THPT Hà Nội
Truong Trung Cap Y te Daklak,CĐ Y tế Đắk Lắk 
THPH Phan Van Tri,THPT Phan Văn Trị
cd ky thuat li tu trong,CĐ Lý Tự Trọng TP.HCM
THPT Phú Nhuận,THPT Phú Nhuận
đh sư phạm kĩ thuật hưnng yên,ĐH Sư Phạm Kỹ Thuật Hưng Yên
đại học khoa học xã hội và nhân văn- đh quốc gia hcm,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
đại học mở q.3,ĐH Mở TP.HCM
TT GDTX go dau,GDNN-GDTX Gò Dầu
Trường THPT Ngô Văn Cấn,THPT Ngô Văn Cấn
Trường PTTH Gia Viễn B - Ninh Bình,THPT Gia Viễn
THPT nguyen thong long an,THPT Nguyễn Thông
THPT Hoag Dieu,THPT Hoàng Diệu
đh kinh tế - kỹ thuật công nghiệp nam định,ĐH Kinh tế Kỹ thuật Công nghiệp Nam Định
cao đẳng y hà nam,CĐ Y tế Hà Nam
Trường THPT Bán Công Vinh Linh,THPT Bán Công Vĩnh Linh
Trường THPT Trần Quang Khải Nam Địmh,THPT Dân lập Trần Quang Khải
THPT Cẩm Xuyên,THPT Cẩm Xuyên
đại học bách khoa & học viện công nghệ bưu chính viễn thông,ĐH Bách khoa Hà Nội
Trường THPT An Hải,THPT An Hải
đhsptin học,ĐH Sư phạm TP.HCM
đại học cao đẳng du lịnh hà nội,CĐ Du Lịch Hà Nội
tTrường THPT minh phu,THPT Minh Phú
đại học điệnlực hà nội,ĐH Điện Lực
cao đẳng du lịch hue,CĐ Du Lịch Huế
THPT Nam Đông Quan,THPT Nam Đông Quan
Trường THPT Huynh Ngoc Hue - Dai Loc,THPT Huỳnh Ngọc Huệ
THPT HVT,THPT Hoàng Văn Thụ
Trường THPT cai tac,THPT Cái Tắc
Cao Đẳng Lạc Việt- Da Nang City,CĐ Lạc Việt
cao đẳng sư phạm nắc ninh,CĐ Sư Phạm Bắc Ninh
cao đẳng ktkt binh duong,CĐ Kinh Tế Kỹ Thuật TP.HCM
Trường THPT Nguyễn Trường Tộ - Bình Định,THPT Nguyễn Trường Tộ
Cao Đẳng Sân Khấu và Điện Ảnh TP.HCM,ĐH Sân khấu Điện ảnh TP.HCM
Trường Cao Đẳng Sư Phạm Nha Trang,CĐ Sư Phạm Trung ương Nha Trang
cao dang cong nghe DN,CĐ Công Nghệ Cao Đồng Nai
cao dang nghe phu  tho,CĐ Nghề Phú Thọ
Trường THPT hiep binh,THPT Hiệp Bình
TTHPT Lê Thế Hiếu,THPT lê thế hiếu
Trường THPT TRAN PHU DUC THO,THPT TRẦN PHÚ
ttgdnn gdtx tp thanh hoa,GDNN-GDTX Thanh Hoá
THPT NGUYỄN KHUYẾN PHÚ HÒA - THOẠI SƠN - AG,THPT Nguyễn Khuyến
Trường THPT Trần Phú Việt Trì,THPT Trần Phú
cd ki thuat cong nghiep,CĐ Kỹ thuật Công nghiệp
đh luật hn & đhsp nghệ thuật tw,ĐH Luật Hà Nội
THPT luong van chanh,THPT chuyên Lương Văn Chánh
Trường THPT viet nhat,THPT Việt Nhật
cao đẳng việt đức nghệ an,CĐ Việt Đức
Đai hoc sai gon,ĐH Sài Gòn
cao đẳng dược tư- hải dương,CĐ Dược Trung Ương Hải Dương
tt gdtx gia binh,GDNN-GDTX Gia Bình
Trường CĐ Kinh tế TP. Hồ Chí Minh - HCE,CĐ Kinh Tế TP.HCM
Trường CĐSP Nha Trang,CĐ Sư Phạm Trung ương Nha Trang
trung học phổ thông bá thước,THPT Bá Thước
cao dang kt- ky thuat quang nam,CĐ Quảng Nam
Trường Cao Đẳng Sư Phạm Nghệ An Cơ Sở 2,CĐ Sư phạm Nghệ An
Cao Dang Cong Nghiep IV,ĐH Công nghiệp TP.HCM
THPT Bạch Đằng lưu kiếm thủy nguyên,THPT Bạch Đằng
THPT Lê Hồng Phong - TPHCM,THPT chuyên Lê Hồng Phong
cao đẳng phát thanh truyền hinh1,CĐ Phát Thanh Truyền Hình
THPT Krông Nô - Dak Nong,THPT Krông Nô
THPT Nang Khieu TDTT,THPT Năng khiếu Thể dục Thể thao Hà Nội
THPT Trần Quí Cáp,THPT Trần Quý Cáp
cao đẳng cn huế,CĐ Công nghiệp Huế
"THPT  Tương Dương 2, Tương Dương, Nghệ An",THPT Tương Dương
PTTH CAP 3 HONGAI,THPT Hòn Gai
truong dai hoc dan lap hai phong,ĐH Quản lý Công nghệ Hải Phòng
truong Trường THPT sop cop,THPT Sốp Cộp
Dai hoc luat nguyen tat thanh,ĐH Luật TP.HCM
Châu Thành High School,THPT Châu Thành
THPT KIM SON B,THPT Kim Sơn
đại học thuỷ lơi,ĐH Thủy Lợi
trường THPT Chợ Đồn,THPT Chợ Đồn
truong trung hoc pho thong so 2 quang trach,THPT Quảng Trạch
Trung hoc pho thong tieu la thang binh,THPT Tiểu La
"THPT BC Phạm Công Bình, Yên Lạc, Vĩnh Phúc",THPT Phạm Công Bình
"THPT  DL Hưng Đạo, Bình Thạnh, TP. Hồ Chí Minh",THPT Hưng Đạo
THPT Yên Mỹ - Hưng Yên,THPT Yên Mỹ
PTTH Kim Bang A,THPT Kim Bảng
CĐSP Huê,CĐ Sư phạm Huế
Lê Hồng Phong Hưng Nguyên Nghệ An,THPT Lê Hồng Phong
THPT Pham Hong Thai,THPT Phạm Hồng Thái
cao đẳng văn hóa nghệ thuật đăk lắc,CĐ Văn hoá Nghệ thuật Đắk Lắk
Cao Đẳng Văn Hoá Nghệ Thuật TP.HCM Số 5 Nam Quốc Cang Q1,CĐ Văn hóa Nghệ thuật TP.HCM
cd cong ngiep hue,CĐ Công nghiệp Huế
DH kinh te HN,ĐH Kinh tế - ĐH Quốc gia Hà Nội
Trường THPT nguyen hoang,THPT Nguyễn Hoàng
đại học giao thông sắt bộ,ĐH Giao thông Vận tải
ĐHSP KT Hưng Yên,ĐH Sư Phạm Kỹ Thuật Hưng Yên
đh sư phạm nghệ thuật trung ương,ĐH Sư Phạm Nghệ Thuật Trung Ương
"Hội Cựu SV Khoa Lý-KTCN, Đại Học Qui Nhơn",ĐH Quy Nhơn
TRƯỜNG TRUNG CẤP VIỆT KHOA,TC Nghề Việt Khoa
Trường Trung Cấp Kỹ Thuật Công Binh,TC kỹ thuật Công binh
trung hoc pho thong Nhi Chieu,THPT Nhị Chiểu
cao dang vhnt & dl,CĐ Văn hóa Nghệ thuật TP.HCM
Trường THPT tran khat chan,THPT Trần Khát Chân
đại học sư pham hà nội,ĐH Sư phạm Hà Nội
đại học an ninh nhân dân tp. hà nôi,HV An ninh Nhân Dân
Trường THPT luong tam,THPT Lương Tâm
cd van hoa nghe thuat va du lich sg,CĐ văn hóa nghệ thuật Du Lịch Sài Gòn
HLUV,ĐH Hoa Lư
cd kinh tế kĩ thuật điện biên,CĐ Kinh Tế Kỹ Thuật Điện Biên
Dai Hoc Khoa Hoc Tu Nhien TpHCM,ĐH Khoa học Tự nhiên - ĐH Quốc Gia TP.HCM
trung học phổ thông hiệp đức,THPT Hiệp Đức
đại học csnd cơ sở 1 - tân phong - q7,ĐH Cảnh sát Nhân dân
University of Technical Education HCMC,ĐH Sư phạm Kỹ thuật TP.HCM
Trường THPT Trần Quốc Tuấn,THPT Trần Quốc Tuấn
Ha Noi University Social sciences and humanities,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia Hà Nội
cao dang y te ha dong,CĐ Y tế Hà Đông
Truong THPT Long Thanh,THPT Long Thạnh
THCS TT1,THPT Thuận Thành
Trường GDTX-tân phú,GDNN-GDTX quận Tân Phú
THPT Tran Nhan Tong,THPT Trần Nhân Tông
CD Giao Thông Vận Tải 3,CĐ Giao thông vận tải Trung ương
đại học nghân hàng,ĐH Ngân Hàng TP.HCM
cao đẳng y dược hà nội cơ sở hải phòng,CĐ Y dược Hồng Đức
cao đẳng công nghệ bắc hà cơ sở đông ngạc,CĐ Công nghệ Hà Nội
CDN du lich sai gon,CĐ Nghề Du Lịch Sài Gòn
Trường THPT an thi,THPT Ân Thi
cao đẳng lttp đà nẳng,CĐ Lương thực Thực phẩm
Trung hoc noi tru tan ki,THPT DTNT Tân Kỳ
Trường THPT Hung Vuong - Thi xa Phu Tho,THPT Hùng Vương
cao đẳng nông lâm nghiệp phú thọ,CĐ Công nghệ và Nông lâm Phú Thọ
đh mỏ hồng cẩm,CĐ Nghề Mỏ Hồng Cẩm
truong trung hoc pho thong tan quoi,THPT Tân Quới
đại học quốc tế - đại học quốc gia tp. hồ chí minh,ĐH Quốc Tế - ĐH Quốc gia TP.HCM
THPT Thanh Liêm A - Hà Nam,THPT Thanh Liêm
đh kinh tế & qtkd đà nẵng,ĐH Kinh tế TP.HCM
cao dang duoc pt,CĐ Y Dược Phú Thọ
THPT Kim Thành II - Hải Dương,THPT Kim Thành
Trường THPT Phan Bội Châu - Hà Nội,THPT Phan Bội Châu
đại học sư phạm ngoại ngữ tp. hà nội,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
đh sư pham nghệ thuật tw hn,ĐH Sư Phạm Nghệ Thuật Trung Ương
đh khxh&nv 05-09,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
cao đẳng quân y 2 quân khu 7,CĐ Quân Y
cao dang sp thái nguyên,CĐ Sư phạm Thái Nguyên
Trường THPT Tuần Giáo-Điện Biên,THPT Tuần Giáo
cao đẳng việt hàn nghệ an,CĐ Kỹ Thuật Công Nghiệp Việt Nam Hàn Quốc
cao đẳng dược tư hải dương,CĐ Dược Trung Ương Hải Dương
cd sp quang tri,CĐ sư phạm Quảng Trị
Truong Trường THPT Huynh Ngoc Hue Đai Loc Quang Nam,THPT Huỳnh Ngọc Huệ
Thpt Nguyễn Huệ Tuy Hòa Phú Yên,THPT Nguyễn Huệ
đại học văn hiến tphcm,ĐH Văn Hiến
cao đẳng việt sô,CĐ nghề Việt Xô
cd cong nghiep hung yen,CĐ Công nghiệp Hưng Yên
"University of Social Sciences and Humanities, VNU-HCMC, Vietnam",ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia Hà Nội
 UEH,ĐH Kinh tế TP.HCM
Trường Cao Đẳng Kĩ Thuật Công Nghiệp 2 - Bắc Giang,CĐ Kỹ thuật Công nghiệp
"Trường THPT Nguyễn Tất Thành huyện Ia Pa, tỉnh Gia Lai",THPT Nguyễn Tất Thành
Trường THPT luu huu phuoc,THPT Lưu Hữu Phước
THPT nguyển Quán nko.,THPT Nguyễn Quán Nho
đại học sêun,ĐH Quốc gia Seoul
THPT chuyên Nguyễn Huệ,THPT Chuyên Nguyễn Huệ
Trường THPT Nguyễn Huệ - TP . Vũng Tàu,THPT Nguyễn Huệ
cao dang nghe vietnam-sigapore,CĐ nghề Việt Nam Singapore
Truong THPT Loc Thanh,THPT Lộc Thanh
cao đẳng văn hóa nghệ thuật bắc ninh,TC Văn hóa Nghệ thuật
PTTH BẢO LỘC- LÂM ĐỒNG,THPT Bảo Lộc
cao dang su pham bac lieu,CĐ Sư Phạm Bắc Ninh
trường thpt lý thường kiệt tây ninh,THPT Lý Thường Kiệt
trung tam gdtx my tho,GDNN-GDTX Mỹ Tho
đại học sưu phạm kỹ thuật tp.hcm,ĐH Sư phạm Kỹ thuật TP.HCM
Trường THPT hong ngu 2,THPT Hồng Ngự
đại học xây dựng ||,ĐH Xây Dựng Hà Nội
THPT Nguyễn An Ninh,THPT Nguyễn An Ninh
Trung Cấp Quân Y 2 - Quân Khu 7,CĐ Quân Y
THPT Văn Quan,THPT Văn Quan
"THPT Vĩnh Bình, Châu Thành, An Giang",THPT Vĩnh Bình
cd công thương tp hcm,CĐ Công Thương TP.HCM
đại học công ngiệp việt tri,ĐH Công Nghiệp Việt Trì
Trường Cao Đẳng Nghề Xây Dựng Cơ Điện Việt Xô,CĐ Nghề Cơ điện Xây dựng
cd nghe cong nghe va nong lam dong bac,CĐ Nghề Công nghệ Nông Lâm
Đức Phổ 1,THPT Đức Phổ
Trung học phổ thông Đại An,THPT Đại An
Trường THPT tan quang,THPT Tân Quang
Cao Đẳng Y Tế Hưng Yên,CĐ Y Tế Hưng Yên
gdnn gdtx huyen phong dien,GDNN-GDTX Phong Điền
Trường THPT Nguyễn Ngọc Thăng,THPT Nguyễn Ngọc Thăng
PT tân dân,THPT Tân Dân
truong trung hoc pho thong kham duc,THPT Khâm Đức
THPT Nguyễn Bỉnh Khiêm - Phú Yên,THPT Nguyễn Bỉnh Khiêm
đh sư phạm nghệ thuật,ĐH Sư Phạm Nghệ Thuật Trung Ương
cao dang su pham bac giang,CĐ Sư Phạm Bắc Ninh
Trường THPT Ngô Trí Hòa,THPT Dân lập Ngô Trí Hòa
truong THPT Toan Thang,THPT Toàn Thắng
THPT BẮC HÀ,THPT Bắc Hà
cao đẳng kĩ thuật công nghiệp - bắc giang,CĐ Kỹ thuật Công nghiệp
cao đẳng y thái nguyên,CĐ Y tế Thái Nguyên
"THPT Hồng Quang, Lục Yên, Yên Bái",THPT Hồng Quang
cao dang bach nge hai phong,CĐ Bách nghệ Hải Phòng
Trường Cao Đẳng Văn Hoá Nghệ Thuật Đà Nẵng,CĐ Văn hóa Nghệ thuật Đà Nẵng
cao dang nge viet duc ha tinh,CĐ Kỹ Thuật Việt Đức
ĐHXD HN,ĐH Xây Dựng Hà Nội
đh nl hcm,ĐH Nông Lâm
tt gdtx dak doa,GDNN-GDTX Đak Đoa
THPT Nguyễn Duy Hiệu - Điện Bàn - Quảng Nam,THPT Nguyễn Duy Hiệu
Trường THPTsố 1 simacai,THPT Si Ma Cai
đại học dự bị thành phố hồ chí minh,ĐH Duke
cao dang nghe duyen hai hai phong,CĐ Duyên Hải
THPT Phan Bội Châu - Phan Thiết,THPT Phan Bội Châu
"Trường THPT  Nguyễn Trãi, Cư M’Gar, Đăk Lăk",THPT Nguyễn Trãi
THPT AN LẠC,THPT An Lạc
cao dang cong nge va kinh te bao loc,CĐ Công nghệ và Kinh tế Bảo Lộc
cao đẳng nghề số 7,CĐ nghề Bộ Quốc phòng
đại học công nghệ sài gòn ( sờ tu),ĐH Công Nghệ Sài Gòn
cao đẳng sư phạm kỹ thuật nam đinh,ĐH Sư phạm Kỹ thuật Nam Định
trung học phổ thông An Dương,THPT An Dương
Trường THPT tu thuc nguyen binh khiem,THPT tư thục Nguyễn Bỉnh Khiêm
Trường THPT kim dong,THPT Kim Động
THPT A Lưới,THPT A Lưới
THPT Lê Quý Đôn - Hà Đông,THPT Lê Quý Đôn
"Trường THPT Chuyên Phan Bội Châu, TP. Vinh, Nghệ An",THPT chuyên Phan Bội Châu
PT Nguyễn Hiền,THPT Nguyễn Hiền
Hong Bang International University,ĐH Quốc Tế Hồng Bàng
cao dang nghe quang,CĐ Nghề Quảng Bình
cao đẳng kinh te kỹ thuật  cần thơ,CĐ Kinh tế Kỹ thuật Cần Thơ
cao đẳng kinh tế kỹ thuật hà nội i,CĐ Kinh Tế Kỹ Thuật Hòa Bình
đại học tây bắ,ĐH Tây Bắc
cao đẳng điện việt xô,CĐ Nghề Cơ điện Xây dựng
đại học công ngiệp tp hcm,ĐH Công nghiệp TP.HCM
cao đẳng kt _ kt vĩnh phúc,CĐ Kinh tế Kỹ Thuật Vĩnh Phúc
Trương CĐSP ĐăkLăk,CĐ Sư Phạm Đắk Lắk
cao dang su pham baria vung tau,CĐ Sư phạm Bà Rịa Vũng Tàu
đại học xây dựng hà nội - việt nam,ĐH Xây Dựng Hà Nội
THPH Hà Huy Tập - Vinh - Nghệ An,THPT Hà Huy Tập
cao dang du lich hahoi,CĐ Du Lịch Hà Nội
cao dang thuy san bac ninh,CĐ Kinh Tế Kỹ Thuật và Thủy Sản
đại học thương mại - hà nội,ĐH Thương mại
cd cong nghiep bg,CĐ Kỹ thuật Công nghiệp
Pho thog dong loc,THPT Đồng Lộc
đại học khoa học tự nhiên (đhqg tp hcm),ĐH Khoa học Tự nhiên - ĐH Quốc Gia TP.HCM
cao đẳng sư phạm vĩh phúc,CĐ Vĩnh Phúc
Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Tp. HCM,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
THPT NGÔ GIA TƯ,THPT Ngô Gia Tự
Trường TC-Bách Nghệ TP-HCM,TC Bách Nghệ TP.HCM
su pham dn,ĐH Sư Phạm - ĐH Đà Nẵng
nang khieu tdtt kien giang,THPT Năng khiếu Thể dục Thể thao Kiên Giang
"đại học y khoa phạm ngọc thạch, tp hồ chí minh",ĐH Y khoa Phạm Ngọc Thạch
đh lương thế vinh,ĐH Lương Thế Vinh
