,index,text,normed_text
3388,14368,Trường THPT nông cống 1- thanh hóa,Trường THPT Nông Cống I
3389,7772,Trường THPTTH Trần Đăng Ninh,Trường THPT Trần Đăng Ninh
3390,5131,Trường THPT tan ha lam ha,Trường THPT Tân Hà - Lâm Hà
3391,6266,pho thong dan toc noi tru Trường THPT tinh tra vinh,Trường THPT Dân tộc Nội trú - Trường THPT tỉnh Trà Vinh
3392,10941,Trường Cao đăng sp tw,Trường Cao Đẳng Sư phạm Trung ương
3393,3585,Trường THPT b kim bang,Trường THPT B Kim Bảng
3394,14135,Đại học Trà inh,Trường Đại Học Trà Vinh
3395,11635,NEU Hà Nội,Trường Đại Học Kinh Tế Quốc Dân
3396,4375,Trường THPT thuan hoa,Trường THPT Thuận Hóa
3397,14459,Trường THPT Phan Châu Trinh Đà Nẵng,Trường THPT Phan Châu Trinh
3398,8406,Trường Trường THPT ĐăkSong 05-08,Trường THPT Đăk Song
3399,12789,đại học kinh tế luật _ đai học quốc gia tp hcm,Trường Đại Học Kinh tế - Luật - Đại Học Quốc Gia TP.HCM
3400,2771,Trường THPT hoang quoc viet,Trường THPT Hoàng Quốc Việt
3401,8559,Trường THCS Nguyễn Tất Thành,Trường THCS-THPT Nguyễn Tất Thành
3402,5829,Trường THPT vinh binh,Trường THPT Vĩnh Bình
3403,8230,Trường THPT Thái Thuận,Trường THPT Thái Thuận
3404,8808,Trường THPTTH Tĩnh Gia I,Trường THPT Tĩnh Gia I
3405,7543,Trưởng Đại học Bách khoa Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng
3406,2178,Trường THPT ngo quyen,Trường THPT Ngô Quyền
3407,2111,Trường THPT nguyen huu huan,Trường THPT Nguyễn Hữu Huân
3408,6847,trung học phổ thông Cẩm Bình,Trường THPT Cẩm Bình
3409,2673,tt gdnn gdtx h pac nam tinh bac kan,"TT GDNN-GDTX H. Pác Nặm, tỉnh Bắc Kạn"
3410,5105,trung tam giao duc nghe nghiep huyen lac duong,TT Giáo dục nghề nghiệp huyện Lạc Dương
3411,4868,Trường THPT nguyen du,Trường THPT Nguyễn Du
3412,11567,TC Phuong Nam,Trường Trung Cấp Tư Thục Kinh Tế - Kỹ Thuật Phương Nam
3413,6212,Trường THPT pham hung,Trường THPT Phạm Hùng
3414,3829,Trường THPT nguyen trai,Trường THPT Nguyễn Trãi
3415,324,"Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa","Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa"
3416,5257,Trường THPT dau tieng,Trường THPT Dầu Tiếng
3417,4621,trung tam gdnn gdtx dak glei,TT GDNN-GDTX Đăk Glei
3418,4306,trung tam gdtx vinh linh,TT GDTX Vĩnh Linh
3419,449,TNU,Đại Học Tây Nguyên
3420,9856,Truog DBĐH Tp HCM,Trường Dự bị đại học TP.HCM
3421,11140,Trường Trung Cấp Tin Học Kinh Tế Sài Gòn Cơ Sở 2,Trường Trung Cấp Tin Học Kinh Tế Sài Gòn
3422,4571,truong Trường THPT so 2 mo duc,Trường THPT Số 2 Mộ Đức
3423,5917,Trường THPT thien ho duong,Trường THPT Thiên Hộ Dương
3424,10305,Đại học Lương Thế vinh,Trường Đại học Lương Thế Vinh
3425,7890,đai học kinh tế kĩ thuật hải dương,Trường Đại Học Kinh Tế - Kỹ Thuật Hải Dương
3426,3619,truong tieu hoc Trường THCS va Trường THPT nguyen cong tru,"Trường TH, Trường THCS-THPT Nguyễn Công Trứ"
3427,269,SMP,Khoa Y Dược – Đại Học Đà Nẵng
3428,6671,Tung hoc Trường THPT phu bai,Trường THPT Phú Bài
3429,3001,Trường THPT tran phu,Trường THPT Trần Phú
3430,13575,Trường THPT KIM ĐỒNG,Trường THPT Kim Động
3431,14174,Đồng Quan highschool,Trường THPT Đồng Quan
3432,6862,tot dai hoc ring hop ha noi,Đại học Tổng hợp Hà Nội
3433,5996,Trường THPT tan hiep,Trường THPT Tân Hiệp
3434,1365,cao dang bc cong nghe qtdn,Cao Đẳng Bán Công Công nghệ và Quản trị Doanh nghiệp
3435,10000,Trường Cao Đẳng Kĩ Thuật Đồng Nai,Trường Cao Đẳng Kỹ Thuật Đồng Nai
3436,11722,dai hoc ktkt cong nghiep hn,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
3437,11889,"Trường THPT LÊ HOÀI ĐÔN (Cũ) Thạnh Phu´,Bê´n Tre",Trường THPT Lê Hoài Đôn
3438,12197,đai học ngoại ngữ đà nẵng,Trường Đại học Ngoại ngữ - Đại học Đà Nẵng
3439,12177,Trường THPT Nguyễn Văn Cừ (Hóc Môn),Trường THPT Nguyễn Văn Cừ
3440,7893,Đại học âm nhạc thành phố HCM,Nhạc Viện TP.HCM
3441,6450,TT GDTX u minh,TT GDTX U Minh
3442,11433,sp tdtt hn,Trường Đại học Sư phạm Thể dục Thể thao Hà Nội
3443,5237,Trường THPT di an,Trường THPT Dĩ An
3444,8929,Trường THPT Tan Thông Hội,Trường THPT Tân Thông Hội
3445,11688,Trường THPT Phan Đình Phùng - Hà  Nội,Trường THPT Phan Đình Phùng
3446,6891,C3 Trùng khánh,Trường THPT Trùng Khánh
3447,7447,Trường Trường THPT Kim Bôi A 04,Trường THPT Kim Bôi A
3448,8428,Đại học sư phạm nghệ thuật trung ương,Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương
3449,6514,truong pt dtnt Trường THPT huyen muong cha,Trường THPT DTNT Trường THPT huyện Mường Chà
3450,10769,CD Công nghệ Viettronics,Trường Cao Đẳng Công nghệ Viettronics
3451,3812,Trường THPT kim son a,Trường THPT Kim Sơn A
3452,11770,CDSP Ha Giang,Trường Cao Đẳng sư phạm Hà Giang
3453,10136,Trung học phổ thông Nguyễn Huệ Núi thành - Quảng Nam,Trường THPT Nguyễn Huệ
3454,5093,Trường THPT nguyen hue,Trường THPT Nguyễn Huệ
3455,2055,Trường THPT tan binh,Trường THPT Tân Bình
3456,7131,vinh universty,Đại học Vinh
3457,11456,ĐH Điều dưỡng NĐ,Trường Đại học Điều dưỡng Nam Định
3458,680,Viện Đại Học Mở Hà Nội,Viện Đại Học Mở Hà Nội
3459,10514,Trường THPT hươnq khê,Trường THPT HƯƠNG KHÊ
3460,11650,Trường THPT Thái Phiên Thăng Bình Quảng Nam,Trường THPT Thái Phiên
3461,1730,Trường THPT minh quang,Trường THPT Minh Quang
3462,4341,Trường THPT lao bao,Trường THPT Lao Bảo
3463,10064,Đại Học Hồng Đức,Trường Đại Học Hồng Đức
3464,11614,học đh TÔN ĐỨC THẮNG,Trường Đại học Tôn Đức Thắng
3465,6929,Cấp 3 Đoàn kết Hải Phòng,Trường THPT Trung Học Năng Khiếu Trần Phú
3466,13536,thhpt ngô quyền,Trường THPT Ngô Quyền Đông Anh
3467,2809,tt dn gdtx huyen tran yen,TT DN-GDTX Huyện Trấn Yên
3468,11867,truong trung hoc pho thong hoang dieu soc trang,Trường THPT Hoàng Diệu
3469,3029,TT GDTX vinh tuong truoc nam 2015,TT GDTX Vĩnh Tường
3470,4065,ttgdnn gdtx anh son,TT GDNN-GDTX Anh Sơn
3471,6396,cao dang su pham bac lieu,Cao Đẳng Sư phạm Bạc Liêu
3472,11402,ĐH TDTT Bắc Ninh,Trường Đại học Thể dục Thể thao Bắc Ninh
3473,13770,CD Kinh Te _ Ky Thuat Mien Nam,Trường Cao Đẳng Miền Nam
3474,13038,"Trường THPT Đông Thọ , Sơn Dương , Tuyên Quang",Trường THPT Đông Thọ
3475,1356,truongdaihoctravinh,Đại Học Trà Vinh
3476,5655,tt day nghe gdtx lai vung,TT Dạy nghề - GDTX Lai Vung
3477,4479,Trường THPT luong the vinh,Trường THPT Lương Thế Vinh
3478,11375,HUS - Khoa học tự nhiên,"Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội"
3479,12971,Cd ki thuat khach san va du lich hai duong,Trường Cao Đẳng Kĩ Thuật Khách Sạn Và Du Lịch
3480,2987,truong Trường THPT ban cong phong chau,Trường THPT Bán Công Phong Châu
3481,7622,dai hoc ktkt may gia lam- ha noi,Trường Đại Học Công Nghiệp Dệt May Hà Nội
3482,12904,Cđ bình định,Trường Cao Đẳng Bình Định
3483,13523,Dai Hoc Tra Vinh,Trường Đại Học Trà Vinh
3484,403,DHCD,Đại Học Công Đoàn
3485,949,dh kinh te & qtkd tn,Đại học Kinh tế và Quản trị kinh doanh - Đại học Thái Nguyên
3486,2360,Trường THPT quang binh,Trường THPT Quang Bình
3487,5272,tt gdnn gdtx tp thuan an tu 01 02 2020,TT GDNN-GDTX Tp.Thuận An
3488,1341,truong trung cap van thu luu tru tw ii,Trung cấp Văn thư lưu trữ Hà Nội
3489,7988,Trường THPT nội trú Thái Nguyên,Trường THPT Dân tộc Nội trú Thái Nguyên
3490,4186,trung tam dn hn va gdtx cam xuyen,TT DN-HN và GDTX Cẩm Xuyên
3491,7838,TPTTHThoi Binh,Trường THPT Thới Bình
3492,3903,Trường THPT tran khat chan,Trường THPT Trần Khát Chân
3493,761,Đại Học Thể Dục Thể Thao TPHCM,Đại Học Thể Dục Thể Thao TP.HCM
3494,6122,Trường THPT thuan hung,Trường THPT Thuận Hưng
3495,8648,Trường THCS minh ngoc,Trường THCS-THPT Minh Ngọc
3496,3758,Trường THPT tay thuy anh,Trường THPT Tây Thụy Anh
3497,12163,CN Ha noi,Trường Đại học Công nghiệp Hà Nội
3498,5781,Trường THPT nguyen sinh sac,Trường THPT Nguyễn Sinh Sắc
3499,639,Khoa Y - Đại học Quốc Gia TPHCM,Khoa Y - Đại học Quốc Gia TP.HCM
3500,6499,phong gd dt huyen dien bien,Phòng GD-ĐT huyện Điện Biên
3501,11789,Truong Trường THPT Yen Thanh III,Trường THPT Yên Thành 3
3502,2293,tt gdtx ktth hn dn cam le,TT GDTX-KTTH-HN-DN Cẩm Lệ
3503,10488,Đại học Khoa học Xã hội và Nhân văn Thành phố Hồ Chí Minh,Trường Đại học Khoa học Xã hội và Nhân văn – Đại học Quốc gia TP.HCM
3504,9521,T39 Trường Cao Đẳng Cảnh Sát Nhân Dân 2,Trường Cao Đẳng Cảnh Sát Nhân Dân 2 cơ sở 2
3505,3657,Trường THPT y yen,Trường THPT Ý Yên
3506,6101,Trường THPT thoi long,Trường THPT Thới Long
3507,12604,Đại học Kinh Công,Trường Đại học Kinh doanh và Công nghệ Hà Nội
3508,1393,truong cao dang kinh te ki thuat vintex,Cao Đẳng Công Nghệ TP.HCM
3509,9119,Cao dang vjnh,Trường Cao Đẳng Sư phạm Nghệ An
3510,4498,Trường THPT nguyen thai binh,Trường THPT Nguyễn Thái Bình
3511,8107,Trường Đại Học Y Hải Phòng,Trường Đại học Y Dược Hải Phòng
3512,7965,Tphp hông quang,Trường THPT Hồng Quang
3513,3162,Trường THPT ngo si lien,Trường THPT Ngô Sĩ Liên
3514,1799,Trường THPT my duc a,Trường THPT Mỹ Đức A
3515,1962,Trường THPT nguyen hue,Trường THPT Nguyễn Huệ
3516,13344,KTKTSG,Trường Trung Cấp Sài Gòn
3517,12908,Trường THPTTH Nguyễn Trãi,Trường THPT Nguyễn Trãi - Ba Đình
3518,13966,trung hoc pho thong cheguevara,Trường THPT Chêguevara
3519,6254,TT GDTX huyen binh tan,TT GDTX huyện Bình Tân
3520,13451,Trường THPT lang gjang 3,Trường THPT Lạng Giang số 3
3521,4650,Trường THPT nguyen du,Trường THPT Nguyễn Du
3522,9695,Trường DH Mỹ Thuật Công Nghiệp Hà Nội,Trường Đại học Mỹ thuật Công nghiệp
3523,8815,Trường Cao Đẳng Y tế Sơn La,Trường Cao Đẳng Y Tế Sơn La
3524,1456,cdsp college department,Cao Đẳng Sư phạm Trung ương
3525,771,Đại Học Tây Bắc,Đại Học Tây Bắc
3526,1217,dh phu xuan_hue,Đại Học Phú Xuân
3527,3255,Trường THPT chuyen bac ninh,Trường THPT Chuyên Bắc Ninh
3528,8950,Truong DH Bach Khoa,Trường Đại học Bách khoa Hà Nội
3529,12999,HV Quan ly GD,Học viện Quản lý Giáo dục
3530,12474,Caobaquat,Trường THPT Cao Bá Quát
3531,77,ĐH Kinh doanh & Công nghệ HN,Đại Học Kinh doanh và Công nghệ Hà Nội
3532,12628,Hermann Geimer,Trường THPT Hermann Gmeiner
3533,2507,truong tc van hoa nghe thuat va du lich lao cai,Trường TC Văn hóa Nghệ thuật và Du lịch Lào Cai
3534,5070,trung tam gdnn gdtx thanh pho bao loc,TT GDNN-GDTX thành phố Bảo Lộc
3535,523,Học Viện Công Nghệ Bưu Chính Viễn Thông,Học Viện Công Nghệ Bưu Chính Viễn Thông
3536,11484,Truog Trường THPT B Phu Li,Trường THPT Phủ Lý B
3537,7792,Trường THPT Nông Sơn,Trường THPT Nông Sơn
3538,522,Đại học Buôn Ma Thuột,Đại học Buôn Ma Thuột
3539,11627,Trường THPT LưuTấn Phát,Trường THPT Lưu Tấn Phát
3540,9448,truong nguyen thi minh khai tp hcm,Trường THPT Nguyễn Thị Minh Khai
3541,10380,Trường THPT Nguyễn Thái Bình,Trường THPT Nguyễn Thái Bình
3542,3882,Trường THPT bac son,Trường THPT Bắc Sơn
3543,5568,Trường THCS-THPT khanh hung 2016,Trường THCS-THPT Khánh Hưng
3544,10885,Truog cd_kt_kt_vp,Trường Cao Đẳng Kinh tế Kỹ Thuật Vĩnh Phúc
3545,4239,Trường THPT so 2 quang trach,Trường THPT số 2 Quảng Trạch
3546,2073,Trường THPT nhan viet,Trường THPT Nhân Việt
3547,6479,Trường THPT nguyen thi minh khai,Trường THPT Nguyễn Thị Minh Khai
3548,3479,cao dang hang khong,Cao Đẳng Hàng Không
3549,10977,ĐẠI HỌC CONG NGHIỆP THÀNH PHỐ HỒ CHÍ MINH,Trường Đại học Công nghiệp TP.HCM
3550,6840,"Trường THPT Truongxuan,thapmuoi ,dongthap",Trường THPT Trường Xuân
3551,14595,Trường THPT hong ngu,Trường THPT Hồng Ngự 1
3552,12074,Cao Đẳng thương mại và du lịch Hà Nội,Trường Cao Đẳng Thương mại và Du lịch Hà Nội
3553,13717,Daj hok gja djnh,Trường Đại học Gia Định
3554,4416,TT GDTX phu loc,TT GDTX Phú Lộc
3555,11488,Trường Y Dược Học Cổ truyền Tuệ Tĩnh,Học viện Y Dược học Cổ truyền Việt Nam
3556,893,"university of economics, ho chi minh city",Đại học Kinh tế TP.HCM
3557,12879,phổ thông trung học chí linh,Trường THPT Chí Linh
3558,4510,Trường THPT phan chau trinh,Trường THPT Phan Châu Trinh
3559,1498,cao dang gao thong van tai 2,Cao Đẳng Nghề Giao Thông Vận Tải Trung Ương 2
3560,2425,cd cong dong lai chau,CĐ Cộng đồng Lai Châu
3561,3262,tt gdtx bac ninh,TT GDTX Bắc Ninh
3562,13056,Trường THPT Tô Hiệu,Trường THPT Tô Hiệu
3563,4916,truong trung cap tay nguyen,Trường Trung cấp Tây Nguyên
3564,6268,Trường THPT nguyen van hai,Trường THPT Nguyễn Văn Hai
3565,1863,Trường THPT nguyen thi minh khai truoc 12 2013,Trường THPT Nguyễn Thị Minh Khai
3566,686,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội
3567,4610,trung hoc y te kon tum,Trung học Y tế Kon Tum
3568,11173,University of Language and International Study (ULIS),"Trường Đại học Ngoại ngữ, Đại học Quốc gia Hà Nội"
3569,6850,trung học phổ thông Đức Tân,Trường THPT Đức Tân
3570,11596,Cao Dang yte Dong Thap,Trường CĐ Y tế Đồng Tháp
3571,11736,Trường THPT Lộc Thanh - Bảo Lộc - Lâm Đồng,Trường THPT Lộc Thanh
3572,14375,truong Pho thong3A,Trường THPT Việt Đức
3573,6104,gdnn gdtx quan o mon,TT GDNN-GDTX quận Ô Môn
3574,7445,Trường THPT số 3 Thành Phố Lào Cai,Trường THPT Số 3 Tp. Lào Cai
3575,1052,khoa ly ktcn _ dai hoc quy nhon,Đại Học Quy Nhơn
3576,4240,Trường THPT so 4 quang trach,Trường THPT số 4 Quảng Trạch
3577,13238,Trường THPT Kim Xuyên,Trường THPT Kim Xuyên
3578,11494,dai hoc ngoai giao,Học viện Ngoại giao
3579,3413,Trường THPT hung yen,Trường THPT Hưng Yên
3580,1068,cao dang ky thuat cong nghiep bac giang students corner,Cao Đẳng Kỹ Thuật Công Nghiệp Bắc Giang
3581,10849,Trường THPT Dân Lập Hưng Nguyên,Trường THPT Đinh Bạt Tụy
3582,3484,trung tam gdtx van lam,TT GDTX Văn Lâm
3583,10093,Trường THPT Kiên Lương,Trường THPT Kiên Lương
3584,8092,Iowa State University,Đại học Bang Iowa 
3585,542,Đại Học Đồng Nai,Đại Học Đồng Nai
3586,12796,Trường Cao Đẳng Nghề Đà Nẵng - DANAVTC (DANANG VOCATIONAL TRAINING COLLEGE),Trường Cao Đẳng Nghề Đà Nẵng
3587,14152,phổ thông quỳnh nhai,Trường THPT Quỳnh Nhai
3588,8273,kỷ thuật công nghiêp,Kỹ thuật công nghiệp
3589,10184,Đh Thành Đô,Trường Đại học Thành Đô
3590,13885,Học Viên Trường Trung Cấp Biên Biên Phòng 2,Trường Trung cấp Biên phòng 2
3591,13274,Trường THPT Nguyễn Tất Thành-Iapa-Gia lai,Trường THPT Nguyễn Tất Thành
3592,5374,Trường THPT phan boi chau,Trường THPT Phan Bội Châu
3593,14504,Đại Học KHTN-ĐHQG Hà Nội,"Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội"
3594,8825,Trường Trung Cấp Y Tế Gia Lai,Trường Trung cấp Y tế Gia Lai
3595,4655,tt gdtx kon ray,TT GDTX Kon Rẫy
3596,11915,Truog Trường THPT An Phước,Trường THPT An Phước
3597,6085,Trường THPT bui huu nghia,Trường THPT Bùi Hữu Nghĩa
3598,12224,Trường THPT chuyên Nguyễn Du,Trường THPT chuyên Nguyễn Du
3599,11753,Trường THPT Bắc Đông Quan- Đông Hưng- Thái Bình,Trường THPT Bắc Đông Quan
3600,3881,ttgdnn gdtx ngoc lac,TT GDNN-GDTX Ngọc Lặc
3601,10202,Truong Trường THPTso 2 Duc fo,Trường THPT Số 2 Đức Phổ
3602,11819,Trường THPT Krông Nô,Trường THPT Krông Nô
3603,9918,Truong trung hoc pho thong hong ngu,Trường THPT Hồng Ngự 1
3604,2334,gdnn gdtx bac me,GDNN-GDTX Bắc Mê
3605,10770,Trường THPT Nguễn Mai,Trường THPT Nguyễn Mai
3606,8303,TT GDTX Việt Hưng,TT GDTX Việt Hưng Hà Nội
3607,7816,Trường THPT Tư Nghĩa III,Trường THPT số 1 Tư Nghĩa
3608,3912,Trường THPT trieu son 3,Trường THPT Triệu Sơn 3
3609,2909,truong Trường THPT viet tri,Trường THPT Việt Trì
3610,4692,Trường THPT tam quan,Trường THPT Tam Quan
3611,3615,Trường THPT tran hung dao,Trường THPT Trần Hưng Đạo
3612,3752,Trường THPT tay tien hai,Trường THPT Tây Tiền Hải
3613,11088,Trường Cao Đẳng Sư Phạm Thái Nguyên,Trường Cao Đẳng Sư phạm Thái Nguyên
3614,9700,CD Sư Phạm Yên Bái,Cao Đẳng Sư Phạm Yên Bái
3615,4172,Trường THPT ly tu trong,Trường THPT Lý Tự Trọng
3616,11351,pho thong co so yen phong 1,Trường THPT Yên Phong 2
3617,9899,Hoàng Lê Kha High Schoool,Trường THPT HOÀNG LỆ KHA
3618,3099,Trường THPT uong bi,Trường THPT Uông Bí
3619,1245,khoa kinh te_truong dai hoc kien truc da nang,Đại học Kiến trúc Đà Nẵng
3620,13532,TTrường THPT CHA CANG,Trường THPT Chà Cang
3621,2099,tc nghe cong nghiep xay dung fico,TC nghề Công nghiệp - Xây dựng FICO
3622,13338,Đh dự bị dân tộc trung ương Nha Trang,Trường Dự Bị Đại Học Dân Tộc Trung Ương
3623,3358,Trường THPT phuc thanh tu 28 4 2017,Trường THPT Phúc Thành
3624,169, PSA/ T47,Học Viện An ninh nhân dân
3625,13064,Phổ thông trung hoc  trần đăng ninh,Trường THPT Trần Đăng Ninh
3626,1742,pt hong duc,Trường THPT Hồng Đức
3627,3678,tt gdtx h nam truc,TT GDTX H. Nam Trực
3628,1453,dhkttphcm,Đại học Công nghiệp Thực phẩm TP.HCM
3629,1063,hai duong medical technical university,Đại học Kỹ thuật Y tế Hải Dương
3630,8286,Trường THPT Phan Đình Phùng - Hải Phòng,Trường THPT Phan Đình Phùng
3631,7092,Trường Cao Đẳng cộng đồng Vũng tàu,Cao Đẳng Cộng Đồng Bà Rịa - Vũng Tàu
3632,9892,truong trung hoc pho thong kien hai,Trường Trường THPT Kiên Hải
3633,1695,Trường THPT minh tri,Trường THPT Minh Trí
3634,6576,Trường THPT le quy don,Trường THPT Lê Quý Đôn
3635,9576,Hoằng Hóa 2,Trường Trường THPT Hoằng Hóa 2
3636,4165,Trường THPT huong khe,Trường THPT Hương Khê
3637,11847,Đai học Thái Bình,Trường Đại học Thái Bình
