index,text,cleaned_text
2930,Itc thanh pho Ho chi Minh,CĐ Công Nghệ Thông Tin TP.HCM
2931,Trường Cao Đẳng CNTT - TP.HCM,CĐ Công Nghệ Thông Tin TP.HCM
2932,Trường CĐ Công Nghệ Thông Tin HCM,CĐ Công Nghệ Thông Tin TP.HCM
2933,CDCN Thu Duc,CĐ Công nghệ Thủ Đức
2934,Trường Cao Đẳng Công Nghệ Thủ Đức,CĐ Công nghệ Thủ Đức
2935,Trường cao đẳng Công Nghệ Thủ Đức,CĐ Công nghệ Thủ Đức
2936,cao dang cong nghe thu duc,CĐ Công nghệ Thủ Đức
2937,cd cong nghe thu duc,CĐ Công nghệ Thủ Đức
2938,cao dang kinh te ky thuat vinatex,CĐ Công Nghệ TP.HCM
2939,truong cao dang kinh te ky thuat vinatex tp ho chi minh,CĐ Công Nghệ TP.HCM
2940,truong cao dang kinh te ki thuat vintex,CĐ Công Nghệ TP.HCM
2941,Truong cd kt-kt vinatex,CĐ Công Nghệ TP.HCM
2942,Cao dang kt-kt vinatex thanh pho hcm,CĐ Công Nghệ TP.HCM
2943,truong cd kinh te kithuat vinatex,CĐ Công Nghệ TP.HCM
2944,Cao dang kt-kt vinatex,CĐ Công Nghệ TP.HCM
2945,truong cao dang kinh te bao loc,CĐ Công Nghệ Và Kinh Tế Bảo Lộc
2946,Trường Cao Đẳng Công nghệ và Kinh tế Công nghiệp,CĐ Công nghệ và Kinh tế Công nghiệp
2947,cd cong nghe va kinh te cong nghiep,CĐ Công nghệ và Kinh tế Công nghiệp
2948,cd cong nghe va kinh te cong nghiep,CĐ Công nghệ và Kinh tế Công nghiệp
2949,truong cao dang cong nghe va ki thuat otp,CĐ Công Nghệ Và Kỹ Thuật Ô Tô
2950,CD CN VA KT OTO,CĐ Công Nghệ Và Kỹ Thuật Ô Tô
2951,Cao đẳng Nông Lâm,CĐ Công nghệ và Nông lâm Đông Bắc
2952,cd cong nghe va nong lam dong bac,CĐ Công nghệ và Nông lâm Đông Bắc
2953,Cao dang cong nghe va quan tri doanh nghiep,CĐ Công nghệ và Quản trị doanh nghiệp
2954,cao đẳng CTIM,CĐ Công nghệ và Quản trị doanh nghiệp
2955,cao dang bc cong nghe va quan tri doanh nghiep ctim,CĐ Công nghệ và Quản trị doanh nghiệp
2956,cao dang cong nghe va quan tri sonadezi,CĐ Công nghệ và Quản trị Sonadezi
2957,Trường Cao Đẳng Công Nghệ Và Thương Mại Hà Nội,CĐ Công nghệ và Thương mại Hà Nội
2958,Trường cao đẳng công nghệ và thương mại hà nội,CĐ Công nghệ và Thương mại Hà Nội
2959,Viettronics Technology College,CĐ Công nghệ Viettronics
2960,viettronics technology college,CĐ Công nghệ Viettronics
2961,caodang cong nghe viettronics,CĐ Công nghệ Viettronics
2962,cao dang vietronic hai phong,CĐ Công nghệ Viettronics
2963,cao đẳng công nghệ kinh tế và thủy lợi miền trung,"CĐ Công nghệ, Kinh tế và Thủy lợi"
2964,cao đảng Công nghệ kinh tế và thủy lợi miền Trung,"CĐ Công nghệ, Kinh tế và Thủy lợi"
2965,cao đẳng công nghệ kinh tế và thủy lợi miền trung,"CĐ Công nghệ, Kinh tế và Thủy lợi"
2966,cao dang cong nghiep bac ninh,CĐ Công nghiệp Bắc Ninh
2967,Cao Đẳng  kĩ thuật bắc ninh,CĐ Công nghiệp Bắc Ninh
2968,Trường Cao Đẳng Công Nghiệp Bắc Ninh,CĐ Công nghiệp Bắc Ninh
2969,Trường Cao Đẳng Công Nghiệp Cẩm Phả,CĐ Công nghiệp Cẩm Phả
2970,truong cao dang cong nghiep cam pha,CĐ Công nghiệp Cẩm Phả
2971,cao dang cong ngiep cam pha,CĐ Công nghiệp Cẩm Phả
2972,cd cong nghiep cam pha truoc nam hoc 2019 2020,CĐ Công nghiệp Cẩm Phả
2973,cao dang cong nghiep det may nam dinh,CĐ Công nghiệp Dệt May Nam Định
2974,Cao Đẳng Nghề Công Nghiệp Hải Phòng,CĐ Công Nghiệp Hải Phòng
2975,dai hoc cong nghiep hoa chat,CĐ Công nghiệp Hóa chất
2976,"truong cao dang hoa chat- lam thao, phu tho",CĐ Công nghiệp Hóa chất
2977,truong cao dang cong nghiep hoa chat,CĐ Công nghiệp Hóa chất
2978,Cao Dang Hoa Chat,CĐ Công nghiệp Hóa chất
2979,Cao Đẳng Công Nghiệp Hóa Chất,CĐ Công nghiệp Hóa chất
2980,Truong cao dang cong nghiep Hue,CĐ Công nghiệp Huế
2981,CD Công Nghiệp Huế,CĐ Công nghiệp Huế
2982,CĐ Công nghiệp Huế,CĐ Công nghiệp Huế
2983,cao dang cong ngiep hue,CĐ Công nghiệp Huế
2984,Cao đăng công nghiêp huê,CĐ Công nghiệp Huế
2985,Trường Cao đẳng Công nghiệp Huế,CĐ Công nghiệp Huế
2986,Trường cao đẳng Công Nghiệp Huế,CĐ Công nghiệp Huế
2987,truong CDCN HUE,CĐ Công nghiệp Huế
2988,Đại Học Công Nghiệp Huế - HUEIC,CĐ Công nghiệp Huế
2989,u,CĐ Công nghiệp Huế
2990,cao dang cong nghiep hung yen,CĐ Công Nghiệp Hưng Yên
2991,Dang hoc trung cap Ke toan -Tai chinh tai truong CD Cong nghiep Hung Yen,CĐ Công nghiệp Hưng Yên
2992,Truong cao dang cong nghiep hung yen,CĐ Công nghiệp Hưng Yên
2993,cd cong nghiep hung yen co so 2 ph dong ky tx tu son,CĐ Công nghiệp Hưng Yên 
2994,dh cong nghiep in,CĐ Công Nghiệp In
2995,Cdcn nam dinh,CĐ Công nghiệp Nam Định
2996,Trường Cao Đẳng Công Nghiệp Nam Định,CĐ Công nghiệp Nam Định
2997,cao dang cong nghiep nam dinh,CĐ Công nghiệp Nam Định
2998,Truong cao dang cong nghiep nam dinh,CĐ Công nghiệp Nam Định
2999,Truong CD Cong Nghjep Nam Djh,CĐ Công nghiệp Nam Định
3000,cd cong nghiep nam dinh,CĐ Công nghiệp Nam Định
3001,Cao Đẳng Công nghiệp Phúc Yên,CĐ Công nghiệp Phúc Yên
3002,cao dang công nghiệp sao đỏ,CĐ Công Nghiệp Sao Đỏ
3003,cdcn thai nguyen,CĐ Công nghiệp Thái Nguyên
3004,Cao Đẳng Công Nghiệp Thái Nguyên,CĐ Công nghiệp Thái Nguyên
3005,cd cong nghiep thai nguyen,CĐ Công nghiệp Thái Nguyên
3006,cd cong nghiep thai nguyen,CĐ Công nghiệp Thái Nguyên
3007,cao dang cong ngiep thuc pham,CĐ Công nghiệp Thực phẩm
3008,CĐ Công Nghiệp Thực Phẩm,CĐ Công nghiệp Thực phẩm
3009,cao dang cong ngiep thuc pham,CĐ Công Nghiệp Thực Phẩm
3010,truong cao dang cong nghiep thuc pham,CĐ Công nghiệp thực phẩm
3011,cao dang cntp,CĐ Công nghiệp Thực phẩm
3012,cao dang cong nghiep tuy hoa,CĐ Công nghiệp Tuy Hòa
3013,cd cong nghiep va thuong mai,CĐ Công nghiệp và Thương mại
3014,CĐ CN và XD quảng ninh,CĐ Công nghiệp và Xây dựng
3015,cao dang cong nghiep va xay dung truoc nam hoc 2019 2020,CĐ Công nghiệp và Xây dựng
3016,CĐ CN và XD quảng ninh,CĐ Công nghiệp và Xây dựng
3017,truong cao dang cong nghiep viet duc,CĐ Công nghiệp Việt Đức
3018,Cao Đẳng Công Nghiệp Việt Đức,CĐ Công nghiệp Việt Đức
3019,Trường Đại Học Công Nghiệp Việt Đức Thái Nguyên,CĐ Công nghiệp Việt Đức
3020,Cao Đẳng Công Nghiệp Việt Đức,CĐ Công Nghiệp Việt Đức
3021,cd cong nghiep viet duc,CĐ Công nghiệp Việt Đức
3022,Truong dai hoc cong thuong,CĐ Công Thương Hà Nội
3023,Cao dang tai ja,CĐ Công Thương Hà Nội
3024,cao dang cong thuong tp.hanoi,CĐ Công Thương Hà Nội
3025,cao dang cong nghiep tuy hoa,CĐ Công Thương Miền Trung
3026,Truong cao dang cong nghiep tuy hoa,CĐ Công Thương Miền Trung
3027,Cao Đẳng Công Nghiệp Phú Yên,CĐ Công Thương Miền Trung
3028,CD CN Tuy Hoa,CĐ Công Thương Miền Trung
3029,Trường Cao Đẳng Công nghiệp Tuy Hòa,CĐ Công Thương Miền Trung
3030,Trường Cao đẳng Công nghiệp Tuy Hòa,CĐ Công Thương Miền Trung
3031,Cao Đẳng Công Nghiệp Tuy Hoà,CĐ Công Thương Miền Trung
3032,cao dang cong ngiep tuy hoa,CĐ Công Thương Miền Trung
3033,cao dang cong thuong mien trung,CĐ Công thương Miền Trung
3034,Truong cao dang cong nghiep tuy hoa,CĐ Công Thương Miền Trung
3035,truong cao dang cong thuong tphcm,CĐ Công Thương TP.HCM
3036,cd cong thuong tp.hcm,CĐ Công Thương TP.HCM
3037,Trường Cao Đẳng Công Thương TP.HCMw,CĐ Công Thương TP.HCM
3038,hitu truong cd cong thuong tp hcm,CĐ Công Thương TP.HCM
3039,truong cao dang cong thuong tp hcmw,CĐ Công Thương TP.HCM
3040,ho chi minh city industry and trade college hitc,CĐ Công Thương TP.HCM
3041,CĐ cong thuong tphcm,CĐ Công Thương TP.HCM
3042,cao dang cong thuong tp hcm co so quang ngai,CĐ Công Thương TP.HCM
3043,HCM city industry and trade college,CĐ Công Thương TP.HCM
3044,Trường Cao Đẳng  Công Thương Việt Nam,CĐ Công Thương Việt Nam
3045,cdqtkd,CĐ đào tạo ngành quản trị kinh doanh
3046,cao dang nghe dau khi pvmtc,CĐ DẦU KHÍ
3047,cao dang dien luc mien trug,CĐ Điện lực Miền Bắc
3048,Trường Cao Đẳng Điện Lực Miền Trung,CĐ Điện Lực Miền Trung
3049,CĐ Điện lực miên Trung,CĐ Điện Lực Miền Trung
3050,CD Điện Lực Miền Trung,CĐ Điện Lực Miền Trung
3051,Trường Cao đẳng Điện lực miền Trung,CĐ Điện Lực Miền Trung
3052,Trung cap dien luc Hoi An,CĐ Điện Lực Miền Trung
3053,cao dang dien luc mien trung,CĐ Điện lực miền Trung
3054,cao dang dien luc mien trung tap doan dien luc viet nam,CĐ Điện lực miền Trung
3055,cd dl mien trung,CĐ Điện Lực Miền Trung
3056,Cao dang dien luc Mien Trung-Hoian-QuangNam,CĐ Điện Lực Miền Trung
3057,Cao Đăng Điên Lực Mien Trung,CĐ Điện Lực Miền Trung
3058,truong cd dien luc mien trung,CĐ Điện lực miền Trung
3059,Trường Cao Đẳng Điện Lực TP.Hồ Chí Minh,CĐ Điện lực TP.HCM
3060,Trường Cao Đẳng Điện Lực TP HCM,CĐ Điện lực TP.HCM
3061,Cao đẳng Điện Lực thành phố hồ chí minh,CĐ Điện lực TP.HCM
3062,HEPC,CĐ Điện lực TP.HCM
3063,Cao Dang Dong Du,CĐ Đông Du
3064,CAO ĐẲNG ĐÔNG DU ĐÀ NẴNG,CĐ Đông Du
3065,cao dang dong du da nang,CĐ Đông Du
3066,cao dang dong a,CĐ Đông Du
3067,Trường Cao Đẳng Đồng Khởi,CĐ Đồng Khởi
3068,cao dang nghe dong khoi,CĐ Đồng Khởi
3069,cao dang du lich-thuong mai nghe an,CĐ Du Lịch - Thương mại Nghệ An
3070,Trường Cao Đẳng Du Lịch - Thương Mại Nghệ  An,CĐ Du Lịch - Thương mại Nghệ An
3071,CĐ Du Lịch Đà Nẵng,CĐ Du Lịch Đà Nẵng
3072,da nang vocational tourism college,CĐ Du Lịch Đà Nẵng
3073,truong cao dangdu lich da nang,CĐ Du Lịch Đà Nẵng
3074,cdn du lich da nang,CĐ Du Lịch Đà Nẵng
3075,danang vocational tourism college dvtc,CĐ Du Lịch Đà Nẵng
3076,Trường Cao đẳng Du lịch Hà Nội,CĐ Du Lịch Hà Nội
3077,cao dang du lich ha noi,CĐ Du Lịch Hà Nội
3078,truong cao dang du lich ha noi – htc,CĐ Du Lịch Hà Nội
3079,Da hoc truog.CAO DAG DU LICH HANOJ,CĐ Du Lịch Hà Nội
3080,CĐ Du Lịch Hà Nội - Hanoi tourism college,CĐ Du Lịch Hà Nội
3081,C.dag Du Lich HN,CĐ Du Lịch Hà Nội
3082,Cao Dang Nghe Du Lich Hue,CĐ Du Lịch Huế
3083,Trường Cao Đẳng Du Lịch Huế,CĐ Du Lịch Huế
3084,trung cap du lich hue,CĐ Du Lịch Huế
3085,cao dang du lich hue,CĐ Du Lịch Huế
3086,CD Du lich hue,CĐ Du Lịch Huế
3087,Cao đẳng nghề du lịch Huế,CĐ Du Lịch Huế
3088,hue tourism college,CĐ Du Lịch Huế
3089,hue tourism colleges,CĐ Du Lịch Huế
3090,quan tri khach san hue huetc,CĐ Du Lịch Huế
3091,Cao Đẳng Nghề Du Lịch Nha Trang,CĐ Du Lịch Nha Trang
3092,CAO DANG DU LICH NHA TRANG,CĐ Du Lịch Nha Trang
3093,TRƯỜNG CAO ĐẲNG DU LỊCH VŨNG TÀU,CĐ Du Lịch Vũng Tàu
3094,cao dang du lich vung tau,CĐ Du Lịch Vũng Tàu
3095,Truong cao dang du lich vung tau,CĐ Du Lịch Vũng Tàu
3096,TRUONG TRUNG CAP DU LICH VUNG TAU,CĐ Du Lịch Vũng Tàu
3097,CĐ Du lịch Vũng Tàu,CĐ Du Lịch Vũng Tàu
3098,truong cao dang duoc phu tho,CĐ Dược Phú Thọ
3099,cao dang duoc tw hai duong,CĐ Dược Trung ương Hải Dương
3100,cao dang duoc tw hai duong,CĐ Dược Trung ương Hải Dương
3101,cd duoc tw hai duong,CĐ Dược Trung ương Hải Dương
3102,haiduong central college of phamarcy,CĐ Dược Trung ương Hải Dương
3103,Hai Duong central college of pharmacy,CĐ Dược Trung ương Hải Dương
3104,truong cao dang nghe duong sat,CĐ Đường sắt
3105,Trường Cao Đẳng Đường Sắt,CĐ Đường sắt
3106,Cao Đẳng Nghề Đường Sắt,CĐ Đường Sắt
3107,Trường Cao đẳng nghề Duyên Hải,CĐ Duyên Hải
3108,cao dang nghe duyen hai hai phong,CĐ Duyên Hải
3109,FPT Polytechnic,CĐ FPT Polytechnic
3110,Trường Cao đẳng Thực hành FPT,CĐ FPT Polytechnic
3111,FPT Polytechnic,CĐ FPT Polytechnic
3112,fpt polytechnic hanoi,CĐ FPT Polytechnic
3113,FPT POLYTECHNIC ĐÀ NẴNG,CĐ FPT Polytechnic Đà Nẵng
3114,fpoly da nang,CĐ FPT Polytechnic Đà Nẵng
3115,Trung Cap Nghe Gia Lai,CĐ Gia Lai
3116,cao dang giao thong quang ninh,CĐ Giao thông Quảng Ninh
3117,cd giao thong van tai,CĐ Giao thông Vận tải
3118,Cao Đẳng GTVT II,CĐ Giao Thông Vận Tải Đường thủy 2
3119,truong trung hoc giao thong van tai khu vuc 1,CĐ Giao Thông Vận Tải khu vực 1
3120,cd giao thong van tai mien nui,CĐ Giao Thông Vận Tải miền núi
3121,cd gtvt mt,CĐ Giao thông Vận tải Miền Trung
3122,Trường Cao Đẳng GTVT Tp HCM,CĐ Giao Thông Vận Tải TP.HCM
3123,CD GIAO THONG VAN TAI TPHCM,CĐ Giao Thông Vận Tải TP.HCM
3124,truong Cao Đẳng gtvt tphcm,CĐ Giao Thông Vận Tải TP.HCM
3125,CĐ Giao Thông Vận Tải,CĐ Giao thông vận tải Trung ương 1
3126,cao dang nghe giao thong van tai tw1,CĐ Giao thông vận tải Trung ương 1
3127,Dai hoc giao thong van tai TW1,CĐ Giao thông vận tải Trung ương 1
3128,cd gtvt2 da nang,CĐ Giao Thông Vận Tải Trung ương 2
3129,cd gtvt tw2,CĐ Giao thông Vận tải Trung ương 2
3130,truong cd gtvt2,CĐ Giao Thông Vận Tải Trung ương 2
3131,cao dang gtvt2,CĐ Giao thông vận tải Trung ương 2
3132,cao dang gtvt3,CĐ Giao thông Vận tải Trung ương 3
3133,cd giao thong van tai iii,CĐ Giao thông Vận tải Trung ương 3
3134,cao dang giao thong van tai 3,CĐ Giao thông Vận tải Trung ương 3
3135,Cdgtvt 3,CĐ Giao thông Vận tải Trung ương 3
3136,cao dang gtvt twiii,CĐ Giao thông Vận tải Trung ương 3
3137,truong cao dang nghe gtvt tw3,CĐ Giao thông Vận tải Trung ương 3
3138,truong cao dang giao thong van tai trung uong iv,CĐ Giao thông Vận tải Trung ương 4
3139,truong cao dang giao thong van tai trung uong v,CĐ giao thông vận tải Trung ương 5
3140,truong cao dang gtvt trung uong v da nang,CĐ giao thông vận tải Trung ương 5
3141,cao dang giao thong van tai 2 da nang,CĐ giao thông vận tải Trung ương 5
3142,Trường Cao Đẳng Giao thông vận tải Trung ương V,CĐ giao thông vận tải Trung ương 5
3143,Trường Cao Đẳng Giao Thông Vận Tải 3,CĐ Giao thông Vận tải Trung ương 6
3144,Trường cao đẳng nghề GTVT TW II - Kiến An - Hải Phòng,CĐ Giao thông Vận tải Trung ương 2
3145,Cao Dang GTVT II,CĐ Giao thông Vận tải Trung ương 2
3146,CĐ Giao Thông Vận Tải III,CĐ Giao thông Vận tải Trung ương 3
3147,CD Giao Thông Vận Tải III,CĐ Giao thông Vận tải Trung ương 3
3148,Đoàn Trường Cao Đẳng Giao thông Vận tải trung ương 3,CĐ Giao thông Vận tải Trung ương 3
3149,Trường Cao Đẳng GTVT Trung Ương III,CĐ Giao thông Vận tải Trung ương 3
3150,Cao Đẳng Hải Dương,CĐ Hải Dương
3151,Trường Cao Đẳng Hải Dương,CĐ Hải Dương
3152,truong cao dang hai duong,CĐ Hải Dương
3153,CDN Hang Hai TP.HCM,CĐ Hàng Hải
3154,cao dang hang hai I,CĐ Hàng Hải 1
3155,truong cao dang hang hai i martime collgce no 1,CĐ Hàng Hải 1
3156,CD Hang Hai,CĐ Hàng hải 2
3157,Trường Cao Đẳng Hàng Hải I (  Martime Collgce No.1 ),CĐ Hàng Hải 1
3158,cao dang hang khong,CĐ Hàng Không
3159,Trường Trung Cấp Quân Y 1,CĐ Hậu cần 1
3160,cd hoa binh xuan loc,CĐ Hòa Bình Xuân Lộc
3161,trung cap ghe hung vuong,CĐ Hùng Vương Hà Nội
3162,Cao dang tai chinh ke toan,CĐ Kế toán Hà Nội
3163,Cao Dang Ke Toan K3,CĐ Kế toán Hà Nội
3164,Cao Đẳng Cộng Đồng Kiên Giang,CĐ Kiên Giang
3165,kien giang community college,CĐ Kiên Giang
3166,cd kinh te,CĐ Kinh Tế
3167,truong cao dang kinh te - cong nghe tp.hcm – hiast,CĐ Kinh tế - Công nghệ TP.HCM
3168,Cao Dang Kinh Te Cong Nghe Thanh Pho Ho Chi Minh,CĐ Kinh tế - Công nghệ TP.HCM
3169,Cao dang kinh te cong nghe thong tin,CĐ Kinh tế - Công nghệ TP.HCM
3170,Cao Đẳng KINH TẾ - CÔNG NGHỆ TP.HCM - HIAST,CĐ Kinh tế - Công nghệ TP.HCM
3171,Cao đẳng Kinh tế - Công nghệ Thành phố Hồ Chí Minh,CĐ Kinh tế - Công nghệ TP.HCM
3172,cao dang HIAST,CĐ Kinh tế - Công nghệ TP.HCM
3173,Trường Cao Đẳng Kinh Tế Công Nghệ Tp.HCM,CĐ Kinh tế - Công nghệ TP.HCM
3174,CAO ĐẲNG KINH TẾ - CÔNG NGHỆ TP.HCM - HIAST,CĐ Kinh tế - Công nghệ TP.HCM
3175,Trường Cao Đẳng Kinh Tế Công Nghệ TP. HCM (Hiast),CĐ Kinh tế - Công nghệ TP.HCM
3176,Trường Cao đẳng Kinh tế - Công nghệ TP.HCM - HIAST,CĐ Kinh tế - Công nghệ TP.HCM
3177,Trường Cao đẳng Kinh tế - Công nghệ Tp. Hồ Chí Minh,CĐ Kinh tế - Công nghệ TP.HCM
3178,Trường Cao Đẳng Kinh Tế Công Nghệ TPHCM (HIAST),CĐ Kinh tế - Công nghệ TP.HCM
3179,Kinh Tế Kế Hoach Đà Nẵng,CĐ Kinh tế - Kế hoạch Đà Nẵng
3180,cao đẳng kinh tế kế hoạch,CĐ Kinh tế - Kế hoạch Đà Nẵng
3181,cao dang kjnh te ke hoach,CĐ Kinh tế - Kế hoạch Đà Nẵng
3182,Kinh Tế Kế Hoạch Đà Nẵng,CĐ Kinh tế - Kế hoạch Đà Nẵng
3183,Cao dang ktkh dn,CĐ Kinh tế - Kế hoạch Đà Nẵng
3184,CÐ KTKH DA NANG,CĐ Kinh tế - Kế hoạch Đà Nẵng
3185,Trường cđ Kinh tế - Kế hoạch Đà Nẵng,CĐ Kinh tế - Kế hoạch Đà Nẵng
3186,truong cao dang kinh te ke hoach da nang,CĐ Kinh tế - Kế hoạch Đà Nẵng
3187,cao dang kinh te ke haoch da nang,CĐ Kinh tế - Kế hoạch Đà Nẵng
3188,Truong KHKD Da Nang,CĐ Kinh tế - Kế hoạch Đà Nẵng
3189,truong cao dang kinh te ki thuat,CĐ Kinh Tế - Kỹ Thuật
3190,Trường Cao Đẳng KT - KT ĐH Thái Nguyên,CĐ Kinh Tế - Kỹ Thuật - ĐH Thái Nguyên
3191,Cao Đẳng kinh tế kỹ thuật Thái Nguyên,CĐ Kinh Tế - Kỹ Thuật - ĐH Thái Nguyên
3192,Trung cấp kinh tế - kỹ thuất Bạc Liêu,CĐ Kinh Tế - Kỹ Thuật Bạc Liêu
3193,Cao Dang Kinh te Ky Thuat Can Tho,CĐ Kinh tế - Kỹ thuật Cần Thơ
3194,Trường Cao đẳng Kinh tế - Kỹ thuật Cần Thơ,CĐ Kinh tế - Kỹ thuật Cần Thơ
3195,TRƯỜNG CAO ĐẲNG KINH TẾ - KỸ THUẬT CẦN THƠ,CĐ Kinh tế - Kỹ thuật Cần Thơ
3196,Trường Cao đẳng Kinh tế - Kỹ thuật Cần Thơ,CĐ Kinh tế - Kỹ thuật Cần Thơ
3197,cao dang kt kt can tho,CĐ Kinh tế - Kỹ thuật Cần Thơ
3198,CD Kinh Te Ky Thuat Can Tho,CĐ Kinh tế - Kỹ thuật Cần Thơ
3199,cao dang kinh te ky that can tho,CĐ Kinh tế - Kỹ thuật Cần Thơ
3200,cd kinh te ky thuat can tho,CĐ Kinh tế - Kỹ thuật Cần Thơ
3201,cd kinh te ky thuat dien bien,CĐ Kinh Tế - Kỹ Thuật Điện Biên
3202,truong cao dang king te ki thuat dien bien,CĐ Kinh Tế - Kỹ Thuật Điện Biên
3203,Trung cấp kinh tế kỹ thuật Hòa Bình,CĐ Kinh Tế - Kỹ Thuật Hòa Bình
3204,cao dang kinh te ky thuat kien giang,CĐ Kinh tế - Kỹ thuật Kiên Giang
3205,cao dang kinh te ky thuat kon tum,CĐ Kinh Tế - Kỹ Thuật Kon Tum
3206,Cao đẳng Kinh tế kỹ thuật Kon Tum,CĐ Kinh Tế - Kỹ Thuật Kon Tum
3207,dag hoc truong cao dag ky thuat kon tum,CĐ Kinh Tế - Kỹ Thuật Kon Tum
3208,cd kinh te ky thuat kon tum,CĐ Kinh tế - Kỹ thuật Kon Tum
3209,truong cao dang kinh te ky thuat lam dong,CĐ Kinh tế - Kỹ thuật Lâm Đồng
3210,Cao Đẳng KTKT Lâm Đồng,CĐ Kinh tế - Kỹ thuật Lâm Đồng
3211,cao dang kinh te ky thuat pl,CĐ Kinh tế - Kỹ thuật Phú Lâm
3212,cao dang kinh te_ ky thuat phu lam q6,CĐ Kinh tế - Kỹ thuật Phú Lâm
3213,cao dang kinh te ky thuat phu tho phuong tho son tp viet tri,CĐ Kinh tế - Kỹ thuật Phú Thọ
3214,cao dang kt_kt quang nam,CĐ Kinh tế - Kỹ thuật Quảng Nam
3215,truong cd ktkt quang nam,CĐ Kinh tế - Kỹ thuật Quảng Nam
3216,cao dang ktkt quang nam,CĐ Kinh tế - Kỹ thuật Quảng Nam
3217,cd kinh te ky thuat qn,CĐ Kinh tế - Kỹ thuật Quảng Nam
3218,cdktkt quang nam,CĐ Kinh tế - Kỹ thuật Quảng Nam
3219,cd kinh te ky thuat quang nam,CĐ Kinh tế - Kỹ thuật Quảng Nam
3220,Cao Đẳng Kinh Tế Kỹ Thuật Phú Lâm,CĐ Kinh tế - Kỹ thuật Thương mại
3221,cao dang kinh te ky thuat thuong mai,CĐ Kinh tế - Kỹ thuật Thương mại
3222,Cao Đẳng Kinh Tế Kỹ Thuật Phú Lâm,CĐ Kinh tế - Kỹ thuật Thương mại
3223,cao dang kt ki thuat thuong mai ctet edu,CĐ Kinh tế - Kỹ thuật Thương mại
3224,Dang hoc cao dang kinh te ki thuat thuong mai hn,CĐ Kinh tế - Kỹ Thuật Thương mại
3225,truong cd kinh te ky thuat thuong mai,CĐ Kinh tế - Kỹ thuật Thương mại
3226,truong cd kinh te ky thuat thuong mai,CĐ Kinh tế - Kỹ thuật Thương mại
3227,truong cao dang kinh te -  ky thuat vinh phuc,CĐ Kinh tế - Kỹ thuật Vĩnh Phúc
3228,cao dang kinh te ki thuat vinh phuc,CĐ Kinh tế - Kỹ thuật Vĩnh Phúc
3229,Trường Cao Đẳng Kinh Tế - Tài Chính Thái Nguyên (TCEF),CĐ Kinh Tế - Tài Chính Thái Nguyên
