Unnamed: 0,index,text,normed_text,lower_text,lower_normed_text
1812,2027,Trường THCS va Trường THPT phung hung,Trường THCS-THPT Phùng Hưng,trường thcs va trường thpt phung hung,trường thcs-thpt phùng hưng
1813,9799,Trường THPT hươnq khê,Trường THPT HƯƠNG KHÊ,trường thpt hươnq khê,trường thpt hương khê
1814,6429,TT GDTX hoa binh,TT GDTX Hòa Bình,tt gdtx hoa binh,tt gdtx hòa bình
1815,13261,Trường THPT kapăklơng.,Trường THCS-THPT kpă klơng,trường thpt kapăklơng.,trường thcs-thpt kpă klơng
1816,941,truong dai hoc cong nghiep viet tri (vui),Đại Học Công Nghiệp Việt Trì cơ sở Lâm Thao,truong dai hoc cong nghiep viet tri (vui),đại học công nghiệp việt trì cơ sở lâm thao
1817,2973,truong Trường THPT phu ninh,Trường THPT Phù Ninh,truong trường thpt phu ninh,trường thpt phù ninh
1818,437,HVNH,Học Viện Ngân Hàng,hvnh,học viện ngân hàng
1819,13848,truong cao dang ki thuat vinh long,Trường ĐH Sư phạm Kỹ thuật Vĩnh Long,truong cao dang ki thuat vinh long,trường đh sư phạm kỹ thuật vĩnh long
1820,5008,Trường THPT hoang hoa tham,Trường THPT Hoàng Hoa Thám,trường thpt hoang hoa tham,trường thpt hoàng hoa thám
1821,3776,tc nghe my thuat thanh binh,TC nghề Mỹ thuật Thanh Bình,tc nghe my thuat thanh binh,tc nghề mỹ thuật thanh bình
1822,12329,Ketoan cao dang,Trường Cao Đẳng Kế toán Hà Nội,ketoan cao dang,trường cao đẳng kế toán hà nội
1823,14224,"Trường THPT Nguyễn Du, Hải",Trường THPT Nguyễn Du,"trường thpt nguyễn du, hải",trường thpt nguyễn du
1824,2397,tt gdnn gdtx hoa an,TT GDNN-GDTX Hoà An,tt gdnn gdtx hoa an,tt gdnn-gdtx hoà an
1825,11483,TT Bồi Dưỡng Nghiệp Vụ Công An Thành Phố Hà Nội,TT Huấn Luyện Và Bồi Dưỡng Nghiệp Vụ Công An Hà Nội,tt bồi dưỡng nghiệp vụ công an thành phố hà nội,tt huấn luyện và bồi dưỡng nghiệp vụ công an hà nội
1826,8043,Trường THPT thiên Trường-nam định,Trường THPT Thiên Trường,trường thpt thiên trường-nam định,trường thpt thiên trường
1827,8267,Trường đại học y vinh,Trường Đại học Y khoa Vinh,trường đại học y vinh,trường đại học y khoa vinh
1828,9088,ĐH Sư Phạm Kỹ Thuật Vĩnh Long,Trường ĐH Sư phạm Kỹ thuật Vĩnh Long,đh sư phạm kỹ thuật vĩnh long,trường đh sư phạm kỹ thuật vĩnh long
1829,14436,CĐYT Bac Lieu,Trường Cao Đẳng Y tế tỉnh Bạc Liêu,cđyt bac lieu,trường cao đẳng y tế tỉnh bạc liêu
1830,8277,dai hoc luat buon ma thuot,Trường Đại học Luật Hà Nội - Phân hiệu Đắk Lắk,dai hoc luat buon ma thuot,trường đại học luật hà nội - phân hiệu đắk lắk
1831,10116,TC Nghiep Vu Khach San HN,Trường Trung Cấp Nghề Nấu Ăn - Nghiệp Vụ Du Lịch Và Thời Trang Hà Nội,tc nghiep vu khach san hn,trường trung cấp nghề nấu ăn - nghiệp vụ du lịch và thời trang hà nội
1832,5495,tt gdnn gdtx xuan loc,TT GDNN-GDTX Xuân Lộc,tt gdnn gdtx xuan loc,tt gdnn-gdtx xuân lộc
1833,642,Đại Học An Giang,Đại Học An Giang,đại học an giang,đại học an giang
1834,1457,truong cao dang nghe gtvt tw3,Cao Đẳng Giao thông Vận tải Trung ương 3,truong cao dang nghe gtvt tw3,cao đẳng giao thông vận tải trung ương 3
1835,9632,Truong trung cap buu chinh vien thong my tho,Trường trung cấp bưu chính viễn thông và công nghệ thông tin III,truong trung cap buu chinh vien thong my tho,trường trung cấp bưu chính viễn thông và công nghệ thông tin iii
1836,3845,Trường THPT bim son,Trường THPT Bỉm Sơn,trường thpt bim son,trường thpt bỉm sơn
1837,12135,"Trường THPT Thanh Hòa, Huyện Bù Đốp, Tỉnh Bình Phước",Trường THPT Thanh Hòa,"trường thpt thanh hòa, huyện bù đốp, tỉnh bình phước",trường thpt thanh hòa
1838,6702,Trường trung cấp lâm nghiệp Gia Lai,Trường Trung Cấp Lâm Nghiệp Tây Nguyên,trường trung cấp lâm nghiệp gia lai,trường trung cấp lâm nghiệp tây nguyên
1839,9894,Học Viện Chính Trị Hành Chính Khu Vực 1,Học viện Chính trị Khu vực I,học viện chính trị hành chính khu vực 1,học viện chính trị khu vực i
1840,13434,Trường THPT Phạm Phú Thứ,Trường THPT Phạm Phú Thứ,trường thpt phạm phú thứ,trường thpt phạm phú thứ
1841,182,ĐH Y Dược TPHCM,Đại Học Y Dược TP.HCM,đh y dược tphcm,đại học y dược tp.hcm
1842,705,Phân hiệu Đại học Nông Lâm TP. HCM tại Gia Lai,Phân hiệu Đại học Nông Lâm TP.HCM tại Gia Lai,phân hiệu đại học nông lâm tp. hcm tại gia lai,phân hiệu đại học nông lâm tp.hcm tại gia lai
1843,4492,Trường THPT tt pham van dong,Trường THPT TT Phạm Văn Đồng,trường thpt tt pham van dong,trường thpt tt phạm văn đồng
1844,9097,Truong Trường THPT Chau Thanh 1,Trường THPT Châu Thành I,truong trường thpt chau thanh 1,trường thpt châu thành i
1845,8385,Trường THPT Võ Văn Kiệt,Trường THPT Võ Văn Kiệt,trường thpt võ văn kiệt,trường thpt võ văn kiệt
1846,1388,truong cao dang hang hai i martime collgce no 1,Cao Đẳng Hàng Hải 1,truong cao dang hang hai i martime collgce no 1,cao đẳng hàng hải 1
1847,277,HUFA,Đại Học Nghệ Thuật – Đại Học Huế,hufa,đại học nghệ thuật – đại học huế
1848,6947,Học Viện Hàng Không (ăn hàng ở không) phong dien can tho,Học viện Hàng không Việt Nam,học viện hàng không (ăn hàng ở không) phong dien can tho,học viện hàng không việt nam
1849,11359,Truong Dai Hoc KTCN Thai Nguyen,Trường Đại Học KTCN Thái Nguyên- KHU B,truong dai hoc ktcn thai nguyen,trường đại học ktcn thái nguyên- khu b
1850,14408,Trường THPT Vĩnh Thuận- Kiên Giang,Trường THPT Vĩnh Thuận,trường thpt vĩnh thuận- kiên giang,trường thpt vĩnh thuận
1851,4646,pt dtnt dak ha,PT DTNT Đăk Hà,pt dtnt dak ha,pt dtnt đăk hà
1852,9878,Đại Học Sư Phạm Quy Nhơn,Trường Đại Học Quy Nhơn,đại học sư phạm quy nhơn,trường đại học quy nhơn
1853,8167,truong cao dang cong nghe va ki thuat otp,Trường Cao Đẳng Công Nghệ Và Kỹ Thuật Ô Tô,truong cao dang cong nghe va ki thuat otp,trường cao đẳng công nghệ và kỹ thuật ô tô
1854,6650,Trường THPT hồg đức ninh gjang,Trường THPT Hồng Đức,trường thpt hồg đức ninh gjang,trường thpt hồng đức
1855,5576,Trường THPT thanh hoa,Trường THPT Thạnh Hóa,trường thpt thanh hoa,trường thpt thạnh hóa
1856,3373,tt gdnn gdtx tu ky,TT GDNN-GDTX Tứ Kỳ,tt gdnn gdtx tu ky,tt gdnn-gdtx tứ kỳ
1857,2542,ptdtnt Trường THCS-THPT thi xa sa pa phuong phan si pang thi xa sa pa,PTDTNT Trường THCS-THPT thị xã Sa Pa Phường Phan Si Păng - Thị xã Sa Pa,ptdtnt trường thcs-thpt thi xa sa pa phuong phan si pang thi xa sa pa,ptdtnt trường thcs-thpt thị xã sa pa phường phan si păng - thị xã sa pa
1858,10622,Truog Trường THPT Kim Xuyen,Trường THPT Kim Xuyên,truog trường thpt kim xuyen,trường thpt kim xuyên
1859,11322,Trug hoc pho thog nam dan 2,Trường THPT Nam Đàn 2,trug hoc pho thog nam dan 2,trường thpt nam đàn 2
1860,13537,Trường Trung Học Phổ Thông Nguyễn Trãi,Trường THPT Nguyễn Trãi - Ba Đình,trường trung học phổ thông nguyễn trãi,trường thpt nguyễn trãi - ba đình
1861,6867,Dh Su Pham HCM,Đại học Sư phạm TP.HCM,dh su pham hcm,đại học sư phạm tp.hcm
1862,2881,truong Trường THPT chieng khuong,Trường THPT Chiềng Khương,truong trường thpt chieng khuong,trường thpt chiềng khương
1863,12620,trương đh lao động xã hội hà nội,Trường Đại học Lao động - Xã hội,trương đh lao động xã hội hà nội,trường đại học lao động - xã hội
1864,11269,"Trường THPT Chu Van An, Dak Lak",Trường THPT Chu Văn An,"trường thpt chu van an, dak lak",trường thpt chu văn an
1865,7141,DH WRU.VN,Đại Học Thủy Lợi,dh wru.vn,đại học thủy lợi
1866,11505,CĐ CNTT TP Hồ Chí Minh,Trường Cao Đẳng Công Nghệ Thông Tin TP.HCM,cđ cntt tp hồ chí minh,trường cao đẳng công nghệ thông tin tp.hcm
1867,1542,Trường THPT to hien thanh,Trường THPT Tô Hiến Thành,trường thpt to hien thanh,trường thpt tô hiến thành
1868,7836,Trường THPT Nguyễn Huệ - TP . Vũng Tàu,Trường THPT Nguyễn Huệ,trường thpt nguyễn huệ - tp . vũng tàu,trường thpt nguyễn huệ
1869,6386,Trường THPT bac lieu,Trường THPT Bạc Liêu,trường thpt bac lieu,trường thpt bạc liêu
1870,974,congnghe bach khoa tphcm,Đại học Bách khoa - Đại học Quốc gia TP.HCM,congnghe bach khoa tphcm,đại học bách khoa - đại học quốc gia tp.hcm
1871,11122,Trường THPH Nguyễn Cảnh Chân,Trường THPTth Nguyễn Cảnh Chân,trường thph nguyễn cảnh chân,trường thptth nguyễn cảnh chân
1872,2245,Trường THPT nguyen binh khiem,Trường THPT Nguyễn Bỉnh Khiêm,trường thpt nguyen binh khiem,trường thpt nguyễn bỉnh khiêm
1873,808,truong cao dang cong nghe ha noi.,Cao Đẳng Công nghệ Hà Nội,truong cao dang cong nghe ha noi.,cao đẳng công nghệ hà nội
1874,13987,Van Hoa Nghe Thuat Nam Dinh,Cao đẳng Văn hóa Nghệ thuật và Du Lịch Nam Định,van hoa nghe thuat nam dinh,cao đẳng văn hóa nghệ thuật và du lịch nam định
1875,8369,y duok hok co chuyen tue tinh,Học viện Y Dược học Cổ truyền Việt Nam,y duok hok co chuyen tue tinh,học viện y dược học cổ truyền việt nam
1876,1588,Trường THPT dai viet,Trường THPT Đại Việt,trường thpt dai viet,trường thpt đại việt
1877,4767,truong Trường THPT chi lang,Trường THPT Chi Lăng,truong trường thpt chi lang,trường thpt chi lăng
1878,11510,Trường trung hoc phổ thông phan thiết,Trường THPT Phan Thiết,trường trung hoc phổ thông phan thiết,trường thpt phan thiết
1879,14111,Trường phổ thông dân tộc nội trú Cao Bằng,Trường THPT Dân Tộc Nội Trú Tỉnh Cao Bằng,trường phổ thông dân tộc nội trú cao bằng,trường thpt dân tộc nội trú tỉnh cao bằng
1880,12901,kinh te tphcm,Trường Đại học Kinh tế TP.HCM,kinh te tphcm,trường đại học kinh tế tp.hcm
1881,10210,Trường Đại Học Giáo Dục - Đại Học QG Hà Nội,"Trường Đại học Giáo dục, Đại học Quốc gia Hà Nội",trường đại học giáo dục - đại học qg hà nội,"trường đại học giáo dục, đại học quốc gia hà nội"
1882,8445,Trường THPT Đông Thái An Biên KG,Trường THPT Đông Thái,trường thpt đông thái an biên kg,trường thpt đông thái
1883,3202,Trường THPT luc nam,Trường THPT Lục Nam,trường thpt luc nam,trường thpt lục nam
1884,12273,Trường trung học phổ thông bán công đồng hới,Trường THPT Phan Đình Phùng - Quảng Bình,trường trung học phổ thông bán công đồng hới,trường thpt phan đình phùng - quảng bình
1885,2953,truong Trường THPT vinh chan,Trường THPT Vĩnh Chân,truong trường thpt vinh chan,trường thpt vĩnh chân
1886,273,HAT,Khoa Du Lịch – Đại Học Huế,hat,khoa du lịch – đại học huế
1887,5189,ptdtnt Trường THCS-THPT bu giamap,PTDTNT Trường THCS-THPT Bù GiaMập,ptdtnt trường thcs-thpt bu giamap,ptdtnt trường thcs-thpt bù giamập
1888,11761,Trường THPT Vĩnh Kim,Trường THPT Vĩnh Kim,trường thpt vĩnh kim,trường thpt vĩnh kim
1889,384,DTU,Đại Học Đồng Tháp,dtu,đại học đồng tháp
1890,2368,tt ktth hn tinh cao bang,TT KTTH-HN tỉnh Cao Bằng,tt ktth hn tinh cao bang,tt ktth-hn tỉnh cao bằng
1891,11571,PTTH SÀO NAM DUY XUYÊN,Trường THPT Sào Nam,ptth sào nam duy xuyên,trường thpt sào nam
1892,2039,Trường THPT nguyen chi thanh,Trường THPT Nguyễn Chí Thanh,trường thpt nguyen chi thanh,trường thpt nguyễn chí thanh
1893,10461,Trường THPT Bình Phú _ Trà Vinh,Trường THPT Nguyễn Văn Hai,trường thpt bình phú _ trà vinh,trường thpt nguyễn văn hai
1894,10039,Trường Cao Đẳng Giao Thông Vận Tải HN,Trường Cao Đẳng Giao Thông Vận Tải,trường cao đẳng giao thông vận tải hn,trường cao đẳng giao thông vận tải
1895,3419,Trường THPT quang trung,Trường THPT Quang Trung,trường thpt quang trung,trường thpt quang trung
1896,9149,Trường THPT Bãi Cháy,Trường THPT Bãi Cháy,trường thpt bãi cháy,trường thpt bãi cháy
1897,4780,truong Trường THPT nguyen trai,Trường THPT Nguyễn Trãi,truong trường thpt nguyen trai,trường thpt nguyễn trãi
1898,11368,cd my thuat nha trang,Trường Cao Đẳng Văn Hóa Nghệ Thuật Du Lịch Nha Trang,cd my thuat nha trang,trường cao đẳng văn hóa nghệ thuật du lịch nha trang
1899,6924,Trung cap nghe dong thap muoi,Trung cấp nghề Đồng Tháp Mười,trung cap nghe dong thap muoi,trung cấp nghề đồng tháp mười
1900,932,cao dang sptw,Cao Đẳng Sư Phạm Trung Ương,cao dang sptw,cao đẳng sư phạm trung ương
1901,3046,Trường THPT nguyen duy thi truoc nam 2019,Trường THPT Nguyễn Duy Thì,trường thpt nguyen duy thi truoc nam 2019,trường thpt nguyễn duy thì
1902,10779,Trung Học Phổ Thong van nham,Trường THPT Vân Nham,trung học phổ thong van nham,trường thpt vân nham
1903,8704,HA TRUNG HIGH SCHOLL,Trường THPT Hà Trung,ha trung high scholl,trường thpt hà trung
1904,635,Đại học Kinh Tế – Luật -Đại Học Quốc Gia TPHCM,Đại học Kinh Tế – Luật - Đại học Quốc Gia TP.HCM,đại học kinh tế – luật -đại học quốc gia tphcm,đại học kinh tế – luật - đại học quốc gia tp.hcm
1905,11010,TT Ngiên Cứu Bò Và Đồng Cỏ Ba Vì,TT nghiên cứu Bò và Đồng cỏ,tt ngiên cứu bò và đồng cỏ ba vì,tt nghiên cứu bò và đồng cỏ
1906,7351,TT GDTX bac lieu( DH bac lieu),GDTX-HN Bạc Liêu,tt gdtx bac lieu( dh bac lieu),gdtx-hn bạc liêu
1907,10636,Trường THPTTH Công Nghiệp B - TP. Hòa Bình - T. Hòa Bình,Trường THPT Công Nghiệp,trường thptth công nghiệp b - tp. hòa bình - t. hòa bình,trường thpt công nghiệp
1908,354,Đại Học Ngoại Thương (phía Nam),Đại Học Ngoại Thương ,đại học ngoại thương (phía nam),đại học ngoại thương 
1909,5974,cd su pham kien giang,CĐ Sư phạm Kiên Giang,cd su pham kien giang,cđ sư phạm kiên giang
1910,5940,trung tam gdtx hn go cong tay,TT GDTX HN Gò Công Tây,trung tam gdtx hn go cong tay,tt gdtx hn gò công tây
1911,1670,Trường THPT dong anh,Trường THPT Đông Anh,trường thpt dong anh,trường thpt đông anh
1912,2969,truong Trường THPT huong can,Trường THPT Hương Cần,truong trường thpt huong can,trường thpt hương cần
1913,3052,tt gdnn gdtx phuc yen,TT GDNN-GDTX Phúc Yên,tt gdnn gdtx phuc yen,tt gdnn-gdtx phúc yên
1914,14093,Daihocchinhtri,Trường Sĩ Quan Chính Trị,daihocchinhtri,trường sĩ quan chính trị
1915,6138,trung tam gdnn gdtx thanh pho ben tre,TT GDNN-GDTX thành phố Bến Tre,trung tam gdnn gdtx thanh pho ben tre,tt gdnn-gdtx thành phố bến tre
1916,8797,Trường CĐSP Hà Tây,Trường Cao Đẳng Sư Phạm Hà Tây,trường cđsp hà tây,trường cao đẳng sư phạm hà tây
1917,6371,trung tam gdnn gdtx huyen cu lao dung,TT GDNN-GDTX huyện Cù Lao Dung,trung tam gdnn gdtx huyen cu lao dung,tt gdnn-gdtx huyện cù lao dung
1918,3201,tt gdnn gdtx h son dong,TT GDNN-GDTX H.Sơn Động,tt gdnn gdtx h son dong,tt gdnn-gdtx h.sơn động
1919,11818,Trường CĐ Tư thục Phương Đông - Quảng Nam,Trường Cao Đẳng Phương Đông,trường cđ tư thục phương đông - quảng nam,trường cao đẳng phương đông
1920,891,cao dang cong ngiep thuc pham,Cao Đẳng Công Nghiệp Thực Phẩm,cao dang cong ngiep thuc pham,cao đẳng công nghiệp thực phẩm
1921,5817,Trường THPT my hoi dong,Trường THPT Mỹ Hội Đông,trường thpt my hoi dong,trường thpt mỹ hội đông
1922,5621,Trường THCS-THPT long cang,Trường THCS-THPT Long Cang,trường thcs-thpt long cang,trường thcs-thpt long cang
1923,13417,Trường THCS- Trường THPT tanthanh,Trường THCS-THPT Tân Thạnh,trường thcs- trường thpt tanthanh,trường thcs-thpt tân thạnh
1924,9704,Cao Đẳng CNTT TPHCM,Trường Cao Đẳng Công Nghệ Thông Tin TP.HCM,cao đẳng cntt tphcm,trường cao đẳng công nghệ thông tin tp.hcm
1925,5407,Trường THPT hung vuong,Trường THPT Hùng Vương,trường thpt hung vuong,trường thpt hùng vương
1926,10129,Trường THPT Trần Nguyên Hãn,Trường THPT Trần Nguyên Hãn,trường thpt trần nguyên hãn,trường thpt trần nguyên hãn
1927,3843,truong cdn an nhat vinh,Trường CĐN An Nhất Vinh,truong cdn an nhat vinh,trường cđn an nhất vinh
