text,normed_text,normed_text_2
Thpt lý thường kiệt-hải phòng,Trường THPT Lý Thường Kiệt,THPT Lý Thường Kiệt
THPT Chuyên Nguyễn Trãi Hải Dương,Trường Trung học phổ thông chuyên Nguyễn Trãi,Trung học phổ thông chuyên Nguyễn Trãi
Quynh Coi,Quỳnh Côi,Quỳnh Côi
THCS Gia xuyên,Gia Xuyên,ia Xuyên
Trường THPT Gia Lộc II,Trường THPT Gia Lộc II,THPT Gia Lộc II
trung học phổ thông Quỳnh Thọ,Trường THPT Quỳnh Thọ,THPT Quỳnh Thọ
phổ thông cẩm phả,Trường THPT Cẩm Phả,THPT Cẩm Phả
Trung Hoc Co So Viet Hung,Trường THCS Việt Hưng,THCS Việt Hưng
Đại Học Hải Phòng,Trường Đại học Hải Phòng,Đại học Hải Phòng
THPT Ta Quang Buu,Trường THCS & THPT Tạ Quang Bửu,THCS & THPT Tạ Quang Bửu
Truong Cao dang nghe Cao Thang,Trường Cao đẳng Kỹ thuật Cao Thắng,Cao đẳng Kỹ thuật Cao Thắng
Trường THCS Văn Giang,Trường THCS Văn Giang,THCS Văn Giang
THPT Che Guevara,Trường Thpt Chêguevara,Thpt Chêguevara
THPT Hoằng Hóa 4 - Hoang Hoa IV High School,Trường PTTH Hoằng Hóa 4,PTTH Hoằng Hóa 4
THCS Bế Văn Đàn,Trường THCS Bế Văn Đàn,THCS Bế Văn Đàn
Trường THCS Lý Phong,Trường THCS Lý Phong,THCS Lý Phong
THPT Thanh Khê,Trường THPT Thanh Khê,THPT Thanh Khê
Trường Cao đẳng Tài chính - Hải quan,Đại học Tài chính - Marketing,Đại học Tài chính - Marketing
Trường THCS Hùng Vương Kiên Giang,Trường THCS Hùng Vương,THCS Hùng Vương
TH Thực Hành Sài Gòn,Trường trung học Thực Hành Sài Gòn,trung học Thực Hành Sài Gòn
THPT HUONG SON,Trường THPT Hương Sơn,THPT Hương Sơn
THPT Thành Sen,Trường THPT Thành Sen,THPT Thành Sen
THPT Thành Sen,Trường THPT Thành Sen,THPT Thành Sen
thpt Le Huu Trac2,Trường THCS trọng điểm Lê Hữu Trác,THCS trọng điểm Lê Hữu Trác
Đại học Y Hải Phòng,Trường Đại học Y Dược Hải Phòng,Đại học Y Dược Hải Phòng
THPT Hưng Đạo,Trường THPT Hưng Đạo,THPT Hưng Đạo
THPT Lương Thế Vinh-Bình Thuận,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
trung hoc pho thong huong son,Trường THPT Hương Sơn,THPT Hương Sơn
Đại học Mở TPHCM,Trường ĐH Mở TP. Hồ Chí Minh,ĐH Mở TP. Hồ Chí Minh
Trường THPT Quế Võ 1,Trường THPT Quế Võ 1,THPT Quế Võ 1
su pham thai nguyen,Trường Đại học Sư phạm Thái Nguyên,Đại học Sư phạm Thái Nguyên
THPT Hưng Nhân,Trường THPT Hưng Nhân,THPT Hưng Nhân
Thpt Tán Kế,Trường THPT Tán Kế,THPT Tán Kế
THCS Tô Hiệu,Trường THCS Tô Hiệu,THCS Tô Hiệu
THCS Tô Hiệu,Trường THCS Tô Hiệu,THCS Tô Hiệu
THPT Phan Đình Giót,Trường THCS Phan Đình Giót,THCS Phan Đình Giót
trường THPT Tây Sơn,Trường THPT Tây Sơn,THPT Tây Sơn
THPT Dầu Giây,Trường THPT Dầu Giây,THPT Dầu Giây
Cao đẳng Thực hành FPT Polytechnic Đà Nẵng,Trường Cao đẳng FPT Polytechnic Đà Nẵng,Cao đẳng FPT Polytechnic Đà Nẵng
THPT Tam Vu 2,Trường THPT Tầm Vu,THPT Tầm Vu
Cao Đẳng Cộng Đồng Hậu Giang,Trường Cao Đẳng Cộng Đồng Hậu Giang,Cao Đẳng Cộng Đồng Hậu Giang
truong quan su quan doan 4,Trường Quân Sự Quân đoàn 4,Quân Sự Quân đoàn 4
Cao Đẳng Nghề Quảng Nam,Trường Cao Đẳng Công Nghệ Quảng Nam,Cao Đẳng Công Nghệ Quảng Nam
THPT Hà Huy Giáp,Trường THPT Hà Huy Giáp,THPT Hà Huy Giáp
THCS Thị Trấn Cái Tắc,Trường THCS Thị trấn Cái Tắc,THCS Thị trấn Cái Tắc
THPT THỐNG NHẤT B,Trường THPT Thống Nhất,THPT Thống Nhất
trung hoc pho thong binh minh,Trường THPT Bình Minh,THPT Bình Minh
International University (IU-VNU),Trường Đại học Quốc Tế - Đại học Quốc gia TP.HCM,Đại học Quốc Tế - Đại học Quốc gia TP.HCM
THPT Bà Rịa,Trường THPT Bà Rịa,THPT Bà Rịa
Trường THCS Bạch Đằng,Trường THCS Bạch Đằng,THCS Bạch Đằng
THPT Nguyễn Thị Minh Khai - Đức Thọ - Hà Tĩnh,Trường THPT Nguyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai
Trường THCS Hợp Thành,Trường THCS Hợp Thanh,THCS Hợp Thanh
Trường THPT Chiêm Thành Tấn,Trường THPT Chiêm Thành Tấn,THPT Chiêm Thành Tấn
THCS Gò Vấp 2,Trường THCS Gò Vấp,THCS Gò Vấp
THPT Chu Văn An - Q.5 - TP.HCM,Trung Tâm GDTX Chu Văn An,GDTX Chu Văn An
THPT Cẩm Lệ School,Trường THPT Cẩm Lệ,THPT Cẩm Lệ
Phan Chu Trinh Danang,Trường THPT Phan Châu Trinh,THPT Phan Châu Trinh
ĐH Bách Khoa Hà Nội,Trường Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
THCS LƯƠNG ĐỊNH CỦA,Trường THCS Lương Định Của,THCS Lương Định Của
"THPT  Lê Hồng Phong, Duy Xuyên, Quảng Nam",Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
Trường THCS Bế Văn Đàn,Trường THCS Bế Văn Đàn,THCS Bế Văn Đàn
Trường CĐSP Vĩnh Long,Trường Cao Đẳng Vĩnh Long,Cao Đẳng Vĩnh Long
trường THPT LÊ HỮU TRÁC 1,Trường THPT Lê Hữu Trác,THPT Lê Hữu Trác
Đại Học Harvard,Đại học Harvard,Đại học Harvard
THPT Nam Dong Quan,Trường THPT Nam Đông Quan,THPT Nam Đông Quan
Korea National University of Arts,Đại học Nghệ thuật Quốc gia Seoul,Đại học Nghệ thuật Quốc gia Seoul
Trường THPT Nam Khoái Châu ( Khoái Châu - Hưng Yên ),Trường THPT nam Khoái Châu,THPT nam Khoái Châu
THPT Trần Phú - Quảng Nam,Trường THPT Trần Phú,THPT Trần Phú
Trường THPT Đông Thạnh - ĐTH,Trường THPT Đông Thạnh,THPT Đông Thạnh
CD GTVT2 Da Nang,Trường cao đẳng giao thông vận tải Trung ương V,cao đẳng giao thông vận tải Trung ương V
truong THPT ischol soc trang,"Trường TH, THCS và THPT iSchool Sóc Trăng","TH, THCS và THPT iSchool Sóc Trăng"
"THPT  Ông ích Khiêm, Hòa Vang, Đà Nẵng",Trường THPT ông ích khiêm,THPT ông ích khiêm
truong dai hoc cong nghiep tphcm,Trường Đại học Công nghiệp TP.HCM,Đại học Công nghiệp TP.HCM
Khoa Luật - Đại học Quốc gia Hà Nội,"Khoa Luật, Đại học Quốc gia Hà Nội","Khoa Luật, Đại học Quốc gia Hà Nội"
Trường Tiểu học Hoa Lư,Trường Tiểu Học Hoa Lư,Tiểu Học Hoa Lư
Trường THPT Nông Sơn,Trường THPT Nông Sơn,THPT Nông Sơn
"THPT chuyên Nguyễn Bỉnh Khiêm, Quảng Nam",Trường THPT Chuyên Nguyễn Bỉnh Khiêm,THPT Chuyên Nguyễn Bỉnh Khiêm
THCS LUC SI THANH,Trường THCS Lục Sỹ Thành,THCS Lục Sỹ Thành
THPT Hàm Nghi,Trường THPT Hàm Nghi,THPT Hàm Nghi
Đại học Sân khấu Điện ảnh Thành phố Hồ Chí Minh,Trường Đại học Sân khấu Điện ảnh Tp. Hồ Chí Minh,Đại học Sân khấu Điện ảnh Tp. Hồ Chí Minh
Thpt a Kim Bang,Trường THPT A Kim Bảng,THPT A Kim Bảng
DH MTCN,Trường Đại học Mỹ thuật Công nghiệp,Đại học Mỹ thuật Công nghiệp
THPT Ngọc thụy,Trường THCS Ngọc Thụy,THCS Ngọc Thụy
THPT Chuyên Thái Nguyên,Trường THCS Chu Văn An,THCS Chu Văn An
truong THPT Go Cong Dong,THPT Gò Công Đông,THPT Gò Công Đông
THPT Trần Phú - Đà Nẵng,Trường THPT Trần Phú,THPT Trần Phú
trung cap kinh te ky thuat binh dinh,Cơ sở Thực hành An Nhơn; Trường Cao đẳng Bình Định,Cơ sở Thực hành An Nhơn; Trường Cao đẳng Bình Định
Dalat University,Trường Đại Học Đà Lạt,Đại Học Đà Lạt
Trường THPT Huỳnh Văn Nghệ,Trường THPT Huỳnh Văn Nghệ,THPT Huỳnh Văn Nghệ
THPT Nguyễn Trãi An Dương - Hải Phòng,Trường THPT Nguyễn Trãi,THPT Nguyễn Trãi
THCS VĂn THân Quận 6,Trường THCS Văn Thân,THCS Văn Thân
ĐH Kinh Tế Kỹ Thuật Công Nghiệp Hà Nội,Trường Đại học Kinh tế Kỹ thuật Công nghiệp (UNETI),Đại học Kinh tế Kỹ thuật Công nghiệp
THPT Phúc Thành - Kinh Môn - Hải Dương,Trường THPT Phúc Thành,THPT Phúc Thành
trường THPT Tây Sơn,Trường THPT Tây Sơn,THPT Tây Sơn
Cao đẳng Phương Đông Đà Nẵng,Trường Cao đẳng Phương Đông Đà Nẵng,Cao đẳng Phương Đông Đà Nẵng
Trường ĐH Kinh tế quốc dân HN,Trường Đại Học Kinh Tế Quốc Dân,Đại Học Kinh Tế Quốc Dân
THPT Nguyen Cong Tru DakLak,Trường Thpt Nguyễn Công Trứ,Thpt Nguyễn Công Trứ
Truong THPT Van Ngoc Chinh School,Trường THPT Văn Ngọc Chính,THPT Văn Ngọc Chính
Cao Dang Cong Dong Soc Trang,Trường cao đẳng cộng đồng Sóc Trăng,cao đẳng cộng đồng Sóc Trăng
Đại học quốc lập Đài Loan,Đại học quốc lập Đài Loan,Đại học quốc lập Đài Loan
THPT chuyên Trần Phú - Hải Phòng,Trường THPT Chuyên Trần Phú,THPT Chuyên Trần Phú
THPT Nong Cong 4,Trường THPT Nông Cống 4,THPT Nông Cống 4
TRUNG HOC PHO THONG LE HOAN,TRƯỜNG THPT LÊ HOÀN,THPT LÊ HOÀN
"Trường Đại học Quốc tế, Đại học Quốc gia Thành phố Hồ Chí Minh",Trường Đại học Quốc Tế - Đại học Quốc gia TP.HCM,Đại học Quốc Tế - Đại học Quốc gia TP.HCM
THPT Amsetdam Hà Nội,Trường THPT chuyên Hà Nội - Amsterdam,THPT chuyên Hà Nội - Amsterdam
THPT Lê Lợi - Đồng Xuân - Phú Yên,Trường THPT Lê Lợi,THPT Lê Lợi
"Trường THPT Trần Cao Vân, Tam Kỳ, Quảng Nam",Trường THPT Trần Cao Vân,THPT Trần Cao Vân
"THPT  Tân Phú, Long Mỹ, Hậu Giang",Trường THPT Tân Phú,THPT Tân Phú
Đại học xây dựng Miền Tây (MTU),Trường Đại học Xây Dựng Miền Tây,Đại học Xây Dựng Miền Tây
THPT Hiệp Đức - Quảng Nam,Trường THPT Hiệp Đức,THPT Hiệp Đức
THPT Lê Chân - Hải Phòng,Trường THPT Lê Chân,THPT Lê Chân
"Trường ĐHKHTN, ĐHQGHN","Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội","Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội"
THPT Thuận Thành 1 - Bắc Ninh,Trường Trung học phổ thông Thuận Thành số 1,Trung học phổ thông Thuận Thành số 1
THCS Bình Tây,Trường THCS Bình Tây,THCS Bình Tây
Trường cao đẳng Điện tử - Điện lạnh Hà Nội,Trường Cao Đẳng Điện Tử - Điện Lạnh Hà Nội,Cao Đẳng Điện Tử - Điện Lạnh Hà Nội
Đại học Nguyễn Trãi,Đại học Nguyễn Trãi,Đại học Nguyễn Trãi
THPT Quốc Học Quy Nhơn,Trường Quốc học Quy Nhơn,Quốc học Quy Nhơn
THCS Lê Hồng Phong - Quy Nhơn,Trường THCS Lê Hồng Phong,THCS Lê Hồng Phong
Truong DH Phu Yen,Trường Đại học Phú Yên,Đại học Phú Yên
THPT Chuyên Cẩm Phả,Trường THPT Cẩm Phả,THPT Cẩm Phả
Trung học cơ sở Khánh Thiện - Yên Khánh - Ninh Bình,Trường THCS Khánh Thiện,THCS Khánh Thiện
THPT Nguyễn Văn Côn,Trường THPT Nguyễn Văn Côn,THPT Nguyễn Văn Côn
"Trường THPT số 2 Bát Xát, Lào Cai",Trường THPT Số 2 Bát Xát,THPT Số 2 Bát Xát
Hoa Binh University,"Trường Đại Học Hòa Bình, Hà Nội","Đại Học Hòa Bình, Hà Nội"
Truong TCN KTNV Ton Duc Thang,Trường Kỹ thuật nghiệp vụ Tôn Đức Thắng,Kỹ thuật nghiệp vụ Tôn Đức Thắng
Dai hoc Su pham The Duc The Thao TP HCM,Trường Đại học Sư phạm Thể dục Thể thao Tp. Hồ Chí Minh,Đại học Sư phạm Thể dục Thể thao Tp. Hồ Chí Minh
trường THPT Phan Thành Tài,Trường THPT Phan Thành Tài,THPT Phan Thành Tài
"Trường THPT Hoàng Diệu, Điện Bàn, Quảng Nam",Trường Phổ Thông Trung Học Hoàng Diệu,Phổ Thông Trung Học Hoàng Diệu
THPT Nguyễn Duy Hiệu - Điện Bàn - Quảng Nam,Trường THPT Nguyễn Duy Hiệu,THPT Nguyễn Duy Hiệu
THCS DANG CUONG,Trường THCS Đặng Cương,THCS Đặng Cương
THPT Lương Tài số 3,Trường THPT Lương Tài,THPT Lương Tài
thpt que vo 2,Trường THPT Quế Võ 2,THPT Quế Võ 2
Trường Trung Học Cơ Sở Cao Kỳ,Trường Thcs Cao Kỳ,Thcs Cao Kỳ
Lý Tự Trọng - Nha Trang,Lý Tự Trọng,Lý Tự Trọng
THCS Nam Son,Trường THCS Nam Sơn,THCS Nam Sơn
Trường Cao Đẳng Nghề Du Lịch Và Dịch Vụ Hải Phòng,Trường cao đẳng Du lịch Hải Phòng,cao đẳng Du lịch Hải Phòng
THPT kinh mon,Trường THPT Kinh Môn,THPT Kinh Môn
Trường THPT TÂN AN - Hải Phòng,Trường THPT Tân An,THPT Tân An
Trường THCS Nguyễn Chí Diểu,Trường THCS Nguyễn Chí Diểu,THCS Nguyễn Chí Diểu
Thpt tụê tĩnh,THPT Tuệ Tĩnh,THPT Tuệ Tĩnh
Hai Duong Medical Technical University,Đại học Kỹ thuật Y tế Hải Dương,Đại học Kỹ thuật Y tế Hải Dương
THPT Uông Bí - Quảng Ninh,Trường THPT Uông Bí,THPT Uông Bí
Học viện Kĩ thuật Quân Sự (MTA),Học viện Kỹ thuật Quân sự,Học viện Kỹ thuật Quân sự
THPT Hà Bắc,Trường THPT Hà Bắc,THPT Hà Bắc
Trường THCS Vũ Hữu,Trường THCS Vũ Hữu,THCS Vũ Hữu
THPT Hùng An,Trường THPT Hùng An,THPT Hùng An
Đại Học Tài Chính Quản Trị Kinh Doanh,Trường Đại học Tài chính - Quản trị kinh doanh,Đại học Tài chính - Quản trị kinh doanh
THPT Bạch Đằng,THPT Bạch Đằng - Hải Phòng,THPT Bạch Đằng - Hải Phòng
THPT An Hải,Trường Tư Thục THPT An Hải,Tư Thục THPT An Hải
THCS Kỳ Sơn Thủy Nguyên,Trường THCS Kỳ Sơn,THCS Kỳ Sơn
THPT Việt Lâm,Trường THPT Việt Lâm,THPT Việt Lâm
Trung Học Phổ Thông Lê Ích Mộc,Trường THPT Lê Ích Mộc,THPT Lê Ích Mộc
Trường PTTH Lê Quý Đôn Hải phòng,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
THPT Lê Lợi -Đồng Xuân - Phú Yên,Trường THPT Lê Lợi,THPT Lê Lợi
AUT - Auckland University of Technology,Đại học Công nghệ Auckland (Auckland University of Technology),Đại học Công nghệ Auckland
THPT LE ICH MOC,Trường THPT Lê Ích Mộc,THPT Lê Ích Mộc
thpt phuc thanh,Trường THPT Phúc Thành,THPT Phúc Thành
Trường THPT Phúc Thành-Kinh Môn- Hải Dương,Trường THPT Phúc Thành,THPT Phúc Thành
THPT Lê Hồng Phong Thái Nguyên,Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
Trường THPT Lê Hồng Phong Phổ Yên Thái Nguyên,Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
THPT Dong Hung Ha,Trường THPT Đông Hưng Hà,THPT Đông Hưng Hà
Trường THPT Chuyên Bắc Ninh,Trường THPT Chuyên Bắc Ninh,THPT Chuyên Bắc Ninh
THPT Tân Yên số 2,Trường THPT Tân Yên số 2,THPT Tân Yên số 2
Trường THCS Phước THái,Trường THCS Phước Thái,THCS Phước Thái
THPT Thị Xã Cao Bằng,Trường THPT TP. Cao Bằng,THPT TP. Cao Bằng
THCS An Dương,Trường THCS An Dương,THCS An Dương
THPT KM,Trường THPT Kinh Môn,THPT Kinh Môn
Trung Cấp Cảnh Sát Vũ Trang - T45 Bộ Công An,Trường Cao Đẳng Cảnh Sát Nhân Dân 1,Cao Đẳng Cảnh Sát Nhân Dân 1
THPT so 2 tu nghia,Trường THPT số 2 Tư Nghĩa,THPT số 2 Tư Nghĩa
THPT Bắc Kạn,Trường THPT Bắc Kạn,THPT Bắc Kạn
DH KD & CN HN,Trường Đại học Kinh doanh và Công nghệ Hà Nội,Đại học Kinh doanh và Công nghệ Hà Nội
Học Viện An ninh nhân dân T31,Học Viện An ninh Nhân Dân,Học Viện An ninh Nhân Dân
THCS Đoàn Kết Quận 6,Trường THCS Đoàn Kết,THCS Đoàn Kết
THPT TAN LANG,Trường THPT Tân Lang,THPT Tân Lang
Damascus University,Đại học Damas,Đại học Damas
Truong THPT Thuan Thanh so 3,Trường Trung học phổ thông Thuận Thành số 1,Trung học phổ thông Thuận Thành số 1
THPT Chuyên Hạ Long,Trường THPT Chuyên Hạ Long,THPT Chuyên Hạ Long
Trung học phổ thông Phúc Thành,Trường THPT Phúc Thành,THPT Phúc Thành
truong cao dang hai duong,Trường Cao Đẳng Hải Dương,Cao Đẳng Hải Dương
Trường THPT Nguyễn Văn Trỗi - HÀ TĨNH,Trường THPT Nguyễn Văn Trỗi,THPT Nguyễn Văn Trỗi
Trường THPT Nguyễn Văn Trỗi - Hà Tĩnh,Trường THPT Nguyễn Văn Trỗi,THPT Nguyễn Văn Trỗi
THPT Nguyễn Đức Cảnh- Hải Phòng,Trường THPT Nguyễn Đức Cảnh,THPT Nguyễn Đức Cảnh
Trung học phổ thông Trưng Vương,Trường THPT Trưng Vương,THPT Trưng Vương
THPT Gia Bình số 1,Trường THPT Gia Bình 1,THPT Gia Bình 1
Trường ĐH Thương Mại,Trường Đại học Thương mại,Đại học Thương mại
THCS hòa nghĩa,Trường THCS Hòa Nghĩa,THCS Hòa Nghĩa
"THPT Chợ Đồn, Chợ Đồn, Bắc Kạn",Trường THPT Chợ Đồn,THPT Chợ Đồn
Trường THPT Hàng Hải,Trường THPT Hàng Hải,THPT Hàng Hải
Trường THPT Trần Nhân Tông,Trường THPT Trần Nhân Tông,THPT Trần Nhân Tông
THCS Lan Mẫu,Trường THCS Lan Mẫu,THCS Lan Mẫu
Trường THCS Tôn Thất Thuyết,Trường THCS Tôn Thất Thuyết,THCS Tôn Thất Thuyết
THPT Nam Phù Cừ,Trường THPT Nam Phù Cừ,THPT Nam Phù Cừ
National University Of Civil Engineering,Trường Đại Học Xây Dựng (National University of Civil Engineering),Đại Học Xây Dựng
THPT Hồng Quang,Trường THPT Hồng Quang,THPT Hồng Quang
Bách Khoa TPHCM,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM
ĐH Kinh Tế Quốc Dân,Trường Đại Học Kinh Tế Quốc Dân,Đại Học Kinh Tế Quốc Dân
USA (high school),Trung học phổ thông,ung học phổ thông
THCS Tân Hồng,Trường THCS Tân Hồng,THCS Tân Hồng
THPT AnThi,Trường THPT Ân Thi,THPT Ân Thi
trung hoc co so hong lac,Trường Trung Học Cơ Sở Hồng Lạc,Trung Học Cơ Sở Hồng Lạc
Trường THPT Dương Quảng Hàm,Trường THPT Dương Quảng Hàm,THPT Dương Quảng Hàm
trường cao đẳng Kinh Tế-Tài Chính Vĩnh Long,Phân hiệu trường Đại học Kinh tế Thành phố Hồ Chí Minh tại tỉnh Vĩnh Long,Phân hiệu trường Đại học Kinh tế Thành phố Hồ Chí Minh tại tỉnh Vĩnh Long
Trường THPT Thăng Long - Hải Phòng,Trường THPT Thăng Long - Hải Phòng,THPT Thăng Long - Hải Phòng
Cao đẳng Hàng Hải 1,Trường Cao Đẳng Hàng Hải I,Cao Đẳng Hàng Hải I
UTEHY,Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên cơ sở Hải Dương,Đại học Sư Phạm Kỹ Thuật Hưng Yên cơ sở Hải Dương
THPT Trần Quốc Tuấn Q11,Trường THPT Trần Quốc Tuấn,THPT Trần Quốc Tuấn
Trường THPT Sơn Tây - Hà Nội,Trường THPT Sơn Tây,THPT Sơn Tây
Trường THPT Nguyễn Huệ-Phú Thịnh-Đại Từ-Thái Nguyên,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
Hai Phong City,Hải Phòng,Hải Phòng
THPT LeHongPhong,Trường THPT chuyên Lê Hồng Phong,THPT chuyên Lê Hồng Phong
hai hau c,Trường THPT Hải Hậu C,THPT Hải Hậu C
cao dang kinh te cong nghiep ha noi,Trường Cao Đẳng Kinh Tế Công Nghiệp Hà Nội,Cao Đẳng Kinh Tế Công Nghiệp Hà Nội
THPT Cẩm lý,Trường THPT Cẩm Lý,THPT Cẩm Lý
THPT LVT,Trường THPT chuyên Lương Văn Tụy,THPT chuyên Lương Văn Tụy
THPT  Cửa Ông - Quảng Ninh,Nhà TD-TT trường THPT Cửa Ông,hà TD-TT trường THPT Cửa Ông
THPT Tứ Sơn - Lục Nam - Bắc Giang,Trường THPT Tứ Sơn,THPT Tứ Sơn
THPT  Hiệp Hòa 1,Trường THPT Hiệp Hòa 5,THPT Hiệp Hòa 5
THPT Vĩnh Bảo - Hải Phòng,Trường THPT Vĩnh Bảo,THPT Vĩnh Bảo
THPT Thị Xã Phú Thọ,Trường THPT Thị xã Phú Thọ,THPT Thị xã Phú Thọ
